col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ken Powell,Mia Roberts Perez,Kai Scott,Tracy B Roman,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Daine Grey Jr,Rainy Papademetriou,Michael Fanning,Chris Mallios,Scott Diclaudio,Vincent Furlong,All
Anthony Clark,79,"2,316",24,"2,452","2,367","2,350","2,360","2,286","2,302","1,980","1,954","1,938","1,937","1,919","1,888",73,All
Lisa M Deeley,,17,36,"2,357","2,363","2,355","2,328","2,309","2,292","2,001","1,980","1,966","1,958","1,958","1,897",66,All
Al Schmidt,,,7,57,60,61,44,54,41,54,49,48,51,45,33,57,All
Ken Powell,,,,34,"2,411","2,402","2,389","2,372","2,366","2,009","1,998","1,984","1,985","1,977","1,925",77,All
Mia Roberts Perez,,,,,13,"2,419","2,388","2,372","2,357","2,035","2,017","2,004","1,989","1,993","1,932",82,All
Kai Scott,,,,,,18,"2,363","2,380","2,356","2,023","2,012","2,001","1,985","1,989","1,922",79,All
Tracy B Roman,,,,,,,20,"2,331","2,357","2,005","1,980","1,959","1,968","1,955","1,929",78,All
Abbe Fletman,,,,,,,,5,"2,332","1,991","1,984","1,977","1,970","1,972","1,910",66,All
Lyris Younge,,,,,,,,,7,"1,984","1,979","1,955","1,965","1,950","1,922",74,All
Stephanie M Sawyer,,,,,,,,,,3,"2,022","2,005","2,002","1,995","1,945",87,All
Daine Grey Jr,,,,,,,,,,,2,"1,989","2,002","1,981","1,940",78,All
Rainy Papademetriou,,,,,,,,,,,,3,"1,981","1,983","1,925",69,All
Michael Fanning,,,,,,,,,,,,,0,"1,972","1,936",72,All
Chris Mallios,,,,,,,,,,,,,,0,"1,929",63,All
Scott Diclaudio,,,,,,,,,,,,,,,0,57,All
Vincent Furlong,,,,,,,,,,,,,,,,7,All
Total,"2,777","2,561",104,"2,675","2,573","2,566","2,548","2,449","2,446","2,116","2,072","2,056","2,040","2,033","1,961",128,All
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ken Powell,Mia Roberts Perez,Kai Scott,Abbe Fletman,Tracy B Roman,Lyris Younge,Rainy Papademetriou,Daine Grey Jr,Stephanie M Sawyer,Chris Mallios,Scott Diclaudio,Michael Fanning,Vincent Furlong,1
Anthony Clark,3,79,1,85,83,79,78,81,79,69,71,70,67,69,65,6,1
Lisa M Deeley,,0,2,83,83,83,80,82,80,72,72,72,69,70,68,5,1
Al Schmidt,,,0,4,3,4,4,2,4,3,4,4,2,2,3,2,1
Ken Powell,,,,1,87,87,84,83,83,76,76,74,72,71,70,6,1
Mia Roberts Perez,,,,,0,87,84,83,83,75,74,74,73,72,70,4,1
Kai Scott,,,,,,0,85,83,84,75,74,74,72,71,70,5,1
Abbe Fletman,,,,,,,1,80,83,73,72,72,71,70,68,4,1
Tracy B Roman,,,,,,,,1,80,72,72,72,70,72,68,5,1
Lyris Younge,,,,,,,,,0,73,74,74,70,71,70,5,1
Rainy Papademetriou,,,,,,,,,,1,75,74,73,71,70,5,1
Daine Grey Jr,,,,,,,,,,,0,75,71,71,70,6,1
Stephanie M Sawyer,,,,,,,,,,,,0,72,72,70,5,1
Chris Mallios,,,,,,,,,,,,,0,70,67,2,1
Scott Diclaudio,,,,,,,,,,,,,,0,68,4,1
Michael Fanning,,,,,,,,,,,,,,,0,2,1
Vincent Furlong,,,,,,,,,,,,,,,,0,1
Total,96,87,5,96,93,91,88,88,85,78,77,76,74,72,70,7,1
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ken Powell,Kai Scott,Mia Roberts Perez,Abbe Fletman,Lyris Younge,Tracy B Roman,Daine Grey Jr,Stephanie M Sawyer,Rainy Papademetriou,Chris Mallios,Michael Fanning,Scott Diclaudio,Vincent Furlong,2
Anthony Clark,2,67,2,72,69,68,65,67,65,48,47,49,47,46,43,0,2
Lisa M Deeley,,0,5,70,69,73,69,66,65,52,52,51,51,49,44,4,2
Al Schmidt,,,0,6,7,7,6,4,5,7,7,6,7,6,4,6,2
Ken Powell,,,,3,70,72,71,68,66,52,52,51,51,51,45,3,2
Kai Scott,,,,,0,73,70,68,67,55,55,54,53,51,45,3,2
Mia Roberts Perez,,,,,,0,72,68,67,56,55,55,54,51,46,3,2
Abbe Fletman,,,,,,,1,68,66,53,53,51,51,51,45,3,2
Lyris Younge,,,,,,,,1,65,49,49,48,49,49,44,2,2
Tracy B Roman,,,,,,,,,0,50,49,48,49,48,46,3,2
Daine Grey Jr,,,,,,,,,,0,55,53,54,51,46,3,2
Stephanie M Sawyer,,,,,,,,,,,0,52,53,51,45,3,2
Rainy Papademetriou,,,,,,,,,,,,0,52,49,45,2,2
Chris Mallios,,,,,,,,,,,,,0,51,46,3,2
Michael Fanning,,,,,,,,,,,,,,0,45,3,2
Scott Diclaudio,,,,,,,,,,,,,,,0,2,2
Vincent Furlong,,,,,,,,,,,,,,,,0,2
Total,82,76,10,82,78,77,73,71,69,57,57,56,54,51,46,6,2
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ken Powell,Tracy B Roman,Lyris Younge,Mia Roberts Perez,Abbe Fletman,Kai Scott,Daine Grey Jr,Scott Diclaudio,Stephanie M Sawyer,Michael Fanning,Rainy Papademetriou,Chris Mallios,Vincent Furlong,3
Anthony Clark,2,73,1,82,80,77,77,75,75,72,72,72,71,72,70,4,3
Lisa M Deeley,,0,1,72,73,73,72,73,73,70,68,67,68,69,67,4,3
Al Schmidt,,,0,2,2,2,2,2,2,2,2,2,2,1,2,1,3
Ken Powell,,,,4,78,77,78,76,76,71,71,70,69,70,71,4,3
Tracy B Roman,,,,,2,78,78,76,76,72,73,71,71,71,70,5,3
Lyris Younge,,,,,,0,77,77,77,72,71,69,71,71,69,4,3
Mia Roberts Perez,,,,,,,0,76,76,71,71,71,69,70,70,4,3
Abbe Fletman,,,,,,,,0,76,71,70,69,70,70,69,4,3
Kai Scott,,,,,,,,,0,71,69,68,69,70,68,3,3
Daine Grey Jr,,,,,,,,,,0,71,70,71,72,69,5,3
Scott Diclaudio,,,,,,,,,,,0,71,71,70,70,5,3
