col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court,,,,,,,District Council 3rd District,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Paul P Panepinto,Mike George,Jannie L Blackwell,All
Kevin M Dougherty,112,"3,332","3,307",31,16,35,11,"3,065",All
Christine Donohue,,24,"3,512",159,28,79,11,"2,947",All
David Wecht,,,23,144,19,69,13,"2,900",All
Judy Olson,,,,3,81,10,70,105,All
Anne Covey,,,,,3,5,63,41,All
Paul P Panepinto,,,,,,3,5,63,All
Mike George,,,,,,,2,23,All
Jannie L Blackwell,,,,,,,,65,All
Total,"3,834","3,755","3,704",256,115,109,91,"3,461",All
,Justice Of The Supreme Court,,,,,,,District Council 3rd District,1
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Paul P Panepinto,Anne Covey,Mike George,Jannie L Blackwell,1
Christine Donohue,4,233,209,13,11,3,1,165,1
David Wecht,,0,210,13,10,1,3,166,1
Kevin M Dougherty,,,3,2,4,1,0,160,1
Judy Olson,,,,0,1,5,4,5,1
Paul P Panepinto,,,,,1,0,0,8,1
Anne Covey,,,,,,0,2,3,1
Mike George,,,,,,,0,2,1
Jannie L Blackwell,,,,,,,,3,1
Total,244,242,226,19,14,6,5,184,1
,Justice Of The Supreme Court,,,,,,,District Council 3rd District,2
,Christine Donohue,Kevin M Dougherty,David Wecht,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Jannie L Blackwell,2
Christine Donohue,2,169,180,10,0,4,1,142,2
Kevin M Dougherty,,3,167,2,2,2,2,141,2
David Wecht,,,1,10,1,3,1,135,2
Judy Olson,,,,0,3,1,2,9,2
Mike George,,,,,0,1,4,2,2
Paul P Panepinto,,,,,,0,0,3,2
Anne Covey,,,,,,,0,3,2
Jannie L Blackwell,,,,,,,,2,2
Total,192,188,184,14,6,6,5,159,2
,Justice Of The Supreme Court,,,,,,,District Council 3rd District,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Paul P Panepinto,Mike George,Jannie L Blackwell,3
Kevin M Dougherty,5,160,153,4,3,1,0,147,3
Christine Donohue,,1,159,3,3,2,0,136,3
David Wecht,,,2,1,1,1,0,136,3
Judy Olson,,,,0,2,0,1,3,3
Anne Covey,,,,,0,0,1,3,3
Paul P Panepinto,,,,,,0,0,3,3
Mike George,,,,,,,0,0,3
Jannie L Blackwell,,,,,,,,7,3
Total,186,171,170,6,5,3,1,173,3
,District Council 3rd District,Justice Of The Supreme Court,,,,,,,4
,Jannie L Blackwell,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,4
Jannie L Blackwell,6,95,92,90,3,0,0,1,4
Kevin M Dougherty,,5,92,92,2,0,1,0,4
Christine Donohue,,,1,98,2,0,0,1,4
David Wecht,,,,0,2,0,0,1,4
Judy Olson,,,,,0,1,2,0,4
Anne Covey,,,,,,1,1,0,4
Mike George,,,,,,,0,0,4
Paul P Panepinto,,,,,,,,0,4
Total,112,111,107,103,5,2,2,1,4
