col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,All
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Blondell Reynolds Brown,Derek S Green,Helen Gym,Allan Domb,William K Greenlee,David Oh,Daniel Tinney,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Jim Kenney,271,0,0,0,0,"1,575","1,515","1,480","1,445","1,451",137,90,62,54,42,102,64,26,26,All
Melissa Murray Bailey,,7,0,0,0,35,26,40,50,26,134,124,122,113,118,16,14,4,2,All
Osborne Hart,,,0,0,0,4,4,8,2,1,2,0,2,2,1,6,9,6,7,All
James Foster,,,,1,0,3,4,2,3,2,0,2,3,2,1,2,3,3,2,All
Boris Kindij,,,,,0,0,1,0,0,1,2,2,1,1,2,0,0,0,0,All
Blondell Reynolds Brown,,,,,,24,"1,370","1,354","1,342","1,379",70,39,25,26,14,36,26,5,5,All
Derek S Green,,,,,,,14,"1,351","1,340","1,362",55,30,26,17,10,42,28,10,14,All
Helen Gym,,,,,,,,7,"1,352","1,338",67,29,29,35,28,84,62,22,22,All
Allan Domb,,,,,,,,,9,"1,334",64,48,31,22,28,53,18,8,9,All
William K Greenlee,,,,,,,,,,8,66,40,30,23,17,29,26,6,7,All
David Oh,,,,,,,,,,,3,146,141,131,132,23,13,5,4,All
Daniel Tinney,,,,,,,,,,,,5,145,133,125,3,4,0,2,All
Dennis M O Brien,,,,,,,,,,,,,1,130,121,10,10,3,2,All
Terry Tracy,,,,,,,,,,,,,,1,121,19,10,6,1,All
Al Taubenberger,,,,,,,,,,,,,,,0,11,6,2,0,All
Andrew C Stober,,,,,,,,,,,,,,,,1,51,26,24,All
Kristin Combs,,,,,,,,,,,,,,,,,0,30,27,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,20,All
John Staggs,,,,,,,,,,,,,,,,,,,0,All
Total,"2,331",201,13,8,2,"1,675","1,593","1,566","1,542","1,523",281,231,195,180,168,130,91,41,39,All
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,1
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Derek S Green,Allan Domb,Helen Gym,Blondell Reynolds Brown,William K Greenlee,David Oh,Daniel Tinney,Dennis M O Brien,Kristin Combs,Terry Tracy,Andrew C Stober,Al Taubenberger,John Staggs,Sheila E Armstrong,1
Jim Kenney,9,0,0,0,0,48,42,42,42,42,2,3,2,6,1,5,0,3,2,1
Melissa Murray Bailey,,0,0,0,0,0,0,0,0,0,6,4,4,0,4,0,4,0,0,1
Osborne Hart,,,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1
Boris Kindij,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Foster,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,1,39,39,37,37,2,1,1,0,1,3,0,1,0,1
Allan Domb,,,,,,,0,40,35,38,1,1,1,1,1,3,0,1,0,1
Helen Gym,,,,,,,,0,34,38,2,0,2,4,1,5,0,3,2,1
Blondell Reynolds Brown,,,,,,,,,1,36,1,0,0,1,0,0,0,1,0,1
William K Greenlee,,,,,,,,,,0,1,1,2,3,0,3,0,1,1,1
David Oh,,,,,,,,,,,0,4,5,1,6,0,4,0,1,1
Daniel Tinney,,,,,,,,,,,,0,4,0,4,0,4,0,0,1
Dennis M O Brien,,,,,,,,,,,,,0,2,5,1,4,0,1,1
Kristin Combs,,,,,,,,,,,,,,0,1,2,0,3,3,1
Terry Tracy,,,,,,,,,,,,,,,0,0,4,0,1,1
Andrew C Stober,,,,,,,,,,,,,,,,0,0,1,1,1
Al Taubenberger,,,,,,,,,,,,,,,,,0,0,0,1
John Staggs,,,,,,,,,,,,,,,,,,0,2,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,0,1
Total,73,6,2,0,0,51,45,45,44,42,9,7,7,7,6,5,4,4,3,1
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,2
