col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Commonwealth Court,,Council At Large,,,,,,,,,,,,,,All
,Michael Wojcik,Paul Lalley,Allan Domb,Daniel Tinney,Derek S Green,William K Greenlee,Helen Gym,Al Taubenberger,Blondell Reynolds Brown,Dennis M O Brien,David Oh,Terry Tracy,Kristin Combs,Andrew C Stober,Sheila E Armstrong,John Staggs,All
Michael Wojcik,74,0,"1,263",443,"1,171","1,152","1,130",378,"1,040",354,302,178,78,64,41,26,All
Paul Lalley,,19,136,711,69,70,87,677,40,596,531,541,16,19,16,6,All
Allan Domb,,,34,336,"1,023","1,034","1,038",309,938,245,187,127,28,52,15,10,All
Daniel Tinney,,,,93,181,191,204,878,127,774,663,644,40,35,17,8,All
Derek S Green,,,,,26,970,968,116,937,134,85,79,33,29,13,7,All
William K Greenlee,,,,,,21,952,185,946,178,138,63,26,25,8,7,All
Helen Gym,,,,,,,17,145,874,148,114,105,52,54,22,15,All
Al Taubenberger,,,,,,,,37,89,766,650,597,24,36,16,6,All
Blondell Reynolds Brown,,,,,,,,,12,71,72,37,16,7,9,4,All
Dennis M O Brien,,,,,,,,,,22,677,575,22,13,10,8,All
David Oh,,,,,,,,,,,15,532,26,14,12,6,All
Terry Tracy,,,,,,,,,,,,4,12,36,11,6,All
Kristin Combs,,,,,,,,,,,,,3,30,33,22,All
Andrew C Stober,,,,,,,,,,,,,,0,19,13,All
Sheila E Armstrong,,,,,,,,,,,,,,,1,14,All
John Staggs,,,,,,,,,,,,,,,,0,All
Total,"1,985",942,"1,551","1,429","1,329","1,319","1,305","1,238","1,133","1,088",925,778,110,101,59,35,All
,Judge Of The Commonwealth Court,,Council At Large,,,,,,,,,,,,,,1
,Michael Wojcik,Paul Lalley,Allan Domb,Daniel Tinney,Al Taubenberger,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Helen Gym,Dennis M O Brien,David Oh,Terry Tracy,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,1
Michael Wojcik,2,0,53,17,18,50,48,45,40,9,6,3,1,0,0,0,1
Paul Lalley,,1,5,25,25,0,1,2,1,15,15,15,0,0,0,0,1
Allan Domb,,,1,17,20,43,42,42,41,9,6,4,1,0,0,0,1
Daniel Tinney,,,,3,50,6,8,5,4,20,19,17,0,0,0,0,1
Al Taubenberger,,,,,0,8,8,8,4,20,18,17,0,0,0,0,1
Derek S Green,,,,,,0,42,42,37,4,1,1,1,0,0,0,1
Blondell Reynolds Brown,,,,,,,0,41,36,5,3,2,1,0,0,0,1
William K Greenlee,,,,,,,,1,35,6,3,1,0,0,0,0,1
Helen Gym,,,,,,,,,0,2,2,1,1,0,0,0,1
Dennis M O Brien,,,,,,,,,,0,18,14,0,0,0,0,1
David Oh,,,,,,,,,,,0,14,0,0,0,0,1
Terry Tracy,,,,,,,,,,,,0,0,0,0,0,1
