col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 1st District,Council At Large,,,,,,,,,,,,,,All
,Mark F Squilla,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,Terry Tracy,David Oh,Kristin Combs,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Sheila E Armstrong,John Staggs,All
Mark F Squilla,142,"2,739","2,328","2,208","2,047","2,036",891,509,532,493,361,345,269,213,112,All
Helen Gym,,43,"2,132","2,137","1,914","1,897",883,337,288,458,142,146,97,157,85,All
Allan Domb,,,22,"1,888","1,719","1,635",506,280,263,164,155,180,95,71,22,All
Derek S Green,,,,14,"1,791","1,760",521,232,158,251,100,77,71,69,26,All
William K Greenlee,,,,,9,"1,738",293,91,175,175,114,100,69,51,20,All
Blondell Reynolds Brown,,,,,,12,330,94,151,198,49,54,34,61,23,All
Andrew C Stober,,,,,,,25,297,110,402,64,88,44,155,99,All
Terry Tracy,,,,,,,,19,352,67,331,350,330,46,9,All
David Oh,,,,,,,,,26,66,360,342,317,48,10,All
Kristin Combs,,,,,,,,,,4,35,39,27,179,111,All
Dennis M O Brien,,,,,,,,,,,12,342,331,25,6,All
Al Taubenberger,,,,,,,,,,,,2,317,22,7,All
Daniel Tinney,,,,,,,,,,,,,6,17,8,All
Sheila E Armstrong,,,,,,,,,,,,,,5,74,All
John Staggs,,,,,,,,,,,,,,,1,All
Total,"3,789","3,123","2,609","2,447","2,209","2,179","1,161",836,794,614,582,579,487,265,140,All
,District Council 1st District,Council At Large,,,,,,,,,,,,,,1
,Mark F Squilla,Helen Gym,Allan Domb,William K Greenlee,Derek S Green,Blondell Reynolds Brown,Dennis M O Brien,David Oh,Andrew C Stober,Terry Tracy,Al Taubenberger,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,1
Mark F Squilla,18,156,151,128,122,116,37,35,39,30,25,22,16,6,3,1
Helen Gym,,4,125,114,113,109,18,15,42,18,15,7,18,7,4,1
Allan Domb,,,4,108,104,90,21,18,22,17,19,12,7,2,1,1
William K Greenlee,,,,1,102,101,16,15,13,6,10,5,6,1,0,1
Derek S Green,,,,,1,96,9,6,27,9,7,4,5,1,0,1
Blondell Reynolds Brown,,,,,,0,8,11,21,4,5,3,12,2,1,1
Dennis M O Brien,,,,,,,0,28,2,24,27,23,0,0,0,1
David Oh,,,,,,,,0,2,24,18,22,2,1,0,1
Andrew C Stober,,,,,,,,,2,13,6,2,13,5,2,1
Terry Tracy,,,,,,,,,,0,22,23,0,2,1,1
Al Taubenberger,,,,,,,,,,,0,24,0,0,0,1
Daniel Tinney,,,,,,,,,,,,1,1,0,0,1
Kristin Combs,,,,,,,,,,,,,0,4,3,1
Sheila E Armstrong,,,,,,,,,,,,,,0,3,1
John Staggs,,,,,,,,,,,,,,,0,1
Total,237,175,165,134,130,122,51,50,49,46,41,37,19,8,5,1
,District Council 1st District,Council At Large,,,,,,,,,,,,,,2
,Mark F Squilla,Helen Gym,Blondell Reynolds Brown,Derek S Green,Allan Domb,William K Greenlee,David Oh,Terry Tracy,Daniel Tinney,Dennis M O Brien,Kristin Combs,Al Taubenberger,Andrew C Stober,Sheila E Armstrong,John Staggs,2
Mark F Squilla,6,91,88,87,80,81,23,12,10,12,13,7,12,9,2,2
Helen Gym,,1,76,74,73,73,10,6,1,3,10,3,10,7,2,2
Blondell Reynolds Brown,,,1,77,74,81,8,6,3,4,8,1,6,5,0,2
Derek S Green,,,,1,71,75,11,8,6,7,6,1,5,4,0,2
Allan Domb,,,,,1,74,9,5,6,4,3,4,6,2,1,2
William K Greenlee,,,,,,0,8,3,3,6,6,2,3,5,1,2
David Oh,,,,,,,0,7,10,9,2,9,1,3,1,2
Terry Tracy,,,,,,,,1,8,6,0,8,5,0,0,2
Daniel Tinney,,,,,,,,,0,8,0,8,0,0,0,2
Dennis M O Brien,,,,,,,,,,0,0,6,0,0,0,2
Kristin Combs,,,,,,,,,,,0,1,5,7,2,2
Al Taubenberger,,,,,,,,,,,,0,1,0,0,2
Andrew C Stober,,,,,,,,,,,,,0,1,1,2
Sheila E Armstrong,,,,,,,,,,,,,,0,2,2
John Staggs,,,,,,,,,,,,,,,0,2
Total,131,99,95,94,90,88,27,20,15,15,15,13,13,10,3,2
,District Council 1st District,Council At Large,,,,,,,,,,,,,,3
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,David Oh,Kristin Combs,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Terry Tracy,Sheila E Armstrong,John Staggs,3
Mark F Squilla,10,72,57,52,50,53,26,18,19,9,8,6,4,8,4,3
Helen Gym,,0,51,45,44,46,26,11,18,3,2,2,2,6,3,3
Derek S Green,,,0,41,45,44,13,6,7,5,3,2,2,0,1,3
Allan Domb,,,,1,37,38,10,4,3,4,2,0,0,2,1,3
William K Greenlee,,,,,1,42,11,6,8,5,1,0,2,1,0,3
Blondell Reynolds Brown,,,,,,0,9,6,5,2,1,0,0,0,0,3
Andrew C Stober,,,,,,,1,4,15,2,2,0,1,6,3,3
David Oh,,,,,,,,2,3,9,11,9,10,3,0,3
Kristin Combs,,,,,,,,,0,1,2,1,2,8,4,3
Al Taubenberger,,,,,,,,,,0,11,9,9,1,0,3
Dennis M O Brien,,,,,,,,,,,0,11,11,4,0,3
Daniel Tinney,,,,,,,,,,,,0,10,2,0,3
Terry Tracy,,,,,,,,,,,,,0,3,0,3
Sheila E Armstrong,,,,,,,,,,,,,,0,3,3
John Staggs,,,,,,,,,,,,,,,0,3
Total,110,80,62,56,54,53,33,27,23,19,16,14,14,10,4,3
,District Council 1st District,Council At Large,,,,,,,,,,,,,,4
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Terry Tracy,Al Taubenberger,Andrew C Stober,David Oh,Dennis M O Brien,Kristin Combs,Daniel Tinney,Sheila E Armstrong,John Staggs,4
Mark F Squilla,5,91,77,74,67,60,24,26,27,17,18,19,16,8,5,4
Helen Gym,,1,65,65,57,51,14,8,23,8,8,20,6,6,5,4
Derek S Green,,,0,67,62,59,8,10,12,6,5,12,3,3,2,4
Allan Domb,,,,0,55,52,9,13,12,4,6,8,4,3,1,4
William K Greenlee,,,,,1,57,4,11,10,5,4,6,4,1,1,4
Blondell Reynolds Brown,,,,,,0,6,8,5,5,1,3,1,1,1,4
Terry Tracy,,,,,,,0,15,9,16,17,3,18,2,0,4
Al Taubenberger,,,,,,,,0,2,16,13,2,17,3,0,4
Andrew C Stober,,,,,,,,,0,1,1,18,1,5,3,4
David Oh,,,,,,,,,,2,12,1,13,2,0,4
Dennis M O Brien,,,,,,,,,,,0,2,18,1,0,4
Kristin Combs,,,,,,,,,,,,0,2,7,5,4
Daniel Tinney,,,,,,,,,,,,,0,1,0,4
Sheila E Armstrong,,,,,,,,,,,,,,1,2,4
John Staggs,,,,,,,,,,,,,,,0,4
Total,134,103,87,82,74,65,35,33,33,27,27,26,25,11,5,4
,District Council 1st District,Council At Large,,,,,,,,,,,,,,5
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,Blondell Reynolds Brown,William K Greenlee,Andrew C Stober,Terry Tracy,Kristin Combs,David Oh,Dennis M O Brien,Daniel Tinney,Al Taubenberger,John Staggs,Sheila E Armstrong,5
Mark F Squilla,6,106,88,85,85,78,44,30,27,18,16,11,10,5,5,5
Helen Gym,,1,78,74,67,63,40,16,23,7,6,4,1,2,2,5
Derek S Green,,,0,67,65,63,23,12,14,7,6,4,2,2,1,5
Allan Domb,,,,1,60,57,20,8,9,5,7,4,1,0,0,5
Blondell Reynolds Brown,,,,,1,63,13,11,8,6,3,4,1,1,0,5
William K Greenlee,,,,,,0,10,6,8,7,5,2,2,0,1,5
Andrew C Stober,,,,,,,0,14,22,3,5,5,4,4,5,5
Terry Tracy,,,,,,,,5,6,10,10,9,9,0,0,5
Kristin Combs,,,,,,,,,0,2,3,3,3,7,6,5
David Oh,,,,,,,,,,0,11,8,10,0,1,5
Dennis M O Brien,,,,,,,,,,,0,7,10,0,0,5
Daniel Tinney,,,,,,,,,,,,0,6,1,2,5
Al Taubenberger,,,,,,,,,,,,,0,1,1,5
John Staggs,,,,,,,,,,,,,,0,3,5
Sheila E Armstrong,,,,,,,,,,,,,,,0,5
Total,169,117,93,91,87,81,54,42,33,23,21,15,14,7,6,5
,District Council 1st District,Council At Large,,,,,,,,,,,,,,6
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,David Oh,Dennis M O Brien,Daniel Tinney,Kristin Combs,Terry Tracy,Al Taubenberger,Sheila E Armstrong,John Staggs,6
Mark F Squilla,12,121,97,94,80,81,61,25,22,14,28,17,17,14,6,6
Helen Gym,,2,93,87,70,78,50,12,8,4,23,9,5,9,4,6
Derek S Green,,,0,82,67,69,30,10,6,3,14,7,3,5,2,6
Allan Domb,,,,0,67,62,28,8,4,0,10,7,4,4,0,6
William K Greenlee,,,,,2,65,15,8,12,11,5,3,4,2,1,6
Blondell Reynolds Brown,,,,,,0,19,8,4,1,9,1,2,5,0,6
Andrew C Stober,,,,,,,0,8,8,2,25,11,6,10,7,6
David Oh,,,,,,,,2,20,20,2,13,20,2,1,6
Dennis M O Brien,,,,,,,,,1,24,4,15,18,2,2,6
Daniel Tinney,,,,,,,,,,2,2,13,16,0,0,6
Kristin Combs,,,,,,,,,,,0,3,2,10,5,6
Terry Tracy,,,,,,,,,,,,0,15,2,0,6
Al Taubenberger,,,,,,,,,,,,,0,0,0,6
Sheila E Armstrong,,,,,,,,,,,,,,1,5,6
John Staggs,,,,,,,,,,,,,,,0,6
Total,177,134,105,101,94,88,70,40,37,34,33,28,26,16,7,6
,District Council 1st District,Council At Large,,,,,,,,,,,,,,7
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,Terry Tracy,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,7
Mark F Squilla,15,109,99,96,90,89,58,30,25,19,19,16,14,9,11,7
Helen Gym,,3,88,81,80,75,50,23,12,7,5,6,5,4,8,7
Derek S Green,,,1,82,77,76,30,15,11,5,5,3,4,4,1,7
Allan Domb,,,,1,76,68,27,6,13,11,4,6,3,4,3,7
William K Greenlee,,,,,0,72,19,11,8,6,7,4,3,1,2,7
Blondell Reynolds Brown,,,,,,1,21,10,4,4,4,0,0,2,0,7
Andrew C Stober,,,,,,,4,32,12,6,3,3,4,11,13,7
Kristin Combs,,,,,,,,1,6,2,3,1,3,10,9,7
Terry Tracy,,,,,,,,,0,16,16,15,14,3,3,7
David Oh,,,,,,,,,,0,14,14,11,3,1,7
Al Taubenberger,,,,,,,,,,,0,15,14,1,1,7
Dennis M O Brien,,,,,,,,,,,,1,16,0,1,7
Daniel Tinney,,,,,,,,,,,,,1,0,2,7
Sheila E Armstrong,,,,,,,,,,,,,,1,6,7
John Staggs,,,,,,,,,,,,,,,0,7
Total,176,126,109,105,96,94,77,37,35,32,25,23,21,15,13,7
,District Council 1st District,Council At Large,,,,,,,,,,,,,,8
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,Blondell Reynolds Brown,William K Greenlee,Andrew C Stober,David Oh,Terry Tracy,Kristin Combs,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,8
Mark F Squilla,7,61,56,52,46,46,17,12,12,12,5,5,2,3,2,8
Helen Gym,,0,46,40,38,42,15,4,6,10,4,2,0,2,0,8
Derek S Green,,,1,41,39,42,11,3,4,8,1,4,1,0,0,8
Allan Domb,,,,1,32,35,8,7,3,4,5,3,0,0,0,8
