col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor,,,,,District Council 9th District,,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Cherelle Parker,Kevin Strickland,Bobbie T Curry,All
Jim Kenney,"5,206",0,0,0,0,"20,021",671,86,All
Melissa Murray Bailey,,412,0,0,0,397,"1,100",31,All
James Foster,,,35,0,0,62,20,33,All
Osborne Hart,,,,13,0,26,5,8,All
Boris Kindij,,,,,3,14,5,5,All
Cherelle Parker,,,,,,903,0,0,All
Kevin Strickland,,,,,,,99,0,All
Bobbie T Curry,,,,,,,,15,All
Total,"25,984","1,940",150,52,27,"21,423","1,900",178,All
