col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 9th District,,,Council At Large,,,,,,,,,,,,,,All
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Al Taubenberger,Dennis M O Brien,Terry Tracy,Daniel Tinney,Kristin Combs,Sheila E Armstrong,Andrew C Stober,John Staggs,All
Cherelle Parker,589,0,0,"17,919","17,559","16,584","16,324","16,181","1,175",433,442,317,247,184,158,137,49,All
Kevin Strickland,,49,0,277,347,350,435,371,"1,050","1,237","1,031",924,981,45,59,64,15,All
Bobbie T Curry,,,5,63,68,68,70,90,48,35,24,25,21,47,69,33,20,All
Blondell Reynolds Brown,,,,224,"16,475","16,351","15,829","15,779","1,020",293,276,235,176,135,133,77,21,All
Derek S Green,,,,,167,"16,178","15,876","15,758",844,312,362,288,208,136,111,114,29,All
William K Greenlee,,,,,,83,"15,774","15,627",937,403,416,199,182,99,102,86,22,All
Allan Domb,,,,,,,159,"15,603",741,497,379,255,256,92,85,113,18,All
Helen Gym,,,,,,,,78,719,319,344,311,200,181,147,160,48,All
David Oh,,,,,,,,,96,"1,008","1,076",929,897,57,77,36,26,All
Al Taubenberger,,,,,,,,,,124,"1,083",927,981,47,52,63,13,All
Dennis M O Brien,,,,,,,,,,,16,899,928,25,28,29,8,All
Terry Tracy,,,,,,,,,,,,8,902,29,41,54,6,All
Daniel Tinney,,,,,,,,,,,,,20,18,33,19,5,All
Kristin Combs,,,,,,,,,,,,,,4,124,95,52,All
Sheila E Armstrong,,,,,,,,,,,,,,,2,75,55,All
Andrew C Stober,,,,,,,,,,,,,,,,2,50,All
John Staggs,,,,,,,,,,,,,,,,,3,All
Total,"21,423","1,900",178,"19,020","18,707","17,623","17,547","17,270","2,545","2,006","1,657","1,376","1,359",316,305,268,100,All
