col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Superior Court,,District Council 8th District,,1
,Alice Beck Dubow,Emil Giordano,Cindy Bass,Michael Galganski,1
Alice Beck Dubow,54,0,308,7,1
Emil Giordano,,4,2,5,1
Cindy Bass,,,21,0,1
Michael Galganski,,,,2,1
Total,369,11,331,14,1
,Judge Of The Superior Court,,District Council 8th District,,2
,Alice Beck Dubow,Emil Giordano,Cindy Bass,Michael Galganski,2
Alice Beck Dubow,33,0,258,12,2
Emil Giordano,,6,1,6,2
Cindy Bass,,,25,0,2
Michael Galganski,,,,5,2
Total,303,13,284,23,2
,Judge Of The Superior Court,,District Council 8th District,,3
,Alice Beck Dubow,Emil Giordano,Cindy Bass,Michael Galganski,3
Alice Beck Dubow,23,0,168,7,3
Emil Giordano,,4,3,4,3
Cindy Bass,,,15,0,3
Michael Galganski,,,,2,3
Total,198,11,186,13,3
,Judge Of The Superior Court,,District Council 8th District,,4
,Alice Beck Dubow,Emil Giordano,Cindy Bass,Michael Galganski,4
Alice Beck Dubow,14,0,186,8,4
Emil Giordano,,2,4,3,4
Cindy Bass,,,13,0,4
Michael Galganski,,,,0,4
Total,208,9,203,11,4
,Judge Of The Superior Court,,District Council 8th District,,5
,Alice Beck Dubow,Emil Giordano,Cindy Bass,Michael Galganski,5
Alice Beck Dubow,13,0,221,8,5
Emil Giordano,,7,6,3,5
Cindy Bass,,,14,0,5
Michael Galganski,,,,1,5
Total,242,16,241,12,5
,Judge Of The Superior Court,,District Council 8th District,,6
,Alice Beck Dubow,Emil Giordano,Cindy Bass,Michael Galganski,6
Alice Beck Dubow,43,0,249,11,6
Emil Giordano,,5,7,4,6
Cindy Bass,,,28,0,6
Michael Galganski,,,,1,6
Total,303,16,284,16,6
,Judge Of The Superior Court,,District Council 8th District,,7
,Alice Beck Dubow,Emil Giordano,Cindy Bass,Michael Galganski,7
Alice Beck Dubow,24,0,195,15,7
Emil Giordano,,10,4,5,7
Cindy Bass,,,13,0,7
Michael Galganski,,,,0,7
Total,234,19,212,20,7
,District Council 8th District,,Judge Of The Superior Court,,8
,Cindy Bass,Michael Galganski,Alice Beck Dubow,Emil Giordano,8
Cindy Bass,15,0,152,4,8
Michael Galganski,,0,1,0,8
Alice Beck Dubow,,,8,0,8
Emil Giordano,,,,0,8
Total,171,1,161,4,8
,District Council 8th District,,Judge Of The Superior Court,,9
,Cindy Bass,Michael Galganski,Alice Beck Dubow,Emil Giordano,9
Cindy Bass,16,0,120,0,9
Michael Galganski,,0,4,2,9
Alice Beck Dubow,,,4,0,9
Emil Giordano,,,,0,9
Total,136,6,128,2,9
,District Council 8th District,,Judge Of The Superior Court,,10
,Cindy Bass,Michael Galganski,Alice Beck Dubow,Emil Giordano,10
Cindy Bass,35,0,149,0,10
Michael Galganski,,0,5,2,10
Alice Beck Dubow,,,12,0,10
Emil Giordano,,,,4,10
Total,184,7,166,6,10
,District Council 8th District,,Judge Of The Superior Court,,11
,Cindy Bass,Michael Galganski,Alice Beck Dubow,Emil Giordano,11
Cindy Bass,13,0,105,1,11
Michael Galganski,,2,3,5,11
Alice Beck Dubow,,,4,0,11
Emil Giordano,,,,4,11
Total,119,10,112,10,11
,District Council 8th District,,Judge Of The Superior Court,,12
,Cindy Bass,Michael Galganski,Alice Beck Dubow,Emil Giordano,12
Cindy Bass,17,0,122,0,12
Michael Galganski,,0,2,1,12
Alice Beck Dubow,,,13,0,12
Emil Giordano,,,,2,12
Total,139,3,137,3,12
,District Council 8th District,,Judge Of The Superior Court,,13
,Cindy Bass,Michael Galganski,Alice Beck Dubow,Emil Giordano,13
Cindy Bass,18,0,148,1,13
Michael Galganski,,0,2,0,13
Alice Beck Dubow,,,9,0,13
Emil Giordano,,,,1,13
Total,167,2,159,2,13
,District Council 8th District,,Judge Of The Superior Court,,14
,Cindy Bass,Michael Galganski,Alice Beck Dubow,Emil Giordano,14
Cindy Bass,20,0,169,3,14
Michael Galganski,,3,4,0,14
Alice Beck Dubow,,,8,0,14
Emil Giordano,,,,6,14
Total,192,7,181,9,14
,District Council 8th District,,Judge Of The Superior Court,,15
,Cindy Bass,Michael Galganski,Alice Beck Dubow,Emil Giordano,15
Cindy Bass,19,0,152,0,15
Michael Galganski,,0,0,0,15
Alice Beck Dubow,,,8,0,15
Emil Giordano,,,,1,15
Total,171,0,160,1,15
,Judge Of The Superior Court,,District Council 8th District,,16
,Alice Beck Dubow,Emil Giordano,Cindy Bass,Michael Galganski,16
Alice Beck Dubow,12,0,151,8,16
Emil Giordano,,0,2,2,16
Cindy Bass,,,13,0,16
Michael Galganski,,,,0,16
Total,171,4,166,10,16
,Judge Of The Superior Court,,District Council 8th District,,17
