col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,District Council 9th District,,,Judge Of The Municipal Court,,,All
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Christine Hope,Sharon Williams Losier,Joffie C Pittman,All
Cherelle Parker,22,0,0,649,639,613,All
Kevin Strickland,,4,0,37,15,13,All
Bobbie T Curry,,,2,3,2,2,All
Christine Hope,,,,10,629,623,All
Sharon Williams Losier,,,,,9,623,All
Joffie C Pittman,,,,,,7,All
Total,728,43,5,718,687,653,All
,Judge Of The Municipal Court,,,District Council 9th District,,,12
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Cherelle Parker,Bobbie T Curry,Kevin Strickland,12
Sharon Williams Losier,1,54,52,54,1,1,12
Christine Hope,,1,51,53,1,0,12
Joffie C Pittman,,,0,49,1,0,12
Cherelle Parker,,,,1,0,0,12
Bobbie T Curry,,,,,0,0,12
Kevin Strickland,,,,,,0,12
Total,59,56,52,56,1,1,12
,Judge Of The Municipal Court,,,District Council 9th District,,,15
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Cherelle Parker,Kevin Strickland,Bobbie T Curry,15
Sharon Williams Losier,7,113,113,109,3,0,15
Christine Hope,,0,113,109,7,0,15
Joffie C Pittman,,,1,109,2,0,15
Cherelle Parker,,,,2,0,0,15
Kevin Strickland,,,,,0,0,15
Bobbie T Curry,,,,,,1,15
Total,125,122,118,118,8,1,15
,District Council 9th District,,,Judge Of The Municipal Court,,,16
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Christine Hope,Sharon Williams Losier,Joffie C Pittman,16
Cherelle Parker,4,0,0,75,75,73,16
Kevin Strickland,,0,0,2,0,0,16
Bobbie T Curry,,,0,1,1,1,16
Christine Hope,,,,1,72,71,16
Sharon Williams Losier,,,,,0,73,16
Joffie C Pittman,,,,,,1,16
Total,86,2,1,80,78,76,16
,Judge Of The Municipal Court,,,District Council 9th District,,,18
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Cherelle Parker,Kevin Strickland,Bobbie T Curry,18
Christine Hope,4,112,114,115,10,0,18
Sharon Williams Losier,,0,111,110,4,0,18
Joffie C Pittman,,,1,108,4,0,18
Cherelle Parker,,,,4,0,0,18
Kevin Strickland,,,,,1,0,18
Bobbie T Curry,,,,,,1,18
Total,132,117,116,125,11,1,18
,District Council 9th District,,,Judge Of The Municipal Court,,,19
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Christine Hope,Sharon Williams Losier,Joffie C Pittman,19
Cherelle Parker,6,0,0,101,96,87,19
Kevin Strickland,,2,0,3,0,0,19
Bobbie T Curry,,,0,0,0,0,19
Christine Hope,,,,0,90,87,19
Sharon Williams Losier,,,,,1,89,19
Joffie C Pittman,,,,,,2,19
Total,117,5,0,107,101,92,19
,Judge Of The Municipal Court,,,District Council 9th District,,,24
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Cherelle Parker,Kevin Strickland,Bobbie T Curry,24
Christine Hope,2,116,115,118,11,0,24
Sharon Williams Losier,,0,111,117,5,0,24
Joffie C Pittman,,,2,112,5,0,24
Cherelle Parker,,,,2,0,0,24
Kevin Strickland,,,,,1,0,24
Bobbie T Curry,,,,,,0,24
Total,135,125,120,132,12,0,24
,District Council 9th District,,,Judge Of The Municipal Court,,,25
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Christine Hope,Sharon Williams Losier,Joffie C Pittman,25
Cherelle Parker,3,0,0,78,78,75,25
Kevin Strickland,,0,0,4,2,2,25
Bobbie T Curry,,,0,1,0,0,25
Christine Hope,,,,2,72,72,25
Sharon Williams Losier,,,,,0,74,25
Joffie C Pittman,,,,,,0,25
Total,94,4,1,86,82,79,25
