col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Council At Large,,,,,,,,,,,,,,All
,Dennis M O Brien,Daniel Tinney,Al Taubenberger,Allan Domb,David Oh,Derek S Green,William K Greenlee,Terry Tracy,Helen Gym,Blondell Reynolds Brown,Kristin Combs,Andrew C Stober,Sheila E Armstrong,John Staggs,All
Dennis M O Brien,676,"2,591","2,290",762,"2,058",503,594,"1,600",480,280,57,37,57,13,All
Daniel Tinney,,504,"2,190",670,"1,744",392,422,"1,664",398,219,39,41,44,9,All
Al Taubenberger,,,101,512,"1,664",256,332,"1,578",264,140,25,25,40,2,All
Allan Domb,,,,117,340,"1,473","1,498",194,"1,465","1,259",25,44,14,10,All
David Oh,,,,,66,174,223,"1,363",191,128,28,14,36,3,All
Derek S Green,,,,,,136,"1,410",145,"1,372","1,292",28,32,13,8,All
William K Greenlee,,,,,,,50,108,"1,354","1,287",28,25,16,11,All
Terry Tracy,,,,,,,,60,172,58,13,36,25,2,All
Helen Gym,,,,,,,,,79,"1,171",55,63,26,17,All
Blondell Reynolds Brown,,,,,,,,,,35,17,10,10,8,All
Kristin Combs,,,,,,,,,,,4,31,50,24,All
Andrew C Stober,,,,,,,,,,,,3,29,15,All
Sheila E Armstrong,,,,,,,,,,,,,7,17,All
John Staggs,,,,,,,,,,,,,,1,All
Total,"4,324","3,797","2,903","2,404","2,331","2,054","2,024","1,973","1,972","1,587",126,114,111,40,All
,Council At Large,,,,,,,,,,,,,,1
,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Allan Domb,David Oh,Derek S Green,William K Greenlee,Helen Gym,Terry Tracy,Blondell Reynolds Brown,Kristin Combs,Andrew C Stober,Sheila E Armstrong,John Staggs,1
Daniel Tinney,7,41,38,11,35,8,7,6,30,1,2,1,1,0,1
Dennis M O Brien,,9,40,8,36,8,7,4,29,0,0,1,0,0,1
Al Taubenberger,,,0,9,33,6,8,5,30,0,0,1,0,0,1
Allan Domb,,,,2,4,28,33,31,1,23,1,0,0,0,1
David Oh,,,,,1,2,4,1,29,1,1,1,1,0,1
Derek S Green,,,,,,4,26,26,3,23,0,0,0,0,1
William K Greenlee,,,,,,,0,30,2,22,1,0,0,0,1
Helen Gym,,,,,,,,1,3,23,1,0,0,0,1
Terry Tracy,,,,,,,,,0,0,1,0,1,0,1
Blondell Reynolds Brown,,,,,,,,,,2,0,0,0,0,1
Kristin Combs,,,,,,,,,,,1,0,1,0,1
Andrew C Stober,,,,,,,,,,,,0,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,0,0,1
John Staggs,,,,,,,,,,,,,,0,1
Total,60,60,45,43,41,39,36,35,33,26,3,1,1,0,1
,Council At Large,,,,,,,,,,,,,,2
,Dennis M O Brien,Daniel Tinney,Al Taubenberger,David Oh,Allan Domb,Terry Tracy,Derek S Green,Helen Gym,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,John Staggs,Sheila E Armstrong,2
Dennis M O Brien,6,45,34,32,12,27,8,9,6,3,0,0,0,0,2
Daniel Tinney,,10,37,26,11,24,6,6,2,2,0,0,0,0,2
Al Taubenberger,,,2,22,6,23,2,3,2,1,0,0,0,0,2
David Oh,,,,1,10,21,3,5,5,4,0,0,0,0,2
Allan Domb,,,,,4,3,21,20,18,18,1,0,0,0,2
Terry Tracy,,,,,,0,4,2,1,0,1,0,0,0,2
Derek S Green,,,,,,,1,16,18,17,1,0,0,0,2
Helen Gym,,,,,,,,1,15,13,2,1,0,0,2
William K Greenlee,,,,,,,,,0,14,0,0,0,0,2
Blondell Reynolds Brown,,,,,,,,,,0,0,0,0,0,2
Andrew C Stober,,,,,,,,,,,0,1,0,0,2
Kristin Combs,,,,,,,,,,,,0,0,0,2
John Staggs,,,,,,,,,,,,,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,0,2
Total,67,63,42,39,35,30,27,25,23,19,2,1,0,0,2
,Council At Large,,,,,,,,,,,,,,3
,Dennis M O Brien,Daniel Tinney,Al Taubenberger,David Oh,Terry Tracy,Allan Domb,Derek S Green,William K Greenlee,Helen Gym,Blondell Reynolds Brown,Andrew C Stober,Sheila E Armstrong,Kristin Combs,John Staggs,3
Dennis M O Brien,22,55,51,48,36,12,10,16,8,6,3,3,1,0,3
Daniel Tinney,,7,42,33,32,9,5,7,5,2,2,2,0,0,3
Al Taubenberger,,,3,32,30,10,3,5,3,1,1,2,0,0,3
David Oh,,,,3,31,6,4,11,3,5,2,1,1,0,3
Terry Tracy,,,,,0,3,0,2,3,1,0,1,0,0,3
Allan Domb,,,,,,1,19,14,14,11,1,0,0,0,3
Derek S Green,,,,,,,5,15,14,12,1,0,0,0,3
William K Greenlee,,,,,,,,1,16,13,2,0,0,0,3
Helen Gym,,,,,,,,,3,13,1,0,0,0,3
Blondell Reynolds Brown,,,,,,,,,,0,0,0,0,0,3
Andrew C Stober,,,,,,,,,,,0,2,1,0,3
Sheila E Armstrong,,,,,,,,,,,,0,1,0,3
Kristin Combs,,,,,,,,,,,,,0,0,3
John Staggs,,,,,,,,,,,,,,0,3
Total,102,67,59,51,37,28,28,28,23,16,4,3,1,0,3
,Council At Large,,,,,,,,,,,,,,4
,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Allan Domb,Derek S Green,William K Greenlee,David Oh,Terry Tracy,Helen Gym,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,4
Daniel Tinney,8,40,45,13,9,6,30,33,9,5,1,1,0,0,4
Dennis M O Brien,,8,38,15,10,10,37,27,8,4,0,2,1,0,4
Al Taubenberger,,,2,12,7,7,31,37,7,2,1,1,1,0,4
Allan Domb,,,,4,31,32,5,7,33,26,0,0,0,0,4
Derek S Green,,,,,2,29,2,4,30,28,1,0,0,0,4
William K Greenlee,,,,,,1,5,2,26,24,2,1,2,0,4
David Oh,,,,,,,1,25,4,1,1,1,1,0,4
