col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Justice Of The Supreme Court,,,,,,,District Council 8th District,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Cindy Bass,Michael Galganski,All
Kevin M Dougherty,"2,045","24,898","24,787",301,166,137,202,"23,413",454,All
Christine Donohue,,327,"25,244",717,158,105,248,"21,243",524,All
David Wecht,,,454,614,119,136,222,"21,012",507,All
Judy Olson,,,,55,876,803,61,694,262,All
Anne Covey,,,,,19,750,41,336,161,All
Mike George,,,,,,24,46,280,160,All
Paul P Panepinto,,,,,,,25,276,90,All
Cindy Bass,,,,,,,,352,0,All
Michael Galganski,,,,,,,,,11,All
Total,"31,162","27,347","27,223","1,825","1,109","1,065",489,"26,147",829,All
