col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Bobby Henon,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Abbe Fletman,Michael Fanning,Lyris Younge,Stephanie M Sawyer,Scott Diclaudio,Chris Mallios,Daine Grey Jr,Vincent Furlong,Rainy Papademetriou,All
Bobby Henon,"2,204","8,689","8,256","7,797","7,503","7,480","7,245","7,196","7,097","6,558","6,546","6,494","3,393","6,130",All
Ken Powell,,107,"7,672","7,312","7,326","7,250","6,668","7,137","6,550","6,252","6,345","6,260","1,926","5,925",All
Tracy B Roman,,,82,"7,431","7,265","7,277","6,496","7,172","6,652","6,266","6,290","6,263","1,941","5,936",All
Mia Roberts Perez,,,,69,"7,191","7,135","6,180","7,008","6,383","5,993","6,155","6,130","1,647","5,870",All
Kai Scott,,,,,50,"7,188","6,243","7,037","6,286","5,941","6,161","6,126","1,630","5,876",All
Abbe Fletman,,,,,,40,"6,213","7,012","6,298","5,969","6,120","6,114","1,628","5,870",All
Michael Fanning,,,,,,,62,"6,075","6,574","6,341","6,382","6,323","2,073","5,965",All
Lyris Younge,,,,,,,,16,"6,086","5,881","6,000","5,997","1,498","5,724",All
Stephanie M Sawyer,,,,,,,,,23,"6,276","6,411","6,438","1,985","6,022",All
Scott Diclaudio,,,,,,,,,,32,"6,205","6,024","1,795","5,769",All
Chris Mallios,,,,,,,,,,,13,"6,171","1,786","5,936",All
Daine Grey Jr,,,,,,,,,,,,13,"1,678","5,879",All
Vincent Furlong,,,,,,,,,,,,,"2,699","1,384",All
Rainy Papademetriou,,,,,,,,,,,,,,17,All
Total,"14,538","9,345","8,885","8,367","8,012","7,971","7,777","7,621","7,586","6,983","6,944","6,871","6,507","6,460",All
