col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,District Council 9th District,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ken Powell,Tracy B Roman,Mia Roberts Perez,Lyris Younge,Abbe Fletman,Kai Scott,Michael Fanning,Rainy Papademetriou,Stephanie M Sawyer,Chris Mallios,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,1
Cherelle Parker,4,0,0,48,44,45,45,44,43,41,41,41,40,39,37,0,1
Kevin Strickland,,0,0,2,3,2,1,1,1,2,2,1,1,2,1,3,1
Bobbie T Curry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ken Powell,,,,0,43,47,45,45,45,42,42,40,41,40,38,1,1
Tracy B Roman,,,,,0,44,43,43,43,38,38,39,38,38,38,2,1
Mia Roberts Perez,,,,,,0,45,45,45,42,42,40,41,40,38,1,1
Lyris Younge,,,,,,,0,44,44,40,40,39,40,39,38,1,1
Abbe Fletman,,,,,,,,0,45,40,40,40,40,39,38,1,1
Kai Scott,,,,,,,,,0,40,40,39,40,39,38,1,1
Michael Fanning,,,,,,,,,,0,42,40,41,40,38,1,1
Rainy Papademetriou,,,,,,,,,,,0,40,41,40,38,1,1
Stephanie M Sawyer,,,,,,,,,,,,0,40,40,37,1,1
Chris Mallios,,,,,,,,,,,,,0,40,38,1,1
Daine Grey Jr,,,,,,,,,,,,,,0,37,2,1
Scott Diclaudio,,,,,,,,,,,,,,,0,2,1
Vincent Furlong,,,,,,,,,,,,,,,,1,1
Total,61,5,0,51,50,49,47,46,45,43,43,43,41,41,39,5,1
,District Council 9th District,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Tracy B Roman,Ken Powell,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Rainy Papademetriou,Stephanie M Sawyer,Daine Grey Jr,Scott Diclaudio,Chris Mallios,Michael Fanning,Vincent Furlong,2
Cherelle Parker,12,0,0,69,67,65,65,62,63,57,57,55,53,54,53,1,2
Kevin Strickland,,0,0,5,5,5,5,4,5,4,4,4,4,2,3,9,2
Bobbie T Curry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tracy B Roman,,,,1,69,69,68,67,69,63,63,61,59,58,58,5,2
Ken Powell,,,,,1,66,67,66,68,61,61,61,59,58,58,5,2
Mia Roberts Perez,,,,,,2,67,64,67,61,61,60,58,57,57,5,2
Kai Scott,,,,,,,0,65,68,61,60,60,59,58,57,5,2
Abbe Fletman,,,,,,,,1,65,61,58,59,58,57,56,4,2
Lyris Younge,,,,,,,,,0,62,60,61,59,58,58,5,2
Rainy Papademetriou,,,,,,,,,,0,60,61,59,58,58,4,2
Stephanie M Sawyer,,,,,,,,,,,0,60,58,57,58,4,2
Daine Grey Jr,,,,,,,,,,,,0,59,58,58,4,2
Scott Diclaudio,,,,,,,,,,,,,0,57,56,4,2
Chris Mallios,,,,,,,,,,,,,,0,55,2,2
Michael Fanning,,,,,,,,,,,,,,,0,3,2
Vincent Furlong,,,,,,,,,,,,,,,,1,2
Total,91,10,0,78,76,73,72,70,70,64,63,61,59,58,58,11,2
,District Council 9th District,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Tracy B Roman,Mia Roberts Perez,Ken Powell,Abbe Fletman,Lyris Younge,Kai Scott,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Chris Mallios,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,3
Cherelle Parker,4,0,0,53,52,53,50,52,51,46,43,42,41,42,41,0,3
Kevin Strickland,,1,0,3,2,2,4,1,1,2,2,2,2,1,1,12,3
Bobbie T Curry,,,0,3,3,2,2,1,1,2,2,2,2,2,2,3,3
Tracy B Roman,,,,0,57,54,53,54,53,47,45,44,44,45,44,5,3
Mia Roberts Perez,,,,,1,53,53,52,53,46,45,44,44,44,44,5,3
Ken Powell,,,,,,0,52,52,52,44,43,45,43,43,43,4,3
Abbe Fletman,,,,,,,0,50,52,46,43,44,43,42,42,6,3
Lyris Younge,,,,,,,,1,52,44,42,43,43,43,43,2,3
Kai Scott,,,,,,,,,1,46,44,44,43,43,43,2,3
Stephanie M Sawyer,,,,,,,,,,0,46,45,45,45,44,4,3
Daine Grey Jr,,,,,,,,,,,0,44,43,43,43,3,3
Michael Fanning,,,,,,,,,,,,0,44,44,44,4,3
Chris Mallios,,,,,,,,,,,,,0,44,44,4,3
Rainy Papademetriou,,,,,,,,,,,,,,0,44,3,3
Scott Diclaudio,,,,,,,,,,,,,,,0,3,3
Vincent Furlong,,,,,,,,,,,,,,,,0,3
Total,66,14,3,61,60,59,58,57,56,50,47,46,45,45,44,15,3
,District Council 9th District,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Mia Roberts Perez,Ken Powell,Abbe Fletman,Kai Scott,Tracy B Roman,Lyris Younge,Stephanie M Sawyer,Scott Diclaudio,Chris Mallios,Daine Grey Jr,Michael Fanning,Rainy Papademetriou,Vincent Furlong,4
Cherelle Parker,3,0,0,89,87,84,83,85,80,80,75,75,75,73,72,2,4
