col_1,col_2,col_3,col_4,division
,District Council 1st District,Judge Of The Superior Court,,All
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,All
Mark F Squilla,581,"2,240",189,All
Alice Beck Dubow,,262,0,All
Emil Giordano,,,205,All
Total,"3,010","2,502",394,All
,District Council 1st District,Judge Of The Superior Court,,1
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,1
Mark F Squilla,16,107,6,1
Alice Beck Dubow,,13,0,1
Emil Giordano,,,6,1
Total,129,120,12,1
,District Council 1st District,Judge Of The Superior Court,,2
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,2
Mark F Squilla,27,133,7,2
Alice Beck Dubow,,18,0,2
Emil Giordano,,,12,2
Total,167,151,19,2
,District Council 1st District,Judge Of The Superior Court,,3
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,3
Mark F Squilla,53,154,13,3
Alice Beck Dubow,,17,0,3
Emil Giordano,,,17,3
Total,220,171,30,3
,District Council 1st District,Judge Of The Superior Court,,4
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,4
Mark F Squilla,30,123,20,4
Alice Beck Dubow,,6,0,4
Emil Giordano,,,26,4
Total,173,129,46,4
,Judge Of The Superior Court,,District Council 1st District,5
,Alice Beck Dubow,Emil Giordano,Mark F Squilla,5
Alice Beck Dubow,12,0,52,5
Emil Giordano,,9,3,5
Mark F Squilla,,,9,5
Total,64,12,64,5
,District Council 1st District,Judge Of The Superior Court,,6
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,6
Mark F Squilla,18,67,4,6
Alice Beck Dubow,,5,0,6
Emil Giordano,,,2,6
Total,89,72,6,6
,District Council 1st District,Judge Of The Superior Court,,7
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,7
Mark F Squilla,15,53,2,7
Alice Beck Dubow,,2,0,7
Emil Giordano,,,9,7
Total,70,55,11,7
,District Council 1st District,Judge Of The Superior Court,,8
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,8
Mark F Squilla,18,61,7,8
Alice Beck Dubow,,6,0,8
Emil Giordano,,,7,8
Total,86,67,14,8
,Judge Of The Superior Court,,District Council 1st District,9
,Alice Beck Dubow,Emil Giordano,Mark F Squilla,9
Alice Beck Dubow,30,0,91,9
Emil Giordano,,11,6,9
Mark F Squilla,,,19,9
Total,121,17,116,9
,District Council 1st District,Judge Of The Superior Court,,10
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,10
Mark F Squilla,24,111,7,10
Alice Beck Dubow,,6,0,10
Emil Giordano,,,7,10
Total,142,117,14,10
,District Council 1st District,Judge Of The Superior Court,,11
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,11
Mark F Squilla,19,163,24,11
Alice Beck Dubow,,34,0,11
Emil Giordano,,,13,11
Total,206,197,37,11
,District Council 1st District,Judge Of The Superior Court,,12
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,12
Mark F Squilla,7,55,4,12
Alice Beck Dubow,,6,0,12
Emil Giordano,,,4,12
Total,66,61,8,12
,District Council 1st District,Judge Of The Superior Court,,13
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,13
Mark F Squilla,15,87,6,13
Alice Beck Dubow,,4,0,13
Emil Giordano,,,3,13
Total,108,91,9,13
,District Council 1st District,Judge Of The Superior Court,,14
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,14
Mark F Squilla,20,107,4,14
Alice Beck Dubow,,7,0,14
Emil Giordano,,,0,14
Total,131,114,4,14
,District Council 1st District,Judge Of The Superior Court,,15
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,15
Mark F Squilla,38,157,15,15
Alice Beck Dubow,,16,0,15
Emil Giordano,,,13,15
Total,210,173,28,15
,District Council 1st District,Judge Of The Superior Court,,16
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,16
Mark F Squilla,9,91,2,16
Alice Beck Dubow,,9,0,16
Emil Giordano,,,2,16
Total,102,100,4,16
,District Council 1st District,Judge Of The Superior Court,,17
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,17
Mark F Squilla,38,126,12,17
Alice Beck Dubow,,10,0,17
Emil Giordano,,,16,17
Total,176,136,28,17
,District Council 1st District,Judge Of The Superior Court,,18
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,18
Mark F Squilla,66,123,13,18
Alice Beck Dubow,,5,0,18
Emil Giordano,,,13,18
Total,202,128,26,18
,District Council 1st District,Judge Of The Superior Court,,19
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,19
Mark F Squilla,51,137,12,19
Alice Beck Dubow,,11,0,19
Emil Giordano,,,12,19
Total,200,148,24,19
,District Council 1st District,Judge Of The Superior Court,,20
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,20
Mark F Squilla,24,124,14,20
Alice Beck Dubow,,33,0,20
Emil Giordano,,,16,20
Total,162,157,30,20
,District Council 1st District,Judge Of The Superior Court,,21
,Mark F Squilla,Alice Beck Dubow,Emil Giordano,21
Mark F Squilla,65,118,8,21
Alice Beck Dubow,,12,0,21
Emil Giordano,,,7,21
Total,191,130,15,21
