col_1,col_2,col_3,division
,Sheriff,,All
,Jewell Williams,Christopher Sawyer,All
Jewell Williams,"1,032",0,All
Christopher Sawyer,,61,All
Total,"1,032",61,All
,Sheriff,,1
,Jewell Williams,Christopher Sawyer,1
Jewell Williams,65,0,1
Christopher Sawyer,,2,1
Total,65,2,1
,Sheriff,,2
,Jewell Williams,Christopher Sawyer,2
Jewell Williams,57,0,2
Christopher Sawyer,,2,2
Total,57,2,2
,Sheriff,,3
,Jewell Williams,Christopher Sawyer,3
Jewell Williams,25,0,3
Christopher Sawyer,,0,3
Total,25,0,3
,Sheriff,,4
,Jewell Williams,Christopher Sawyer,4
Jewell Williams,27,0,4
Christopher Sawyer,,0,4
Total,27,0,4
,Sheriff,,5
,Jewell Williams,Christopher Sawyer,5
Jewell Williams,35,0,5
Christopher Sawyer,,7,5
Total,35,7,5
,Sheriff,,6
,Jewell Williams,Christopher Sawyer,6
Jewell Williams,40,0,6
Christopher Sawyer,,2,6
Total,40,2,6
,Sheriff,,7
,Jewell Williams,Christopher Sawyer,7
Jewell Williams,38,0,7
Christopher Sawyer,,1,7
Total,38,1,7
,Sheriff,,8
,Jewell Williams,Christopher Sawyer,8
Jewell Williams,42,0,8
Christopher Sawyer,,5,8
Total,42,5,8
,Sheriff,,9
,Jewell Williams,Christopher Sawyer,9
Jewell Williams,59,0,9
Christopher Sawyer,,4,9
Total,59,4,9
,Sheriff,,10
,Jewell Williams,Christopher Sawyer,10
Jewell Williams,105,0,10
Christopher Sawyer,,10,10
Total,105,10,10
,Sheriff,,11
,Jewell Williams,Christopher Sawyer,11
Jewell Williams,67,0,11
Christopher Sawyer,,3,11
Total,67,3,11
,Sheriff,,12
,Jewell Williams,Christopher Sawyer,12
Jewell Williams,74,0,12
Christopher Sawyer,,8,12
Total,74,8,12
,Sheriff,,13
,Jewell Williams,Christopher Sawyer,13
Jewell Williams,79,0,13
Christopher Sawyer,,4,13
Total,79,4,13
,Sheriff,,14
,Jewell Williams,Christopher Sawyer,14
Jewell Williams,27,0,14
Christopher Sawyer,,0,14
Total,27,0,14
,Sheriff,,15
,Jewell Williams,Christopher Sawyer,15
Jewell Williams,60,0,15
Christopher Sawyer,,5,15
Total,60,5,15
,Sheriff,,16
,Jewell Williams,Christopher Sawyer,16
Jewell Williams,75,0,16
Christopher Sawyer,,5,16
Total,75,5,16
,Sheriff,,17
,Jewell Williams,Christopher Sawyer,17
Jewell Williams,50,0,17
Christopher Sawyer,,1,17
Total,50,1,17
,Sheriff,,18
,Jewell Williams,Christopher Sawyer,18
Jewell Williams,75,0,18
Christopher Sawyer,,0,18
Total,75,0,18
,Sheriff,,19
,Jewell Williams,Christopher Sawyer,19
Jewell Williams,32,0,19
Christopher Sawyer,,2,19
Total,32,2,19
