col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 8th District,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Cindy Bass,Michael Galganski,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Rainy Papademetriou,Chris Mallios,Scott Diclaudio,Vincent Furlong,All
Cindy Bass,6,0,438,432,422,420,416,413,367,361,359,352,352,350,9,All
Michael Galganski,,0,2,1,2,2,2,1,2,1,1,2,1,1,1,All
Mia Roberts Perez,,,6,422,429,423,427,419,363,360,354,356,355,352,8,All
Ken Powell,,,,3,418,416,418,413,357,353,355,350,350,350,8,All
Tracy B Roman,,,,,3,416,419,416,365,358,354,355,355,350,5,All
Kai Scott,,,,,,2,418,412,361,358,357,355,352,350,6,All
Lyris Younge,,,,,,,0,419,361,360,359,356,353,352,6,All
Abbe Fletman,,,,,,,,0,357,356,356,352,354,352,6,All
Stephanie M Sawyer,,,,,,,,,0,366,363,359,359,353,7,All
Daine Grey Jr,,,,,,,,,,0,361,358,356,353,7,All
Michael Fanning,,,,,,,,,,,0,356,356,355,7,All
Rainy Papademetriou,,,,,,,,,,,,0,354,351,4,All
Chris Mallios,,,,,,,,,,,,,0,353,5,All
Scott Diclaudio,,,,,,,,,,,,,,0,5,All
Vincent Furlong,,,,,,,,,,,,,,,6,All
Total,486,3,468,453,446,439,436,429,378,370,366,363,361,359,16,All
,District Council 8th District,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,13
,Cindy Bass,Michael Galganski,Mia Roberts Perez,Tracy B Roman,Kai Scott,Ken Powell,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Rainy Papademetriou,Michael Fanning,Chris Mallios,Scott Diclaudio,Vincent Furlong,13
Cindy Bass,4,0,172,167,164,164,164,160,148,145,142,145,142,139,3,13
Michael Galganski,,0,1,1,1,0,1,0,1,0,1,0,0,0,0,13
Mia Roberts Perez,,,2,170,169,162,168,162,149,145,146,142,143,138,3,13
Tracy B Roman,,,,1,166,164,166,163,150,145,145,144,144,139,3,13
Kai Scott,,,,,2,159,167,161,148,145,145,143,142,138,2,13
Ken Powell,,,,,,2,160,157,142,139,139,140,139,136,3,13
Lyris Younge,,,,,,,0,163,146,145,144,143,142,138,2,13
Abbe Fletman,,,,,,,,0,142,142,141,142,142,138,2,13
Stephanie M Sawyer,,,,,,,,,0,147,145,145,144,139,3,13
Daine Grey Jr,,,,,,,,,,0,143,144,143,139,2,13
Rainy Papademetriou,,,,,,,,,,,0,141,142,137,1,13
Michael Fanning,,,,,,,,,,,,0,142,139,2,13
Chris Mallios,,,,,,,,,,,,,0,138,2,13
Scott Diclaudio,,,,,,,,,,,,,,0,1,13
Vincent Furlong,,,,,,,,,,,,,,,1,13
Total,186,1,182,176,174,171,170,163,153,147,146,145,144,139,4,13
,District Council 8th District,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,17
,Cindy Bass,Michael Galganski,Mia Roberts Perez,Kai Scott,Ken Powell,Abbe Fletman,Tracy B Roman,Lyris Younge,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Michael Fanning,Stephanie M Sawyer,Chris Mallios,Vincent Furlong,17
Cindy Bass,1,0,101,101,101,97,96,96,90,87,87,87,87,85,4,17
Michael Galganski,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,17
Mia Roberts Perez,,,2,99,100,99,99,99,90,89,90,88,88,88,3,17
Kai Scott,,,,0,101,96,95,97,90,88,89,89,88,87,4,17
Ken Powell,,,,,0,96,96,97,90,88,88,88,87,86,4,17
Abbe Fletman,,,,,,0,96,98,89,87,87,88,89,86,3,17
Tracy B Roman,,,,,,,1,96,87,85,86,85,86,86,2,17
Lyris Younge,,,,,,,,0,89,87,87,88,88,85,3,17
Daine Grey Jr,,,,,,,,,0,90,89,90,90,87,4,17
Rainy Papademetriou,,,,,,,,,,0,89,89,88,87,3,17
Scott Diclaudio,,,,,,,,,,,0,89,88,89,3,17
Michael Fanning,,,,,,,,,,,,0,89,87,4,17
Stephanie M Sawyer,,,,,,,,,,,,,0,87,3,17
Chris Mallios,,,,,,,,,,,,,,0,2,17
Vincent Furlong,,,,,,,,,,,,,,,1,17
Total,111,1,108,104,104,101,101,100,93,91,91,90,90,89,5,17
,District Council 8th District,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,20
,Cindy Bass,Michael Galganski,Mia Roberts Perez,Ken Powell,Lyris Younge,Tracy B Roman,Abbe Fletman,Kai Scott,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Vincent Furlong,20
Cindy Bass,0,0,107,107,99,102,99,99,90,86,86,85,85,83,1,20
Michael Galganski,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Mia Roberts Perez,,,0,100,101,101,99,99,86,85,84,85,84,82,1,20
Ken Powell,,,,0,99,98,98,98,86,83,85,85,84,82,1,20
Lyris Younge,,,,,0,98,98,97,84,84,85,86,84,83,1,20
Tracy B Roman,,,,,,0,98,98,86,85,83,84,84,83,0,20
Abbe Fletman,,,,,,,0,98,85,85,85,86,85,83,1,20
Kai Scott,,,,,,,,0,84,82,84,84,83,82,0,20
Stephanie M Sawyer,,,,,,,,,0,87,86,85,86,84,1,20
Daine Grey Jr,,,,,,,,,,0,85,85,85,84,1,20
Michael Fanning,,,,,,,,,,,0,86,85,84,1,20
Scott Diclaudio,,,,,,,,,,,,0,85,84,1,20
Chris Mallios,,,,,,,,,,,,,0,84,1,20
Rainy Papademetriou,,,,,,,,,,,,,,0,0,20
Vincent Furlong,,,,,,,,,,,,,,,3,20
Total,122,0,111,109,103,103,102,101,91,88,88,87,86,84,4,20
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 8th District,,21
,Ken Powell,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Lyris Younge,Kai Scott,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,Cindy Bass,Michael Galganski,21
Ken Powell,1,60,60,62,62,58,42,42,41,41,41,41,0,60,0,21
Mia Roberts Perez,,2,59,59,59,56,40,40,40,40,39,39,1,58,0,21
Tracy B Roman,,,1,59,59,57,43,42,41,41,42,41,0,57,0,21
Abbe Fletman,,,,0,60,57,41,41,41,40,41,41,0,57,0,21
Lyris Younge,,,,,0,57,43,43,42,42,42,41,0,57,0,21
Kai Scott,,,,,,0,41,41,40,41,40,39,0,56,0,21
Stephanie M Sawyer,,,,,,,0,43,42,42,42,41,0,42,0,21
Michael Fanning,,,,,,,,0,42,42,42,41,0,41,0,21
Chris Mallios,,,,,,,,,0,41,41,41,0,40,0,21
Daine Grey Jr,,,,,,,,,,0,41,40,0,40,0,21
Rainy Papademetriou,,,,,,,,,,,0,41,0,40,0,21
Scott Diclaudio,,,,,,,,,,,,0,0,39,0,21
Vincent Furlong,,,,,,,,,,,,,1,1,1,21
Cindy Bass,,,,,,,,,,,,,,1,0,21
Michael Galganski,,,,,,,,,,,,,,,0,21
Total,69,67,66,63,63,60,44,43,42,42,42,42,3,67,1,21
