col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Judge Of The Commonwealth Court,,1
,Vincent Furlong,Ken Powell,Michael Fanning,Abbe Fletman,Kai Scott,Stephanie M Sawyer,Tracy B Roman,Lyris Younge,Mia Roberts Perez,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Michael Wojcik,Paul Lalley,1
Vincent Furlong,3,16,25,17,17,22,19,18,17,19,20,16,21,22,71,1
Ken Powell,,2,52,54,53,47,52,53,48,45,45,42,44,57,8,1
Michael Fanning,,,0,50,48,52,50,49,47,47,51,44,47,49,13,1
Abbe Fletman,,,,0,56,48,53,54,51,45,47,44,44,53,9,1
Kai Scott,,,,,1,46,50,51,49,44,45,42,42,50,10,1
Stephanie M Sawyer,,,,,,0,47,46,47,47,48,43,43,44,15,1
Tracy B Roman,,,,,,,1,52,50,43,45,42,46,49,8,1
Lyris Younge,,,,,,,,0,49,45,47,45,46,50,7,1
Mia Roberts Perez,,,,,,,,,1,41,45,43,41,46,11,1
Chris Mallios,,,,,,,,,,0,44,41,43,43,10,1
Daine Grey Jr,,,,,,,,,,,0,44,43,42,9,1
Rainy Papademetriou,,,,,,,,,,,,0,40,46,6,1
Scott Diclaudio,,,,,,,,,,,,,0,42,8,1
Michael Wojcik,,,,,,,,,,,,,,12,0,1
Paul Lalley,,,,,,,,,,,,,,,9,1
Total,98,69,64,62,61,59,59,58,58,55,52,52,52,91,88,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Judge Of The Commonwealth Court,,2
,Vincent Furlong,Ken Powell,Tracy B Roman,Michael Fanning,Abbe Fletman,Lyris Younge,Mia Roberts Perez,Chris Mallios,Kai Scott,Stephanie M Sawyer,Scott Diclaudio,Daine Grey Jr,Rainy Papademetriou,Michael Wojcik,Paul Lalley,2
Vincent Furlong,5,19,21,21,16,16,12,20,13,16,17,17,15,16,74,2
Ken Powell,,1,65,59,59,60,57,53,59,53,52,53,50,62,14,2
Tracy B Roman,,,0,57,62,62,59,53,59,55,53,53,50,57,16,2
Michael Fanning,,,,1,50,53,48,57,51,54,54,56,53,51,15,2
Abbe Fletman,,,,,0,56,54,50,55,50,47,49,47,50,13,2
Lyris Younge,,,,,,1,57,52,57,48,48,51,47,50,13,2
Mia Roberts Perez,,,,,,,0,47,53,47,45,49,45,53,10,2
Chris Mallios,,,,,,,,0,49,51,52,55,51,43,18,2
Kai Scott,,,,,,,,,0,45,46,48,45,51,10,2
Stephanie M Sawyer,,,,,,,,,,0,51,53,47,46,13,2
Scott Diclaudio,,,,,,,,,,,0,52,50,46,14,2
Daine Grey Jr,,,,,,,,,,,,0,51,45,14,2
Rainy Papademetriou,,,,,,,,,,,,,0,42,12,2
Michael Wojcik,,,,,,,,,,,,,,14,0,2
Paul Lalley,,,,,,,,,,,,,,,5,2
Total,96,78,76,69,65,65,64,61,61,61,60,59,55,91,90,2
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Judge Of The Commonwealth Court,,3
,Vincent Furlong,Ken Powell,Tracy B Roman,Abbe Fletman,Mia Roberts Perez,Kai Scott,Scott Diclaudio,Lyris Younge,Michael Fanning,Chris Mallios,Stephanie M Sawyer,Daine Grey Jr,Rainy Papademetriou,Paul Lalley,Michael Wojcik,3
Vincent Furlong,2,28,26,24,26,27,33,26,33,33,29,31,24,87,17,3
Ken Powell,,0,70,69,68,69,64,68,66,63,60,65,58,19,64,3
Tracy B Roman,,,0,74,71,73,63,70,60,60,62,63,60,22,56,3
Abbe Fletman,,,,0,71,75,62,71,63,61,62,64,59,19,59,3
Mia Roberts Perez,,,,,1,72,65,70,64,64,64,63,60,22,55,3
Kai Scott,,,,,,0,66,75,66,65,62,67,60,23,55,3
Scott Diclaudio,,,,,,,3,65,69,70,65,68,61,27,48,3
Lyris Younge,,,,,,,,2,63,63,61,65,58,22,52,3
Michael Fanning,,,,,,,,,0,67,64,67,62,26,50,3
Chris Mallios,,,,,,,,,,0,63,65,59,26,48,3
Stephanie M Sawyer,,,,,,,,,,,0,64,61,25,47,3
Daine Grey Jr,,,,,,,,,,,,0,62,24,48,3
Rainy Papademetriou,,,,,,,,,,,,,0,20,47,3
Paul Lalley,,,,,,,,,,,,,,7,0,3
Michael Wojcik,,,,,,,,,,,,,,,8,3
Total,108,87,83,82,82,81,80,79,78,77,75,74,70,104,87,3
,Judge Of The Commonwealth Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Michael Wojcik,Paul Lalley,Vincent Furlong,Tracy B Roman,Ken Powell,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Chris Mallios,Michael Fanning,Scott Diclaudio,Daine Grey Jr,Rainy Papademetriou,4
Michael Wojcik,10,0,21,68,64,62,60,58,56,48,49,48,49,44,42,4
