col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Allan Domb,Terry Tracy,Derek S Green,David Oh,Helen Gym,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,Ken Powell,Vincent Furlong,Tracy B Roman,Michael Fanning,Mia Roberts Perez,Kai Scott,Stephanie M Sawyer,Abbe Fletman,Scott Diclaudio,Lyris Younge,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,All
Al Taubenberger,28,806,798,220,692,121,669,131,156,75,29,27,28,3,333,816,315,375,260,269,309,257,310,244,284,268,230,All
Dennis M O Brien,,21,731,160,622,111,670,115,129,56,21,21,20,8,308,732,296,342,239,234,290,230,278,211,257,248,199,All
Daniel Tinney,,,18,165,694,102,606,119,99,57,33,19,14,3,270,742,265,295,219,215,263,203,263,192,242,227,188,All
Allan Domb,,,,27,107,636,122,636,607,545,26,19,13,1,685,183,673,616,646,641,593,631,577,609,572,564,531,All
Terry Tracy,,,,,14,85,569,98,45,30,39,19,16,3,210,673,215,234,185,189,212,172,211,161,198,188,167,All
Derek S Green,,,,,,9,69,601,608,575,26,24,12,4,680,129,669,595,642,640,573,618,559,606,553,554,528,All
David Oh,,,,,,,10,71,89,51,10,13,16,6,238,639,238,263,212,207,237,192,223,171,214,207,173,All
Helen Gym,,,,,,,,9,583,530,35,27,14,5,630,147,649,567,614,616,574,602,546,587,548,544,522,All
William K Greenlee,,,,,,,,,4,562,13,17,11,2,645,141,629,577,608,610,549,593,539,586,537,530,508,All
Blondell Reynolds Brown,,,,,,,,,,5,8,17,9,3,567,80,564,492,565,554,487,542,471,531,473,474,468,All
Andrew C Stober,,,,,,,,,,,0,28,25,13,43,33,38,43,39,40,36,38,37,36,37,33,35,All
