col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,1
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Blondell Reynolds Brown,Derek S Green,Allan Domb,William K Greenlee,Helen Gym,Terry Tracy,David Oh,Al Taubenberger,Dennis M O Brien,John Staggs,Andrew C Stober,Daniel Tinney,Kristin Combs,Sheila E Armstrong,1
Jim Kenney,12,0,0,0,0,75,72,66,66,62,3,2,1,1,1,0,0,0,0,1
Melissa Murray Bailey,,0,0,0,0,2,3,3,3,2,0,0,0,0,0,0,0,0,0,1
Boris Kindij,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Foster,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Osborne Hart,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blondell Reynolds Brown,,,,,,1,66,58,65,60,1,1,0,1,0,0,0,0,0,1
Derek S Green,,,,,,,1,62,63,61,1,1,1,1,0,0,0,0,0,1
Allan Domb,,,,,,,,2,59,60,1,0,1,1,0,0,0,0,0,1
William K Greenlee,,,,,,,,,1,60,0,0,0,1,1,0,0,0,0,1
Helen Gym,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,1
Terry Tracy,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1
David Oh,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Dennis M O Brien,,,,,,,,,,,,,,0,0,0,0,0,0,1
John Staggs,,,,,,,,,,,,,,,0,0,0,0,0,1
Andrew C Stober,,,,,,,,,,,,,,,,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,,,,,,,0,0,0,1
Kristin Combs,,,,,,,,,,,,,,,,,,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,0,1
Total,110,4,0,0,0,80,77,72,71,66,3,2,1,1,1,0,0,0,0,1
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,2
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Blondell Reynolds Brown,Derek S Green,Allan Domb,William K Greenlee,Helen Gym,David Oh,Terry Tracy,Daniel Tinney,Dennis M O Brien,Kristin Combs,Sheila E Armstrong,Andrew C Stober,Al Taubenberger,John Staggs,2
Jim Kenney,10,0,0,0,0,173,167,148,150,148,15,5,3,3,3,2,2,0,0,2
Melissa Murray Bailey,,0,0,0,0,4,2,4,1,1,5,3,2,3,0,1,1,2,0,2
James Foster,,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2
Boris Kindij,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Osborne Hart,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Blondell Reynolds Brown,,,,,,1,159,146,149,144,18,5,2,3,2,2,1,0,0,2
Derek S Green,,,,,,,0,144,143,141,14,4,2,3,1,1,1,0,0,2
Allan Domb,,,,,,,,1,139,134,9,2,1,2,1,0,1,0,0,2
William K Greenlee,,,,,,,,,0,134,5,1,3,0,1,0,0,0,0,2
Helen Gym,,,,,,,,,,0,9,3,2,1,1,1,1,0,0,2
David Oh,,,,,,,,,,,0,6,4,7,2,3,1,2,0,2
Terry Tracy,,,,,,,,,,,,0,4,3,0,1,0,2,0,2
Daniel Tinney,,,,,,,,,,,,,0,4,1,1,0,2,0,2
Dennis M O Brien,,,,,,,,,,,,,,0,1,1,0,2,0,2
Kristin Combs,,,,,,,,,,,,,,,0,3,1,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,,,0,1,0,0,2
Andrew C Stober,,,,,,,,,,,,,,,,,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,,,,0,0,2
John Staggs,,,,,,,,,,,,,,,,,,,0,2
Total,207,8,1,0,0,183,173,155,152,151,24,8,7,7,4,4,3,2,0,2
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,3
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Blondell Reynolds Brown,Allan Domb,Derek S Green,Helen Gym,William K Greenlee,David Oh,Andrew C Stober,Terry Tracy,Dennis M O Brien,Sheila E Armstrong,Al Taubenberger,Daniel Tinney,John Staggs,Kristin Combs,3
Jim Kenney,3,0,0,0,0,78,77,75,73,74,4,2,2,1,1,1,0,0,0,3
Melissa Murray Bailey,,0,0,0,0,4,2,4,3,3,0,1,0,0,1,0,0,0,0,3
James Foster,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Boris Kindij,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Osborne Hart,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Blondell Reynolds Brown,,,,,,2,75,73,74,74,4,1,1,0,2,1,0,0,0,3
Allan Domb,,,,,,,1,72,73,72,2,1,1,1,0,0,0,0,0,3
Derek S Green,,,,,,,,1,73,72,2,1,1,1,2,0,0,0,0,3
Helen Gym,,,,,,,,,0,69,2,1,1,1,0,0,0,0,0,3
William K Greenlee,,,,,,,,,,0,4,1,1,1,2,1,0,0,0,3
David Oh,,,,,,,,,,,0,0,1,0,1,1,0,0,0,3
Andrew C Stober,,,,,,,,,,,,0,0,0,1,0,0,0,0,3
Terry Tracy,,,,,,,,,,,,,1,0,0,1,0,0,0,3
Dennis M O Brien,,,,,,,,,,,,,,1,0,0,0,0,0,3
Sheila E Armstrong,,,,,,,,,,,,,,,0,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,,,0,0,0,0,3
Daniel Tinney,,,,,,,,,,,,,,,,,0,0,0,3
John Staggs,,,,,,,,,,,,,,,,,,0,0,3
Kristin Combs,,,,,,,,,,,,,,,,,,,0,3
Total,95,4,1,0,0,86,82,82,80,79,5,3,3,2,2,1,0,0,0,3
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,4
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Derek S Green,Blondell Reynolds Brown,Allan Domb,William K Greenlee,Helen Gym,David Oh,Terry Tracy,Dennis M O Brien,Andrew C Stober,Kristin Combs,Sheila E Armstrong,Al Taubenberger,Daniel Tinney,John Staggs,4
Jim Kenney,10,0,0,0,0,145,146,132,130,128,17,4,7,2,1,3,2,1,0,4
Melissa Murray Bailey,,1,0,0,0,4,1,3,2,3,4,5,2,3,3,0,2,3,0,4
James Foster,,,0,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0,0,4
Osborne Hart,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,4
Boris Kindij,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Derek S Green,,,,,,0,134,129,127,126,19,5,5,1,2,3,2,2,0,4
Blondell Reynolds Brown,,,,,,,1,124,124,122,13,3,2,2,1,2,1,1,1,4
Allan Domb,,,,,,,,1,123,124,9,3,1,1,1,2,0,2,0,4
William K Greenlee,,,,,,,,,1,118,13,4,5,1,2,2,2,0,0,4
Helen Gym,,,,,,,,,,0,9,1,2,2,0,2,0,1,0,4
David Oh,,,,,,,,,,,0,4,5,1,1,0,3,1,0,4
Terry Tracy,,,,,,,,,,,,0,3,3,4,1,2,3,0,4
Dennis M O Brien,,,,,,,,,,,,,0,1,1,2,2,1,0,4
Andrew C Stober,,,,,,,,,,,,,,0,4,2,1,2,1,4
Kristin Combs,,,,,,,,,,,,,,,0,3,1,1,1,4
Sheila E Armstrong,,,,,,,,,,,,,,,,0,0,0,1,4
Al Taubenberger,,,,,,,,,,,,,,,,,0,2,0,4
Daniel Tinney,,,,,,,,,,,,,,,,,,0,0,4
John Staggs,,,,,,,,,,,,,,,,,,,0,4
Total,180,10,2,1,0,155,153,138,138,133,23,10,9,6,6,5,4,4,1,4
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,5
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Helen Gym,Allan Domb,David Oh,Dennis M O Brien,Sheila E Armstrong,Daniel Tinney,Terry Tracy,Al Taubenberger,Kristin Combs,Andrew C Stober,John Staggs,5
Jim Kenney,14,0,0,0,0,144,138,134,130,127,8,4,4,0,1,1,1,0,0,5
Melissa Murray Bailey,,1,0,0,0,3,4,2,3,2,2,1,0,1,1,0,0,0,0,5
