col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court,,,,,,,District Council 3rd District,All
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Jannie L Blackwell,All
Kevin M Dougherty,10,227,226,3,2,2,0,323,All
David Wecht,,2,228,1,1,0,1,225,All
Christine Donohue,,,2,0,1,0,2,226,All
Anne Covey,,,,1,10,10,0,3,All
Judy Olson,,,,,0,8,0,3,All
Mike George,,,,,,0,0,1,All
Paul P Panepinto,,,,,,,0,1,All
Jannie L Blackwell,,,,,,,,4,All
Total,351,247,245,14,11,11,2,349,All
,District Council 3rd District,Justice Of The Supreme Court,,,,,,,4
,Jannie L Blackwell,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Paul P Panepinto,Anne Covey,Judy Olson,4
Jannie L Blackwell,1,114,103,101,1,1,1,1,4
Kevin M Dougherty,,5,96,97,1,0,0,0,4
David Wecht,,,1,99,0,1,0,0,4
Christine Donohue,,,,0,0,2,0,0,4
Mike George,,,,,0,0,1,1,4
Paul P Panepinto,,,,,,0,0,0,4
Anne Covey,,,,,,,0,1,4
Judy Olson,,,,,,,,0,4
Total,126,121,106,103,2,2,1,1,4
,Justice Of The Supreme Court,,,,,,,District Council 3rd District,14
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Jannie L Blackwell,14
Kevin M Dougherty,1,72,72,1,1,1,0,86,14
Christine Donohue,,2,70,0,1,0,0,74,14
David Wecht,,,0,1,1,0,0,68,14
Anne Covey,,,,1,1,1,0,0,14
Judy Olson,,,,,0,0,0,1,14
Mike George,,,,,,0,0,0,14
Paul P Panepinto,,,,,,,0,0,14
Jannie L Blackwell,,,,,,,,1,14
Total,93,79,74,3,2,1,0,92,14
,Justice Of The Supreme Court,,,,,,,District Council 3rd District,28
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Jannie L Blackwell,28
Kevin M Dougherty,4,59,57,2,1,0,0,123,28
David Wecht,,1,59,0,0,0,0,54,28
Christine Donohue,,,0,0,0,0,0,51,28
Anne Covey,,,,0,8,8,0,2,28
Judy Olson,,,,,0,7,0,1,28
Mike George,,,,,,0,0,0,28
Paul P Panepinto,,,,,,,0,0,28
Jannie L Blackwell,,,,,,,,2,28
Total,137,67,63,10,8,8,0,131,28
