col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,,,Register Of Wills,,1
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Ronald R Donatucci,Ross Feinberg,1
Jim Kenney,23,0,0,0,0,52,8,1
Melissa Murray Bailey,,1,0,0,0,4,34,1
Boris Kindij,,,0,0,0,0,0,1
James Foster,,,,0,0,0,0,1
Osborne Hart,,,,,0,0,0,1
Ronald R Donatucci,,,,,,1,0,1
Ross Feinberg,,,,,,,1,1
Total,83,39,0,0,0,57,43,1
,Mayor,,,,,Register Of Wills,,2
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Ronald R Donatucci,Ross Feinberg,2
Jim Kenney,20,0,0,0,0,37,12,2
Melissa Murray Bailey,,5,0,0,0,8,28,2
James Foster,,,1,0,0,0,0,2
Boris Kindij,,,,0,0,0,0,2
Osborne Hart,,,,,0,0,0,2
Ronald R Donatucci,,,,,,1,0,2
Ross Feinberg,,,,,,,1,2
Total,69,41,1,0,0,46,41,2
,Mayor,,,,,Register Of Wills,,3
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Ronald R Donatucci,Ross Feinberg,3
Jim Kenney,26,0,0,0,0,49,15,3
Melissa Murray Bailey,,7,0,0,0,10,22,3
James Foster,,,0,0,0,0,1,3
Boris Kindij,,,,0,0,0,0,3
Osborne Hart,,,,,0,0,0,3
Ronald R Donatucci,,,,,,1,0,3
Ross Feinberg,,,,,,,2,3
Total,90,39,1,0,0,60,40,3
,Mayor,,,,,Register Of Wills,,4
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Ronald R Donatucci,Ross Feinberg,4
Jim Kenney,16,0,0,0,0,45,12,4
Melissa Murray Bailey,,8,0,0,0,14,32,4
James Foster,,,1,0,0,0,0,4
Boris Kindij,,,,0,0,0,0,4
Osborne Hart,,,,,0,0,0,4
Ronald R Donatucci,,,,,,3,0,4
Ross Feinberg,,,,,,,0,4
Total,73,54,1,0,0,62,44,4
,Mayor,,,,,Register Of Wills,,5
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Ronald R Donatucci,Ross Feinberg,5
Jim Kenney,21,0,0,0,0,67,10,5
Melissa Murray Bailey,,2,0,0,0,6,16,5
Boris Kindij,,,0,0,0,0,0,5
James Foster,,,,0,0,0,0,5
Osborne Hart,,,,,0,0,0,5
Ronald R Donatucci,,,,,,2,0,5
Ross Feinberg,,,,,,,2,5
Total,98,24,0,0,0,75,28,5
,Mayor,,,,,Register Of Wills,,6
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Ronald R Donatucci,Ross Feinberg,6
Jim Kenney,43,0,0,0,0,81,8,6
Melissa Murray Bailey,,5,0,0,0,8,43,6
James Foster,,,0,0,0,0,1,6
Boris Kindij,,,,0,0,0,0,6
Osborne Hart,,,,,0,0,0,6
Ronald R Donatucci,,,,,,3,0,6
Ross Feinberg,,,,,,,0,6
Total,132,56,1,0,0,92,52,6
,Mayor,,,,,Register Of Wills,,7
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Ross Feinberg,Ronald R Donatucci,7
Jim Kenney,34,0,0,0,0,14,47,7
Melissa Murray Bailey,,9,0,0,0,40,3,7
Osborne Hart,,,0,0,0,0,1,7
Boris Kindij,,,,0,0,0,0,7
James Foster,,,,,0,0,0,7
Ross Feinberg,,,,,,0,0,7
Ronald R Donatucci,,,,,,,1,7
Total,95,52,1,0,0,54,52,7
,Mayor,,,,,Register Of Wills,,8
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Ronald R Donatucci,Ross Feinberg,8
Jim Kenney,43,0,0,0,0,92,16,8
Melissa Murray Bailey,,13,0,0,0,7,44,8
Boris Kindij,,,1,0,0,0,0,8
James Foster,,,,0,0,0,1,8
Osborne Hart,,,,,0,0,0,8
Ronald R Donatucci,,,,,,1,0,8
Ross Feinberg,,,,,,,0,8
Total,151,64,1,1,0,100,61,8
,Mayor,,,,,Register Of Wills,,9
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Ross Feinberg,Ronald R Donatucci,9
Jim Kenney,32,0,0,0,0,25,64,9
Melissa Murray Bailey,,19,0,0,0,48,5,9
James Foster,,,0,0,0,1,0,9
Osborne Hart,,,,0,0,0,1,9
Boris Kindij,,,,,0,0,0,9
Ross Feinberg,,,,,,3,0,9
Ronald R Donatucci,,,,,,,1,9
Total,121,72,1,1,0,77,71,9
,Mayor,,,,,Register Of Wills,,10
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Ronald R Donatucci,Ross Feinberg,10
Jim Kenney,34,0,0,0,0,66,12,10
Melissa Murray Bailey,,6,0,0,0,15,44,10
James Foster,,,0,0,0,1,0,10
Boris Kindij,,,,0,0,0,0,10
Osborne Hart,,,,,0,0,0,10
Ronald R Donatucci,,,,,,3,0,10
Ross Feinberg,,,,,,,4,10
Total,112,65,1,0,0,85,60,10
,Mayor,,,,,Register Of Wills,,11
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Ronald R Donatucci,Ross Feinberg,11
Jim Kenney,35,0,0,0,0,59,19,11
Melissa Murray Bailey,,11,0,0,0,9,46,11
James Foster,,,0,0,0,1,0,11
Boris Kindij,,,,0,0,0,0,11
Osborne Hart,,,,,0,0,0,11
Ronald R Donatucci,,,,,,1,0,11
Ross Feinberg,,,,,,,1,11
Total,113,66,1,0,0,70,66,11
,Mayor,,,,,Register Of Wills,,12
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Ronald R Donatucci,Ross Feinberg,12
Jim Kenney,20,0,0,0,0,76,7,12
Melissa Murray Bailey,,10,0,0,0,4,22,12
Boris Kindij,,,0,0,0,0,0,12
James Foster,,,,0,0,0,0,12
Osborne Hart,,,,,0,0,0,12
Ronald R Donatucci,,,,,,1,0,12
Ross Feinberg,,,,,,,2,12
Total,103,36,0,0,0,81,31,12
,Mayor,,,,,Register Of Wills,,13
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Ronald R Donatucci,Ross Feinberg,13
Jim Kenney,17,0,0,0,0,51,6,13
Melissa Murray Bailey,,4,0,0,0,3,32,13
Boris Kindij,,,0,0,0,0,0,13
James Foster,,,,0,0,0,0,13
Osborne Hart,,,,,0,0,0,13
Ronald R Donatucci,,,,,,3,0,13
Ross Feinberg,,,,,,,0,13
Total,74,39,0,0,0,57,38,13
,Mayor,,,,,Register Of Wills,,14
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Ronald R Donatucci,Ross Feinberg,14
Jim Kenney,32,0,0,0,0,71,12,14
Melissa Murray Bailey,,10,0,0,0,9,36,14
Boris Kindij,,,0,0,0,0,0,14
James Foster,,,,0,0,0,0,14
Osborne Hart,,,,,0,0,0,14
Ronald R Donatucci,,,,,,6,0,14
Ross Feinberg,,,,,,,0,14
Total,115,55,0,0,0,86,48,14
,Mayor,,,,,Register Of Wills,,15
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Ronald R Donatucci,Ross Feinberg,15
Jim Kenney,28,0,0,0,0,65,15,15
Melissa Murray Bailey,,8,0,0,0,11,36,15
James Foster,,,0,0,0,1,1,15
Boris Kindij,,,,0,0,0,1,15
Osborne Hart,,,,,0,0,0,15
Ronald R Donatucci,,,,,,1,0,15
Ross Feinberg,,,,,,,2,15
Total,108,55,2,1,0,78,55,15
,Mayor,,,,,Register Of Wills,,16
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Ronald R Donatucci,Ross Feinberg,16
Jim Kenney,27,0,0,0,0,36,11,16
Melissa Murray Bailey,,4,0,0,0,9,30,16
James Foster,,,1,0,0,0,2,16
Boris Kindij,,,,0,0,0,0,16
Osborne Hart,,,,,0,0,0,16
Ronald R Donatucci,,,,,,1,0,16
Ross Feinberg,,,,,,,1,16
Total,74,43,3,0,0,46,44,16
,Mayor,,,,,Register Of Wills,,17
,Melissa Murray Bailey,Jim Kenney,Boris Kindij,James Foster,Osborne Hart,Ross Feinberg,Ronald R Donatucci,17
Melissa Murray Bailey,33,0,0,0,0,57,7,17
Jim Kenney,,25,0,0,0,12,32,17
Boris Kindij,,,0,0,0,0,0,17
James Foster,,,,0,0,0,0,17
Osborne Hart,,,,,0,0,0,17
Ross Feinberg,,,,,,7,0,17
