col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Anthony Clark,Lisa M Deeley,Al Schmidt,1
Kevin M Dougherty,8,74,72,0,0,1,0,75,62,1,1
David Wecht,,2,72,0,1,0,0,63,57,2,1
Christine Donohue,,,1,0,1,0,0,62,57,2,1
Judy Olson,,,,0,0,0,0,0,0,1,1
Mike George,,,,,0,0,0,0,1,1,1
Paul P Panepinto,,,,,,0,0,1,0,0,1
Anne Covey,,,,,,,0,0,0,0,1
Anthony Clark,,,,,,,,0,62,1,1
Lisa M Deeley,,,,,,,,,0,1,1
Al Schmidt,,,,,,,,,,0,1
Total,102,83,79,1,1,1,0,84,68,3,1
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,2
Kevin M Dougherty,8,101,99,1,0,0,0,110,95,0,2
Christine Donohue,,0,100,1,0,0,0,97,99,0,2
David Wecht,,,3,0,0,0,0,96,92,0,2
Judy Olson,,,,0,0,0,0,1,1,0,2
Anne Covey,,,,,0,0,0,0,0,0,2
Mike George,,,,,,0,0,0,0,0,2
Paul P Panepinto,,,,,,,0,0,0,0,2
Anthony Clark,,,,,,,,1,96,0,2
Lisa M Deeley,,,,,,,,,1,0,2
Al Schmidt,,,,,,,,,,0,2
Total,126,108,107,1,0,0,0,116,104,0,2
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,3
Kevin M Dougherty,16,55,55,1,0,0,0,60,49,0,3
Christine Donohue,,0,54,0,0,0,0,47,47,0,3
David Wecht,,,0,0,0,0,0,47,47,0,3
Mike George,,,,0,0,0,0,1,0,1,3
Anne Covey,,,,,0,0,0,0,0,0,3
Judy Olson,,,,,,0,0,0,0,0,3
Paul P Panepinto,,,,,,,0,0,0,0,3
Anthony Clark,,,,,,,,0,46,0,3
Lisa M Deeley,,,,,,,,,0,0,3
Al Schmidt,,,,,,,,,,0,3
Total,86,57,56,2,0,0,0,62,50,1,3
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,4
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,4
Kevin M Dougherty,6,82,80,0,0,0,0,91,76,0,4
David Wecht,,0,80,0,0,0,0,80,71,0,4
Christine Donohue,,,0,0,0,0,0,77,72,0,4
Anne Covey,,,,0,0,0,0,0,0,0,4
Judy Olson,,,,,0,0,0,0,0,0,4
Mike George,,,,,,0,0,0,0,0,4
Paul P Panepinto,,,,,,,0,0,0,0,4
Anthony Clark,,,,,,,,1,74,0,4
Lisa M Deeley,,,,,,,,,0,0,4
Al Schmidt,,,,,,,,,,0,4
Total,102,83,81,0,0,0,0,93,77,0,4
,City Commissioners,,,Justice Of The Supreme Court,,,,,,,5
,Anthony Clark,Lisa M Deeley,Al Schmidt,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,5
Anthony Clark,1,78,1,86,78,77,1,1,0,0,5
Lisa M Deeley,,0,1,77,73,75,1,1,1,0,5
Al Schmidt,,,0,0,1,0,3,3,2,0,5
Kevin M Dougherty,,,,6,76,76,0,0,0,0,5
David Wecht,,,,,3,78,1,1,0,0,5
Christine Donohue,,,,,,1,0,0,0,0,5
Anne Covey,,,,,,,1,3,2,0,5
Judy Olson,,,,,,,,0,2,0,5
Mike George,,,,,,,,,1,0,5
Paul P Panepinto,,,,,,,,,,0,5
Total,97,83,3,97,86,85,4,3,3,0,5
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,6
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,6
Kevin M Dougherty,8,119,116,2,0,0,0,129,113,3,6
David Wecht,,6,120,1,0,0,1,118,117,4,6
Christine Donohue,,,2,0,0,0,1,115,111,5,6
Judy Olson,,,,0,1,1,0,3,1,0,6
Mike George,,,,,1,1,0,1,0,0,6
Anne Covey,,,,,,0,0,1,0,0,6
Paul P Panepinto,,,,,,,0,0,0,1,6
Anthony Clark,,,,,,,,1,112,0,6
Lisa M Deeley,,,,,,,,,1,3,6
Al Schmidt,,,,,,,,,,0,6
Total,152,141,133,4,2,1,1,149,126,5,6
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,7
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,7
Kevin M Dougherty,8,105,104,2,0,1,0,115,107,2,7
Christine Donohue,,2,106,3,1,0,2,102,101,3,7
David Wecht,,,0,0,0,1,2,100,99,4,7
Judy Olson,,,,0,3,2,0,2,3,2,7
Anne Covey,,,,,0,2,0,1,1,2,7
Mike George,,,,,,0,0,1,0,3,7
Paul P Panepinto,,,,,,,1,0,0,2,7
Anthony Clark,,,,,,,,4,100,2,7
Lisa M Deeley,,,,,,,,,0,0,7
Al Schmidt,,,,,,,,,,0,7
Total,133,115,110,5,3,3,3,123,111,6,7
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,8
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,8
Kevin M Dougherty,2,54,52,1,1,0,0,58,50,2,8
David Wecht,,2,52,0,0,0,0,49,48,0,8
Christine Donohue,,,1,0,0,0,0,50,49,0,8
Judy Olson,,,,0,2,1,0,0,1,2,8
Mike George,,,,,0,1,0,0,1,2,8
Anne Covey,,,,,,0,0,0,1,1,8
Paul P Panepinto,,,,,,,1,0,0,0,8
Anthony Clark,,,,,,,,0,50,0,8
Lisa M Deeley,,,,,,,,,0,1,8
Al Schmidt,,,,,,,,,,0,8
Total,67,56,55,2,2,1,1,60,52,3,8
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,9
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,9
Kevin M Dougherty,5,78,79,1,1,0,0,90,73,0,9
Christine Donohue,,2,79,2,0,1,1,76,68,1,9
David Wecht,,,2,1,0,0,1,74,66,0,9
Judy Olson,,,,0,2,1,0,1,1,2,9
Anne Covey,,,,,0,1,0,0,1,1,9
Mike George,,,,,,0,0,0,0,1,9
Paul P Panepinto,,,,,,,0,2,0,1,9
Anthony Clark,,,,,,,,0,69,2,9
Lisa M Deeley,,,,,,,,,0,0,9
Al Schmidt,,,,,,,,,,1,9
Total,107,91,86,4,2,2,2,100,77,4,9
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,10
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,10
Kevin M Dougherty,6,71,68,1,0,0,0,73,66,1,10
David Wecht,,0,68,1,0,0,0,70,66,1,10
Christine Donohue,,,0,1,0,1,0,68,65,0,10
Mike George,,,,0,0,1,0,2,1,1,10
Anne Covey,,,,,0,0,0,0,0,1,10
Judy Olson,,,,,,0,0,1,1,0,10
Paul P Panepinto,,,,,,,0,0,0,0,10
Anthony Clark,,,,,,,,0,67,1,10
Lisa M Deeley,,,,,,,,,1,0,10
Al Schmidt,,,,,,,,,,0,10
Total,84,75,71,2,1,1,0,78,70,2,10
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,11
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,11
Kevin M Dougherty,4,120,117,1,0,0,0,125,115,0,11
Christine Donohue,,0,118,1,0,1,0,115,111,1,11
David Wecht,,,2,0,0,1,0,113,108,1,11
Anne Covey,,,,0,0,0,0,1,0,0,11
Judy Olson,,,,,1,0,0,0,0,0,11
Mike George,,,,,,0,0,0,0,1,11
Paul P Panepinto,,,,,,,1,0,0,0,11
Anthony Clark,,,,,,,,2,107,0,11
Lisa M Deeley,,,,,,,,,1,0,11
Al Schmidt,,,,,,,,,,0,11
Total,140,125,123,1,1,1,1,132,117,1,11
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,12
,Kevin M Dougherty,David Wecht,Christine Donohue,Paul P Panepinto,Anne Covey,Judy Olson,Mike George,Anthony Clark,Lisa M Deeley,Al Schmidt,12
Kevin M Dougherty,3,86,85,0,0,0,0,86,82,0,12
David Wecht,,1,85,0,0,0,0,84,81,0,12
Christine Donohue,,,1,1,0,0,0,81,82,0,12
Paul P Panepinto,,,,0,0,0,0,0,0,0,12
Anne Covey,,,,,0,0,0,0,0,0,12
Judy Olson,,,,,,0,0,0,0,0,12
Mike George,,,,,,,0,0,0,0,12
Anthony Clark,,,,,,,,0,80,0,12
Lisa M Deeley,,,,,,,,,0,0,12
Al Schmidt,,,,,,,,,,0,12
Total,94,90,89,1,0,0,0,90,83,0,12
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,13
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,13
Kevin M Dougherty,8,78,80,1,0,0,0,93,78,3,13
David Wecht,,3,80,1,1,0,0,80,77,2,13
Christine Donohue,,,1,1,0,0,0,81,77,2,13
Mike George,,,,0,2,3,0,3,2,3,13
Anne Covey,,,,,0,2,0,0,0,2,13
Judy Olson,,,,,,0,0,1,1,2,13
Paul P Panepinto,,,,,,,0,0,0,0,13
Anthony Clark,,,,,,,,0,78,2,13
Lisa M Deeley,,,,,,,,,0,1,13
Al Schmidt,,,,,,,,,,0,13
Total,108,89,85,6,3,3,0,99,85,6,13
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,14
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Paul P Panepinto,Anne Covey,Judy Olson,Anthony Clark,Lisa M Deeley,Al Schmidt,14
Kevin M Dougherty,8,87,85,1,0,0,0,97,81,1,14
David Wecht,,2,85,2,1,0,0,79,73,2,14
Christine Donohue,,,1,1,1,0,0,81,75,1,14
Mike George,,,,0,0,0,0,1,1,2,14
Paul P Panepinto,,,,,0,0,0,0,1,1,14
Anne Covey,,,,,,0,0,0,0,0,14
Judy Olson,,,,,,,0,0,0,0,14
Anthony Clark,,,,,,,,2,78,0,14
Lisa M Deeley,,,,,,,,,0,2,14
Al Schmidt,,,,,,,,,,0,14
Total,119,94,93,3,1,0,0,108,86,3,14
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,15
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Mike George,Paul P Panepinto,Judy Olson,Anthony Clark,Lisa M Deeley,Al Schmidt,15
Kevin M Dougherty,7,102,100,1,1,1,0,107,94,5,15
Christine Donohue,,0,98,0,0,0,0,96,87,3,15
David Wecht,,,1,0,0,0,0,95,85,4,15
Anne Covey,,,,0,1,0,0,1,0,1,15
Mike George,,,,,0,0,0,1,0,1,15
Paul P Panepinto,,,,,,0,0,0,1,0,15
Judy Olson,,,,,,,0,0,0,0,15
Anthony Clark,,,,,,,,2,88,3,15
Lisa M Deeley,,,,,,,,,0,0,15
Al Schmidt,,,,,,,,,,0,15
Total,130,106,103,1,1,1,0,111,98,5,15
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,16
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Lisa M Deeley,Anthony Clark,Al Schmidt,16
Kevin M Dougherty,9,81,81,3,1,0,0,77,77,2,16
David Wecht,,1,81,2,0,0,0,78,78,1,16
Christine Donohue,,,0,2,0,0,0,79,77,0,16
Judy Olson,,,,0,1,0,0,2,1,3,16
Anne Covey,,,,,0,0,0,1,0,1,16
Mike George,,,,,,0,0,0,0,0,16
Paul P Panepinto,,,,,,,0,0,0,0,16
Lisa M Deeley,,,,,,,,0,76,1,16
Anthony Clark,,,,,,,,,0,0,16
Al Schmidt,,,,,,,,,,0,16
Total,95,86,84,5,1,0,0,82,81,3,16
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,17
,Kevin M Dougherty,Christine Donohue,David Wecht,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,17
Kevin M Dougherty,3,96,94,0,0,0,0,95,90,1,17
Christine Donohue,,0,95,1,0,0,0,95,90,0,17
David Wecht,,,0,1,0,0,0,92,90,0,17
Mike George,,,,0,2,2,0,1,1,2,17
Anne Covey,,,,,0,2,0,0,0,2,17
Judy Olson,,,,,,0,0,0,0,2,17
Paul P Panepinto,,,,,,,0,0,0,0,17
Anthony Clark,,,,,,,,0,91,1,17
Lisa M Deeley,,,,,,,,,0,0,17
Al Schmidt,,,,,,,,,,0,17
Total,101,98,95,3,2,2,0,97,91,3,17
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,18
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,18
Kevin M Dougherty,9,70,66,0,0,0,0,79,60,0,18
Christine Donohue,,0,66,0,0,0,0,70,59,1,18
