col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 2nd District,Council At Large,,,,,,,,,,,,,,1
,Kenyatta Johnson,Allan Domb,Helen Gym,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Andrew C Stober,David Oh,Al Taubenberger,Terry Tracy,Dennis M O Brien,Kristin Combs,Daniel Tinney,Sheila E Armstrong,John Staggs,1
Kenyatta Johnson,7,175,173,171,160,154,34,37,16,18,18,22,7,8,2,1
Allan Domb,,0,164,140,151,147,35,27,21,18,13,12,8,5,1,1
Helen Gym,,,0,143,152,147,46,21,11,18,6,25,2,8,2,1
Blondell Reynolds Brown,,,,1,141,142,17,18,6,4,6,12,1,0,1,1
Derek S Green,,,,,0,141,27,12,7,12,3,12,2,3,0,1
William K Greenlee,,,,,,0,16,19,8,1,10,14,2,4,2,1
Andrew C Stober,,,,,,,1,6,7,17,2,21,1,8,1,1
David Oh,,,,,,,,0,20,16,25,3,14,2,0,1
Al Taubenberger,,,,,,,,,0,17,20,4,18,6,1,1
Terry Tracy,,,,,,,,,,0,16,3,16,3,0,1
Dennis M O Brien,,,,,,,,,,,1,1,16,4,0,1
Kristin Combs,,,,,,,,,,,,0,1,8,3,1
Daniel Tinney,,,,,,,,,,,,,1,1,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,1,1
John Staggs,,,,,,,,,,,,,,,0,1
Total,252,213,206,188,180,175,61,54,39,39,34,31,23,14,3,1
,District Council 2nd District,Council At Large,,,,,,,,,,,,,,2
,Kenyatta Johnson,Derek S Green,Blondell Reynolds Brown,Helen Gym,Allan Domb,William K Greenlee,Andrew C Stober,David Oh,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,2
Kenyatta Johnson,9,100,93,90,88,84,22,12,12,10,4,4,8,7,1,2
Derek S Green,,0,80,79,83,80,10,7,5,6,0,2,2,2,0,2
Blondell Reynolds Brown,,,0,82,80,77,11,8,6,6,1,2,5,4,0,2
Helen Gym,,,,1,79,84,13,4,9,5,4,2,8,5,1,2
Allan Domb,,,,,0,79,14,10,4,6,3,2,3,2,1,2
William K Greenlee,,,,,,0,9,5,2,4,4,1,5,5,0,2
Andrew C Stober,,,,,,,0,5,5,4,5,0,4,2,2,2
David Oh,,,,,,,,3,7,8,10,8,2,3,1,2
Terry Tracy,,,,,,,,,3,9,7,9,0,1,0,2
Dennis M O Brien,,,,,,,,,,0,10,10,0,1,1,2
