col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Commonwealth Court,,Council At Large,,,,,,,,,,,,,,1
,Michael Wojcik,Paul Lalley,Blondell Reynolds Brown,Derek S Green,Helen Gym,Allan Domb,William K Greenlee,Daniel Tinney,David Oh,Kristin Combs,Andrew C Stober,Terry Tracy,Al Taubenberger,Sheila E Armstrong,Dennis M O Brien,John Staggs,1
Michael Wojcik,4,0,80,82,80,75,70,4,9,10,9,4,4,4,3,1,1
Paul Lalley,,0,0,2,1,1,1,0,1,0,0,2,0,0,0,0,1
Blondell Reynolds Brown,,,5,72,66,63,65,4,3,4,6,2,1,1,1,0,1
Derek S Green,,,,3,67,66,67,2,6,3,4,4,1,2,1,0,1
Helen Gym,,,,,0,66,65,1,3,8,8,2,3,3,1,0,1
Allan Domb,,,,,,0,60,1,5,4,2,1,2,1,1,0,1
William K Greenlee,,,,,,,0,3,3,6,4,2,0,3,1,0,1
Daniel Tinney,,,,,,,,5,1,0,0,1,1,0,1,0,1
David Oh,,,,,,,,,0,1,0,2,2,0,3,0,1
Kristin Combs,,,,,,,,,,0,4,1,0,3,0,1,1
Andrew C Stober,,,,,,,,,,,0,1,1,1,0,1,1
Terry Tracy,,,,,,,,,,,,0,1,1,1,1,1
Al Taubenberger,,,,,,,,,,,,,0,0,2,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,0,1,1
Dennis M O Brien,,,,,,,,,,,,,,,0,0,1
John Staggs,,,,,,,,,,,,,,,,0,1
Total,117,2,93,93,83,78,73,11,11,10,9,6,4,4,3,1,1
,Council At Large,,,,,,,,,,,,,,Judge Of The Commonwealth Court,,2
,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Al Taubenberger,David Oh,Terry Tracy,Andrew C Stober,Kristin Combs,Daniel Tinney,Dennis M O Brien,Sheila E Armstrong,John Staggs,Michael Wojcik,Paul Lalley,2
Helen Gym,1,77,73,72,68,7,5,5,6,6,0,0,3,2,77,1,2
Allan Domb,,1,72,72,64,9,6,5,5,1,2,2,1,1,75,1,2
Derek S Green,,,0,72,69,2,3,2,2,4,2,0,2,1,71,1,2
William K Greenlee,,,,0,69,2,4,1,1,2,2,0,1,0,69,2,2
Blondell Reynolds Brown,,,,,3,1,4,1,1,3,2,0,0,1,67,2,2
Al Taubenberger,,,,,,0,8,7,4,1,4,5,1,0,7,5,2
David Oh,,,,,,,0,4,2,3,5,5,1,0,5,6,2
Terry Tracy,,,,,,,,0,5,0,3,4,0,0,5,3,2
Andrew C Stober,,,,,,,,,0,1,0,0,1,0,8,0,2
Kristin Combs,,,,,,,,,,0,0,0,2,1,6,0,2
Daniel Tinney,,,,,,,,,,,0,4,0,0,1,5,2
Dennis M O Brien,,,,,,,,,,,,0,0,0,1,4,2
Sheila E Armstrong,,,,,,,,,,,,,0,0,4,0,2
John Staggs,,,,,,,,,,,,,,0,1,0,2
Michael Wojcik,,,,,,,,,,,,,,,1,0,2
Paul Lalley,,,,,,,,,,,,,,,,0,2
Total,89,87,79,78,77,15,13,10,9,7,6,5,4,2,89,6,2
,Judge Of The Commonwealth Court,,Council At Large,,,,,,,,,,,,,,3
,Michael Wojcik,Paul Lalley,Blondell Reynolds Brown,Derek S Green,Allan Domb,Helen Gym,William K Greenlee,David Oh,Andrew C Stober,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,3
Michael Wojcik,0,0,75,76,76,73,69,10,9,6,3,2,1,3,0,1,3
Paul Lalley,,0,1,0,1,2,1,4,2,2,3,2,2,1,1,0,3
Blondell Reynolds Brown,,,2,66,63,66,64,6,6,4,2,1,0,2,1,0,3
Derek S Green,,,,2,67,67,69,7,4,2,1,2,0,2,1,0,3
Allan Domb,,,,,2,66,67,9,5,3,2,3,1,1,0,0,3
Helen Gym,,,,,,0,65,4,6,8,0,0,1,3,1,0,3
William K Greenlee,,,,,,,0,5,4,2,2,0,0,0,1,0,3
David Oh,,,,,,,,1,1,3,5,4,2,1,1,0,3
Andrew C Stober,,,,,,,,,0,3,2,1,0,3,1,0,3
Terry Tracy,,,,,,,,,,0,2,2,3,1,0,0,3
