col_1,col_2,col_3,col_4,col_5,col_6,division
,City Commissioners,,,District Council 8th District,,1
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,1
Anthony Clark,11,69,4,0,0,1
Lisa M Deeley,,7,2,0,0,1
Al Schmidt,,,7,0,0,1
Cindy Bass,,,,0,0,1
Michael Galganski,,,,,0,1
Total,84,78,13,0,0,1
,City Commissioners,,,District Council 8th District,,2
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,2
Anthony Clark,9,36,0,0,0,2
Lisa M Deeley,,2,3,0,0,2
Al Schmidt,,,6,0,0,2
Cindy Bass,,,,0,0,2
Michael Galganski,,,,,0,2
Total,45,41,9,0,0,2
,City Commissioners,,,District Council 8th District,,3
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,3
Anthony Clark,11,76,0,0,0,3
Lisa M Deeley,,4,1,0,0,3
Al Schmidt,,,5,0,0,3
Cindy Bass,,,,0,0,3
Michael Galganski,,,,,0,3
Total,87,81,6,0,0,3
,City Commissioners,,,District Council 8th District,,4
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,4
Anthony Clark,10,33,0,0,0,4
Lisa M Deeley,,2,0,0,0,4
Al Schmidt,,,1,0,0,4
Cindy Bass,,,,0,0,4
Michael Galganski,,,,,0,4
Total,43,35,1,0,0,4
,City Commissioners,,,District Council 8th District,,5
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,5
Anthony Clark,20,76,3,0,0,5
Lisa M Deeley,,8,0,0,0,5
Al Schmidt,,,7,0,0,5
Cindy Bass,,,,0,0,5
Michael Galganski,,,,,0,5
Total,99,84,10,0,0,5
,City Commissioners,,,District Council 8th District,,6
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,6
Anthony Clark,15,41,3,0,0,6
Lisa M Deeley,,5,0,0,0,6
Al Schmidt,,,7,0,0,6
Cindy Bass,,,,0,0,6
Michael Galganski,,,,,0,6
Total,59,46,10,0,0,6
,City Commissioners,,,District Council 8th District,,7
,Lisa M Deeley,Anthony Clark,Al Schmidt,Cindy Bass,Michael Galganski,7
Lisa M Deeley,4,58,2,0,0,7
Anthony Clark,,4,1,0,0,7
Al Schmidt,,,8,0,0,7
Cindy Bass,,,,0,0,7
Michael Galganski,,,,,0,7
Total,64,63,11,0,0,7
,City Commissioners,,,District Council 8th District,,8
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,8
Anthony Clark,8,69,3,0,0,8
Lisa M Deeley,,4,1,0,0,8
Al Schmidt,,,4,0,0,8
Cindy Bass,,,,0,0,8
Michael Galganski,,,,,0,8
Total,80,74,8,0,0,8
,City Commissioners,,,District Council 8th District,,9
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,9
Anthony Clark,8,41,1,0,0,9
Lisa M Deeley,,2,1,0,0,9
Al Schmidt,,,4,0,0,9
Cindy Bass,,,,0,0,9
Michael Galganski,,,,,0,9
Total,50,44,6,0,0,9
,City Commissioners,,,District Council 8th District,,10
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,10
Anthony Clark,6,49,4,0,0,10
Lisa M Deeley,,6,2,0,0,10
Al Schmidt,,,6,0,0,10
Cindy Bass,,,,0,0,10
Michael Galganski,,,,,0,10
Total,59,57,12,0,0,10
,City Commissioners,,,District Council 8th District,,11
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,11
Anthony Clark,11,65,1,0,0,11
Lisa M Deeley,,6,1,0,0,11
Al Schmidt,,,6,0,0,11
Cindy Bass,,,,0,0,11
Michael Galganski,,,,,0,11
Total,77,72,8,0,0,11
,City Commissioners,,,District Council 8th District,,12
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,12
Anthony Clark,5,53,1,0,0,12
Lisa M Deeley,,0,2,0,0,12
Al Schmidt,,,0,0,0,12
Cindy Bass,,,,0,0,12
Michael Galganski,,,,,0,12
Total,59,55,3,0,0,12
,District Council 8th District,,City Commissioners,,,13
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,13
Cindy Bass,1,0,178,174,2,13
Michael Galganski,,0,0,1,0,13
Anthony Clark,,,4,169,1,13
Lisa M Deeley,,,,1,1,13
Al Schmidt,,,,,2,13
Total,186,1,184,178,4,13
,City Commissioners,,,District Council 8th District,,14
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,14
Anthony Clark,13,84,0,0,0,14
Lisa M Deeley,,5,1,0,0,14
Al Schmidt,,,9,0,0,14
Cindy Bass,,,,0,0,14
Michael Galganski,,,,,0,14
Total,97,90,10,0,0,14
,City Commissioners,,,District Council 8th District,,15
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,15
Anthony Clark,15,104,4,0,0,15
Lisa M Deeley,,8,1,0,0,15
Al Schmidt,,,5,0,0,15
Cindy Bass,,,,0,0,15
Michael Galganski,,,,,0,15
Total,123,113,10,0,0,15
,City Commissioners,,,District Council 8th District,,16
,Lisa M Deeley,Anthony Clark,Al Schmidt,Cindy Bass,Michael Galganski,16
Lisa M Deeley,8,68,4,0,0,16
Anthony Clark,,7,1,0,0,16
Al Schmidt,,,3,0,0,16
Cindy Bass,,,,0,0,16
Michael Galganski,,,,,0,16
Total,80,76,8,0,0,16
,District Council 8th District,,City Commissioners,,,17
,Cindy Bass,Michael Galganski,Anthony Clark,Lisa M Deeley,Al Schmidt,17
Cindy Bass,3,0,103,94,4,17
Michael Galganski,,0,1,1,0,17
Anthony Clark,,,3,91,3,17
Lisa M Deeley,,,,0,1,17
Al Schmidt,,,,,2,17
Total,111,1,108,96,6,17
,City Commissioners,,,District Council 8th District,,18
,Anthony Clark,Lisa M Deeley,Al Schmidt,Cindy Bass,Michael Galganski,18
Anthony Clark,13,109,3,0,0,18
Lisa M Deeley,,4,5,0,0,18
Al Schmidt,,,6,0,0,18
Cindy Bass,,,,0,0,18
Michael Galganski,,,,,0,18
Total,125,118,14,0,0,18
,City Commissioners,,,District Council 8th District,,19
