col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Helen Gym,Blondell Reynolds Brown,Derek S Green,Allan Domb,William K Greenlee,Andrew C Stober,Kristin Combs,Terry Tracy,David Oh,Dennis M O Brien,Sheila E Armstrong,Al Taubenberger,Daniel Tinney,John Staggs,1
Kevin M Dougherty,3,44,39,0,1,0,2,40,42,40,36,37,9,5,2,3,2,3,0,1,3,1
David Wecht,,1,43,2,2,0,2,42,38,41,37,37,12,7,4,4,2,4,0,1,4,1
Christine Donohue,,,1,4,2,1,2,40,36,37,34,35,10,6,4,4,3,4,2,1,4,1
Judy Olson,,,,0,3,4,1,2,1,2,2,1,3,2,5,3,4,1,5,4,0,1
Mike George,,,,,0,3,0,2,1,2,3,2,1,0,4,4,3,1,3,3,0,1
Anne Covey,,,,,,0,0,1,0,0,0,0,0,0,4,3,4,0,4,4,0,1
Paul P Panepinto,,,,,,,0,1,1,1,1,1,4,3,0,0,0,3,1,1,1,1
Helen Gym,,,,,,,,0,38,38,36,35,10,4,4,3,2,3,1,1,4,1
Blondell Reynolds Brown,,,,,,,,,0,36,32,36,6,3,2,2,0,1,1,0,2,1
Derek S Green,,,,,,,,,,0,36,35,8,4,3,3,1,1,0,1,0,1
Allan Domb,,,,,,,,,,,0,35,5,2,2,2,1,1,0,1,1,1
William K Greenlee,,,,,,,,,,,,0,3,1,1,3,1,1,0,0,2,1
Andrew C Stober,,,,,,,,,,,,,0,8,3,1,1,6,1,1,3,1
Kristin Combs,,,,,,,,,,,,,,0,1,0,1,4,1,1,2,1
Terry Tracy,,,,,,,,,,,,,,,0,4,4,0,4,4,0,1
David Oh,,,,,,,,,,,,,,,,0,4,0,3,3,0,1
Dennis M O Brien,,,,,,,,,,,,,,,,,0,1,4,4,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,1,0,2,1
Al Taubenberger,,,,,,,,,,,,,,,,,,,0,4,0,1
Daniel Tinney,,,,,,,,,,,,,,,,,,,,0,0,1
John Staggs,,,,,,,,,,,,,,,,,,,,,0,1
Total,59,53,49,7,6,4,4,48,47,46,42,40,15,9,8,7,6,6,5,5,4,1
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Mike George,Judy Olson,Anne Covey,Paul P Panepinto,Derek S Green,Blondell Reynolds Brown,Helen Gym,William K Greenlee,Allan Domb,David Oh,Terry Tracy,Dennis M O Brien,Andrew C Stober,Daniel Tinney,Al Taubenberger,Kristin Combs,John Staggs,Sheila E Armstrong,2
Kevin M Dougherty,2,60,61,2,2,0,1,61,62,57,55,51,8,5,5,4,3,2,3,1,1,2
Christine Donohue,,0,58,0,0,0,0,54,53,52,49,44,5,4,3,5,1,0,4,1,1,2
David Wecht,,,0,0,0,0,0,51,52,50,49,45,5,3,3,4,1,0,3,1,1,2
Mike George,,,,1,4,2,0,0,0,0,0,0,4,4,4,0,4,4,0,0,0,2
Judy Olson,,,,,0,2,0,0,0,0,0,0,4,4,4,0,4,4,0,0,0,2
Anne Covey,,,,,,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,2
Paul P Panepinto,,,,,,,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2
