col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 2nd District,Council At Large,,,,,,,,,,,,,,All
,Kenyatta Johnson,Daniel Tinney,Allan Domb,Al Taubenberger,Dennis M O Brien,David Oh,William K Greenlee,Helen Gym,Derek S Green,Terry Tracy,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Kenyatta Johnson,13,74,125,43,63,46,92,87,90,25,81,14,9,5,2,All
Daniel Tinney,,7,31,123,100,68,15,12,13,76,7,3,0,0,0,All
Allan Domb,,,20,33,24,32,89,88,87,22,75,12,4,1,1,All
Al Taubenberger,,,,25,74,72,13,9,10,74,8,4,0,0,0,All
Dennis M O Brien,,,,,1,75,14,11,10,64,7,4,1,2,0,All
David Oh,,,,,,10,12,12,7,62,8,3,1,1,0,All
William K Greenlee,,,,,,,1,74,79,3,74,9,2,1,1,All
Helen Gym,,,,,,,,3,71,9,66,12,4,0,0,All
Derek S Green,,,,,,,,,3,6,66,7,3,2,1,All
Terry Tracy,,,,,,,,,,3,3,6,2,0,0,All
Blondell Reynolds Brown,,,,,,,,,,,3,6,0,0,0,All
Andrew C Stober,,,,,,,,,,,,2,8,3,3,All
Kristin Combs,,,,,,,,,,,,,0,4,2,All
Sheila E Armstrong,,,,,,,,,,,,,,1,1,All
John Staggs,,,,,,,,,,,,,,,0,All
Total,236,192,177,175,128,115,110,109,106,93,91,27,10,6,3,All
,District Council 2nd District,Council At Large,,,,,,,,,,,,,,14
,Kenyatta Johnson,Daniel Tinney,Al Taubenberger,David Oh,Allan Domb,Dennis M O Brien,Terry Tracy,Helen Gym,William K Greenlee,Derek S Green,Blondell Reynolds Brown,Andrew C Stober,Sheila E Armstrong,John Staggs,Kristin Combs,14
Kenyatta Johnson,5,18,13,18,29,12,8,19,18,20,14,1,1,1,0,14
Daniel Tinney,,2,36,32,8,34,33,1,5,4,1,1,0,0,0,14
Al Taubenberger,,,4,32,8,30,32,3,2,2,2,1,0,0,0,14
David Oh,,,,2,9,33,28,4,3,1,1,0,1,0,0,14
Allan Domb,,,,,3,4,4,19,19,17,14,4,0,1,0,14
Dennis M O Brien,,,,,,0,27,2,2,2,0,0,1,0,0,14
Terry Tracy,,,,,,,0,2,1,1,0,2,0,0,0,14
Helen Gym,,,,,,,,1,13,12,11,2,0,0,0,14
William K Greenlee,,,,,,,,,0,14,13,2,0,1,0,14
Derek S Green,,,,,,,,,,0,12,1,0,1,0,14
Blondell Reynolds Brown,,,,,,,,,,,0,1,0,0,0,14
Andrew C Stober,,,,,,,,,,,,1,0,1,0,14
Sheila E Armstrong,,,,,,,,,,,,,1,0,0,14
John Staggs,,,,,,,,,,,,,,0,0,14
Kristin Combs,,,,,,,,,,,,,,,0,14
Total,55,50,45,44,39,38,36,22,22,21,15,5,2,1,0,14
,Council At Large,,,,,,,,,,,,,,District Council 2nd District,36
,Al Taubenberger,Daniel Tinney,Allan Domb,William K Greenlee,Derek S Green,Helen Gym,David Oh,Blondell Reynolds Brown,Dennis M O Brien,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,Kenyatta Johnson,36
Al Taubenberger,20,62,12,6,6,2,14,1,16,17,2,0,0,0,15,36
Daniel Tinney,,5,11,5,4,2,14,0,16,18,1,0,0,0,15,36
Allan Domb,,,10,30,30,26,12,20,8,8,2,0,0,0,37,36
William K Greenlee,,,,1,31,25,3,24,6,2,3,1,1,0,35,36
Derek S Green,,,,,1,24,3,20,4,3,4,1,1,0,29,36
Helen Gym,,,,,,2,2,22,1,2,3,0,0,0,23,36
David Oh,,,,,,,3,1,17,13,2,0,0,0,11,36
Blondell Reynolds Brown,,,,,,,,1,2,1,2,0,0,0,25,36
Dennis M O Brien,,,,,,,,,0,14,0,0,0,0,12,36
Terry Tracy,,,,,,,,,,3,1,0,0,0,5,36
Andrew C Stober,,,,,,,,,,,0,3,3,1,5,36
Kristin Combs,,,,,,,,,,,,0,3,1,3,36
Sheila E Armstrong,,,,,,,,,,,,,0,1,3,36
John Staggs,,,,,,,,,,,,,,0,1,36
Kenyatta Johnson,,,,,,,,,,,,,,,4,36
Total,93,79,60,41,36,33,32,28,26,25,10,3,3,1,71,36
,District Council 2nd District,Council At Large,,,,,,,,,,,,,,41
