col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 5th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Darrell L Clarke,Ken Powell,Mia Roberts Perez,Kai Scott,Abbe Fletman,Tracy B Roman,Lyris Younge,Stephanie M Sawyer,Chris Mallios,Rainy Papademetriou,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,All
Darrell L Clarke,"1,702","15,461","15,211","14,985","14,769","14,678","14,149","13,082","12,667","12,634","12,710","12,531","11,951","1,266",All
Ken Powell,,167,"15,029","15,071","14,955","14,523","14,312","13,052","12,926","12,799","12,921","12,803","12,122",960,All
Mia Roberts Perez,,,105,"15,211","15,041","14,645","14,404","13,322","12,979","12,980","13,097","12,806","12,137","1,019",All
Kai Scott,,,,68,"15,236","14,470","14,394","13,202","13,123","12,997","13,015","12,829","12,119",967,All
Abbe Fletman,,,,,90,"14,392","14,284","13,103","13,133","12,961","12,911","12,778","12,114",978,All
Tracy B Roman,,,,,,88,"14,353","12,714","12,339","12,288","12,461","12,345","12,167","1,026",All
Lyris Younge,,,,,,,39,"12,546","12,306","12,258","12,438","12,288","12,069",901,All
Stephanie M Sawyer,,,,,,,,29,"12,953","12,967","13,150","12,923","12,205","1,043",All
Chris Mallios,,,,,,,,,17,"12,890","12,867","12,814","12,202",947,All
Rainy Papademetriou,,,,,,,,,,39,"12,817","12,668","12,048",846,All
Daine Grey Jr,,,,,,,,,,,17,"12,828","12,142",965,All
Michael Fanning,,,,,,,,,,,,11,"12,179",972,All
Scott Diclaudio,,,,,,,,,,,,,15,843,All
Vincent Furlong,,,,,,,,,,,,,,736,All
Total,"20,139","16,823","16,578","16,351","16,176","15,760","15,067","14,115","13,619","13,608","13,596","13,321","12,552","2,293",All
