col_1,col_2,division
,District Council 1st District,1
,Mark F Squilla,1
Mark F Squilla,95,1
Total,95,1
,District Council 1st District,3
,Mark F Squilla,3
Mark F Squilla,75,3
Total,75,3
,District Council 1st District,4
,Mark F Squilla,4
Mark F Squilla,161,4
Total,161,4
,District Council 1st District,5
,Mark F Squilla,5
Mark F Squilla,133,5
Total,133,5
,District Council 1st District,6
,Mark F Squilla,6
Mark F Squilla,96,6
Total,96,6
,District Council 1st District,7
,Mark F Squilla,7
Mark F Squilla,174,7
Total,174,7
,District Council 1st District,8
,Mark F Squilla,8
Mark F Squilla,91,8
Total,91,8
,District Council 1st District,10
,Mark F Squilla,10
Mark F Squilla,50,10
Total,50,10
,District Council 1st District,11
,Mark F Squilla,11
Mark F Squilla,117,11
Total,117,11
,District Council 1st District,12
,Mark F Squilla,12
Mark F Squilla,61,12
Total,61,12
,District Council 1st District,13
,Mark F Squilla,13
Mark F Squilla,132,13
Total,132,13
,District Council 1st District,14
,Mark F Squilla,14
Mark F Squilla,136,14
Total,136,14
,District Council 1st District,15
,Mark F Squilla,15
Mark F Squilla,125,15
Total,125,15
,District Council 1st District,16
,Mark F Squilla,16
Mark F Squilla,162,16
Total,162,16
,District Council 1st District,17
,Mark F Squilla,17
Mark F Squilla,96,17
Total,96,17
,District Council 1st District,18
,Mark F Squilla,18
Mark F Squilla,94,18
Total,94,18
,District Council 1st District,19
,Mark F Squilla,19
Mark F Squilla,120,19
Total,120,19
,District Council 1st District,All
,Mark F Squilla,All
Mark F Squilla,"1,918",All
Total,"1,918",All
