col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,,,District Council 8th District,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Cindy Bass,Michael Galganski,All
Jim Kenney,"3,116",0,0,0,0,"23,976",371,All
Melissa Murray Bailey,,627,0,0,0,745,295,All
James Foster,,,91,0,0,200,89,All
Osborne Hart,,,,40,0,109,26,All
Boris Kindij,,,,,0,23,9,All
Cindy Bass,,,,,,"1,094",0,All
Michael Galganski,,,,,,,39,All
Total,"27,463","1,667",380,175,32,"26,147",829,All
