col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,All
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,All
David Wecht,42,"2,352","1,994",310,37,25,73,"1,892",All
Christine Donohue,,28,"1,996",310,29,32,82,"1,905",All
Kevin M Dougherty,,,57,54,28,23,49,"1,763",All
Judy Olson,,,,14,253,260,22,279,All
Mike George,,,,,4,233,14,100,All
Anne Covey,,,,,,5,7,92,All
Paul P Panepinto,,,,,,,8,88,All
Kenyatta Johnson,,,,,,,,25,All
Total,"2,540","2,539","2,269",638,311,304,143,"2,226",All
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,1
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,1
Christine Donohue,0,152,140,13,1,0,7,116,1
David Wecht,,1,138,11,2,1,4,113,1
Kevin M Dougherty,,,1,2,1,0,4,109,1
Judy Olson,,,,1,18,15,2,15,1
Mike George,,,,,2,16,2,7,1
Anne Covey,,,,,,0,0,4,1
Paul P Panepinto,,,,,,,0,4,1
Kenyatta Johnson,,,,,,,,1,1
Total,162,159,151,32,22,16,10,132,1
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,2
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,2
David Wecht,4,163,141,26,3,1,3,137,2
Christine Donohue,,1,136,17,2,1,4,128,2
Kevin M Dougherty,,,5,5,0,2,4,125,2
Judy Olson,,,,0,19,20,0,21,2
Anne Covey,,,,,0,17,0,7,2
Mike George,,,,,,0,0,6,2
Paul P Panepinto,,,,,,,1,5,2
Kenyatta Johnson,,,,,,,,3,2
Total,186,171,160,47,21,21,7,159,2
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,3
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,3
Christine Donohue,1,202,174,25,2,3,5,170,3
David Wecht,,2,172,24,1,3,4,163,3
Kevin M Dougherty,,,3,4,1,0,3,153,3
Judy Olson,,,,0,25,22,1,28,3
Anne Covey,,,,,0,21,0,10,3
Mike George,,,,,,0,1,11,3
Paul P Panepinto,,,,,,,0,5,3
Kenyatta Johnson,,,,,,,,2,3
Total,214,208,187,51,25,25,7,189,3
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,4
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,4
Christine Donohue,3,155,143,13,4,1,5,130,4
David Wecht,,3,141,15,1,0,4,126,4
Kevin M Dougherty,,,4,3,4,1,4,121,4
Judy Olson,,,,1,18,15,2,15,4
Anne Covey,,,,,1,16,0,6,4
Mike George,,,,,,0,1,4,4
Paul P Panepinto,,,,,,,1,7,4
Kenyatta Johnson,,,,,,,,2,4
Total,170,166,159,36,24,18,10,147,4
,District Council 2nd District,Justice Of The Supreme Court,,,,,,,5
,Kenyatta Johnson,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,5
Kenyatta Johnson,0,127,123,116,21,18,12,7,5
Christine Donohue,,0,139,115,15,7,1,7,5
David Wecht,,,3,115,14,6,1,5,5
Kevin M Dougherty,,,,3,3,5,3,1,5
Judy Olson,,,,,3,25,25,2,5
Mike George,,,,,,0,22,3,5
Anne Covey,,,,,,,1,2,5
Paul P Panepinto,,,,,,,,0,5
Total,154,152,152,135,46,35,28,13,5
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,6
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,6
David Wecht,8,164,137,25,2,5,1,137,6
Christine Donohue,,1,139,26,6,2,3,139,6
Kevin M Dougherty,,,5,0,2,4,4,134,6
Judy Olson,,,,2,22,19,0,19,6
Anne Covey,,,,,0,17,0,7,6
Mike George,,,,,,0,0,6,6
Paul P Panepinto,,,,,,,1,5,6
Kenyatta Johnson,,,,,,,,2,6
Total,184,180,165,49,25,24,6,169,6
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,7
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,7
Christine Donohue,8,221,191,24,1,2,5,186,7
David Wecht,,2,196,25,3,1,8,184,7
Kevin M Dougherty,,,7,4,3,0,6,178,7
Judy Olson,,,,1,28,26,4,25,7
Mike George,,,,,0,23,3,11,7
Anne Covey,,,,,,0,2,10,7
Paul P Panepinto,,,,,,,3,10,7
Kenyatta Johnson,,,,,,,,4,7
Total,242,237,226,57,32,30,18,226,7
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,9
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,9
Christine Donohue,4,174,141,32,6,1,7,120,9
David Wecht,,3,135,30,4,3,5,118,9
Kevin M Dougherty,,,7,2,2,2,2,98,9
Judy Olson,,,,1,15,15,2,19,9
Anne Covey,,,,,0,14,0,5,9
Mike George,,,,,,0,0,4,9
Paul P Panepinto,,,,,,,0,4,9
Kenyatta Johnson,,,,,,,,0,9
Total,190,183,153,50,21,18,9,129,9
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,12
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,12
Christine Donohue,2,130,111,18,3,1,3,112,12
David Wecht,,0,112,20,3,2,6,111,12
Kevin M Dougherty,,,5,3,2,2,3,104,12
Judy Olson,,,,1,11,11,0,18,12
Mike George,,,,,0,11,0,6,12
Anne Covey,,,,,,0,0,4,12
Paul P Panepinto,,,,,,,0,4,12
Kenyatta Johnson,,,,,,,,0,12
Total,141,140,131,34,15,14,6,130,12
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,13
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,13
Christine Donohue,0,127,109,7,3,1,2,103,13
David Wecht,,1,107,7,2,1,3,98,13
Kevin M Dougherty,,,0,2,5,1,0,94,13
Judy Olson,,,,2,16,14,1,4,13
Anne Covey,,,,,0,14,0,4,13
Mike George,,,,,,0,0,2,13
Paul P Panepinto,,,,,,,0,2,13
Kenyatta Johnson,,,,,,,,1,13
Total,134,130,116,26,20,16,3,110,13
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,14
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,14
David Wecht,7,196,169,31,6,2,7,150,14
Christine Donohue,,2,163,31,3,0,9,143,14
Kevin M Dougherty,,,6,5,0,2,5,134,14
Judy Olson,,,,0,15,12,3,21,14
Anne Covey,,,,,2,11,1,4,14
Mike George,,,,,,1,1,2,14
Paul P Panepinto,,,,,,,1,11,14
Kenyatta Johnson,,,,,,,,1,14
Total,223,210,190,51,20,16,15,168,14
,District Council 2nd District,Justice Of The Supreme Court,,,,,,,20
,Kenyatta Johnson,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,20
Kenyatta Johnson,0,53,52,52,9,6,4,7,20
Christine Donohue,,0,54,53,7,0,0,6,20
David Wecht,,,1,49,5,2,0,4,20
Kevin M Dougherty,,,,2,5,0,0,4,20
Judy Olson,,,,,0,14,12,1,20
Mike George,,,,,,0,12,1,20
Anne Covey,,,,,,,0,0,20
Paul P Panepinto,,,,,,,,0,20
Total,65,62,62,61,23,15,12,8,20
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,21
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,21
David Wecht,4,209,178,25,5,0,9,172,21
Christine Donohue,,1,173,31,7,1,8,167,21
Kevin M Dougherty,,,4,7,4,3,3,161,21
Judy Olson,,,,1,23,23,1,24,21
Mike George,,,,,1,22,0,12,21
Anne Covey,,,,,,1,0,8,21
Paul P Panepinto,,,,,,,0,6,21
Kenyatta Johnson,,,,,,,,5,21
Total,230,224,204,57,34,27,11,204,21
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,27
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Paul P Panepinto,Anne Covey,Mike George,Kenyatta Johnson,27
David Wecht,3,80,66,14,6,0,0,73,27
Christine Donohue,,0,63,11,5,1,0,73,27
Kevin M Dougherty,,,1,4,2,1,0,64,27
Judy Olson,,,,1,1,6,6,12,27
Paul P Panepinto,,,,,1,0,1,6,27
Anne Covey,,,,,,0,6,3,27
Mike George,,,,,,,0,2,27
Kenyatta Johnson,,,,,,,,2,27
Total,88,84,71,22,10,7,7,85,27
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,28
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,28
Christine Donohue,5,186,145,40,0,1,6,138,28
David Wecht,,0,138,38,1,1,4,135,28
Kevin M Dougherty,,,4,5,0,1,4,120,28
Judy Olson,,,,0,12,11,2,28,28
Anne Covey,,,,,0,11,2,4,28
Mike George,,,,,,0,1,3,28
Paul P Panepinto,,,,,,,0,5,28
Kenyatta Johnson,,,,,,,,2,28
Total,203,192,160,57,14,13,10,159,28
