col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Kenyatta Johnson,Kai Scott,Mia Roberts Perez,Abbe Fletman,Ken Powell,Rainy Papademetriou,Stephanie M Sawyer,Chris Mallios,Michael Fanning,Daine Grey Jr,Tracy B Roman,Lyris Younge,Scott Diclaudio,Vincent Furlong,All
Kenyatta Johnson,250,"1,980","1,997","1,959","1,942","1,775","1,793","1,754","1,681","1,672","1,622","1,538","1,310",227,All
Kai Scott,,10,"2,141","2,179","2,090","1,943","1,919","1,950","1,841","1,834","1,675","1,654","1,394",186,All
Mia Roberts Perez,,,6,"2,141","2,059","1,925","1,961","1,910","1,843","1,858","1,722","1,672","1,413",201,All
Abbe Fletman,,,,12,"2,082","1,958","1,923","1,977","1,853","1,838","1,679","1,650","1,407",185,All
Ken Powell,,,,,29,"1,889","1,878","1,896","1,835","1,803","1,648","1,621","1,395",191,All
Rainy Papademetriou,,,,,,12,"1,898","1,927","1,836","1,815","1,477","1,455","1,396",175,All
Stephanie M Sawyer,,,,,,,0,"1,879","1,861","1,852","1,542","1,487","1,412",198,All
Chris Mallios,,,,,,,,2,"1,841","1,818","1,468","1,458","1,406",181,All
Michael Fanning,,,,,,,,,0,"1,800","1,466","1,450","1,401",175,All
Daine Grey Jr,,,,,,,,,,1,"1,470","1,454","1,388",176,All
Tracy B Roman,,,,,,,,,,,9,"1,650","1,411",190,All
Lyris Younge,,,,,,,,,,,,1,"1,394",168,All
Scott Diclaudio,,,,,,,,,,,,,1,145,All
Vincent Furlong,,,,,,,,,,,,,,129,All
Total,"2,674","2,361","2,348","2,345","2,308","2,109","2,086","2,081","1,939","1,927","1,847","1,730","1,460",417,All
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Kenyatta Johnson,Mia Roberts Perez,Kai Scott,Abbe Fletman,Ken Powell,Stephanie M Sawyer,Tracy B Roman,Rainy Papademetriou,Chris Mallios,Michael Fanning,Lyris Younge,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,1
Kenyatta Johnson,31,180,180,177,168,162,165,158,158,158,156,156,140,20,1
Mia Roberts Perez,,1,193,194,179,176,172,172,168,168,167,167,149,18,1
Kai Scott,,,0,194,180,173,173,170,168,165,170,166,149,16,1
Abbe Fletman,,,,1,181,177,173,178,176,171,170,170,151,17,1
Ken Powell,,,,,3,164,165,160,160,161,164,160,144,14,1
Stephanie M Sawyer,,,,,,0,155,172,168,169,152,169,151,18,1
Tracy B Roman,,,,,,,0,152,151,154,168,151,152,17,1
Rainy Papademetriou,,,,,,,,1,171,167,151,167,149,15,1
Chris Mallios,,,,,,,,,0,168,150,167,149,17,1
Michael Fanning,,,,,,,,,,0,152,169,151,17,1
Lyris Younge,,,,,,,,,,,0,149,149,15,1
Daine Grey Jr,,,,,,,,,,,,0,147,16,1
