col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Helen Gym,Allan Domb,David Oh,Andrew C Stober,Terry Tracy,Dennis M O Brien,Kristin Combs,Sheila E Armstrong,Al Taubenberger,Daniel Tinney,John Staggs,All
Kevin M Dougherty,68,"1,222","1,231",11,6,6,5,"1,232","1,172","1,176","1,160","1,139",79,52,31,24,38,28,12,19,20,All
Christine Donohue,,8,"1,236",24,6,3,22,"1,141","1,112","1,116","1,138","1,094",75,72,34,21,47,41,13,13,23,All
David Wecht,,,17,18,7,1,14,"1,133","1,120","1,118","1,126","1,092",73,63,31,25,42,36,14,18,21,All
Judy Olson,,,,0,22,28,8,11,12,14,15,15,35,13,38,28,8,6,26,22,1,All
Mike George,,,,,1,23,5,6,3,4,2,6,25,4,24,23,3,1,20,17,1,All
Anne Covey,,,,,,0,5,7,3,7,5,5,22,2,25,20,2,2,21,18,1,All
Paul P Panepinto,,,,,,,0,8,11,11,12,12,8,17,10,4,9,11,5,3,3,All
Blondell Reynolds Brown,,,,,,,,10,"1,138","1,147","1,117","1,114",53,31,17,6,17,8,6,5,7,All
Derek S Green,,,,,,,,,3,"1,110","1,100","1,101",44,26,18,11,12,13,7,5,6,All
William K Greenlee,,,,,,,,,,0,"1,112","1,100",55,31,20,14,13,10,8,5,6,All
Helen Gym,,,,,,,,,,,2,"1,099",51,41,21,9,34,23,4,7,14,All
Allan Domb,,,,,,,,,,,,2,46,24,17,11,15,11,6,7,8,All
David Oh,,,,,,,,,,,,,3,16,39,40,12,17,28,30,10,All
Andrew C Stober,,,,,,,,,,,,,,1,17,8,31,24,4,1,15,All
Terry Tracy,,,,,,,,,,,,,,,0,30,8,7,29,29,1,All
Dennis M O Brien,,,,,,,,,,,,,,,,1,4,5,32,31,3,All
Kristin Combs,,,,,,,,,,,,,,,,,0,29,2,5,17,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,,1,3,3,16,All
Al Taubenberger,,,,,,,,,,,,,,,,,,,0,25,0,All
Daniel Tinney,,,,,,,,,,,,,,,,,,,,0,1,All
John Staggs,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,531","1,345","1,338",61,39,35,30,"1,315","1,251","1,237","1,230","1,207",135,83,74,59,55,48,43,41,27,All
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Christine Donohue,Kevin M Dougherty,David Wecht,Judy Olson,Paul P Panepinto,Anne Covey,Mike George,Blondell Reynolds Brown,William K Greenlee,Helen Gym,Allan Domb,Derek S Green,Andrew C Stober,David Oh,Kristin Combs,Terry Tracy,Al Taubenberger,John Staggs,Sheila E Armstrong,Daniel Tinney,Dennis M O Brien,1
Christine Donohue,1,53,55,0,3,0,0,46,45,47,42,40,7,4,6,2,2,4,3,0,0,1
Kevin M Dougherty,,0,52,0,0,0,0,49,48,48,41,43,5,4,4,2,1,2,2,0,0,1
David Wecht,,,0,0,3,0,0,47,46,48,42,41,7,4,6,2,1,4,3,0,0,1
Judy Olson,,,,0,0,2,2,0,1,0,0,0,0,3,0,2,2,0,0,2,2,1
Paul P Panepinto,,,,,0,0,0,1,1,2,3,1,2,0,2,0,0,2,1,0,0,1
Anne Covey,,,,,,0,2,0,0,0,0,0,0,2,0,2,2,0,0,2,2,1
Mike George,,,,,,,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,1
Blondell Reynolds Brown,,,,,,,,0,46,44,40,42,4,3,3,2,1,0,1,0,0,1
William K Greenlee,,,,,,,,,0,44,39,43,2,3,3,1,1,1,0,0,0,1
Helen Gym,,,,,,,,,,0,40,40,6,3,5,2,0,3,1,0,0,1
Allan Domb,,,,,,,,,,,0,37,5,3,4,2,1,3,2,0,0,1
Derek S Green,,,,,,,,,,,,0,0,2,1,0,2,1,1,0,0,1
Andrew C Stober,,,,,,,,,,,,,0,1,3,3,0,3,2,0,0,1
David Oh,,,,,,,,,,,,,,0,0,2,2,0,1,2,2,1
Kristin Combs,,,,,,,,,,,,,,,0,0,0,3,2,0,0,1
Terry Tracy,,,,,,,,,,,,,,,,0,2,0,0,2,2,1
Al Taubenberger,,,,,,,,,,,,,,,,,0,0,0,2,2,1
John Staggs,,,,,,,,,,,,,,,,,,0,2,0,0,1
