col_1,col_2,division
,District Council 2nd District,1
,Kenyatta Johnson,1
Kenyatta Johnson,60,1
Total,60,1
,District Council 2nd District,2
,Kenyatta Johnson,2
Kenyatta Johnson,101,2
Total,101,2
,District Council 2nd District,3
,Kenyatta Johnson,3
Kenyatta Johnson,155,3
Total,155,3
,District Council 2nd District,5
,Kenyatta Johnson,5
Kenyatta Johnson,157,5
Total,157,5
,District Council 2nd District,6
,Kenyatta Johnson,6
Kenyatta Johnson,63,6
Total,63,6
,District Council 2nd District,7
,Kenyatta Johnson,7
Kenyatta Johnson,113,7
Total,113,7
,District Council 2nd District,8
,Kenyatta Johnson,8
Kenyatta Johnson,83,8
Total,83,8
,District Council 2nd District,9
,Kenyatta Johnson,9
Kenyatta Johnson,95,9
Total,95,9
,District Council 2nd District,10
,Kenyatta Johnson,10
Kenyatta Johnson,49,10
Total,49,10
,District Council 2nd District,11
,Kenyatta Johnson,11
Kenyatta Johnson,77,11
Total,77,11
,District Council 2nd District,12
,Kenyatta Johnson,12
Kenyatta Johnson,58,12
Total,58,12
,District Council 2nd District,13
,Kenyatta Johnson,13
Kenyatta Johnson,86,13
Total,86,13
,District Council 2nd District,15
,Kenyatta Johnson,15
Kenyatta Johnson,50,15
Total,50,15
,District Council 2nd District,16
,Kenyatta Johnson,16
Kenyatta Johnson,57,16
Total,57,16
,District Council 2nd District,17
,Kenyatta Johnson,17
Kenyatta Johnson,67,17
Total,67,17
,District Council 2nd District,18
,Kenyatta Johnson,18
Kenyatta Johnson,43,18
Total,43,18
,District Council 2nd District,19
,Kenyatta Johnson,19
Kenyatta Johnson,46,19
Total,46,19
,District Council 2nd District,20
,Kenyatta Johnson,20
Kenyatta Johnson,40,20
Total,40,20
,District Council 2nd District,21
,Kenyatta Johnson,21
Kenyatta Johnson,43,21
Total,43,21
,District Council 2nd District,22
,Kenyatta Johnson,22
Kenyatta Johnson,69,22
Total,69,22
,District Council 2nd District,23
,Kenyatta Johnson,23
Kenyatta Johnson,78,23
Total,78,23
,District Council 2nd District,24
,Kenyatta Johnson,24
Kenyatta Johnson,112,24
Total,112,24
,District Council 2nd District,25
,Kenyatta Johnson,25
Kenyatta Johnson,97,25
Total,97,25
,District Council 2nd District,26
,Kenyatta Johnson,26
Kenyatta Johnson,58,26
Total,58,26
,District Council 2nd District,27
,Kenyatta Johnson,27
Kenyatta Johnson,79,27
Total,79,27
,District Council 2nd District,29
,Kenyatta Johnson,29
Kenyatta Johnson,86,29
Total,86,29
,District Council 2nd District,30
,Kenyatta Johnson,30
Kenyatta Johnson,89,30
Total,89,30
,District Council 2nd District,31
,Kenyatta Johnson,31
Kenyatta Johnson,102,31
Total,102,31
,District Council 2nd District,32
,Kenyatta Johnson,32
Kenyatta Johnson,127,32
Total,127,32
,District Council 2nd District,33
,Kenyatta Johnson,33
Kenyatta Johnson,53,33
Total,53,33
,District Council 2nd District,34
,Kenyatta Johnson,34
Kenyatta Johnson,69,34
Total,69,34
,District Council 2nd District,35
,Kenyatta Johnson,35
Kenyatta Johnson,93,35
Total,93,35
,District Council 2nd District,36
,Kenyatta Johnson,36
Kenyatta Johnson,68,36
Total,68,36
,District Council 2nd District,37
,Kenyatta Johnson,37
Kenyatta Johnson,153,37
Total,153,37
,District Council 2nd District,38
,Kenyatta Johnson,38
Kenyatta Johnson,213,38
Total,213,38
,District Council 2nd District,39
,Kenyatta Johnson,39
Kenyatta Johnson,70,39
Total,70,39
,District Council 2nd District,40
,Kenyatta Johnson,40
Kenyatta Johnson,221,40
Total,221,40
,District Council 2nd District,41
,Kenyatta Johnson,41
Kenyatta Johnson,111,41
Total,111,41
,District Council 2nd District,42
,Kenyatta Johnson,42
Kenyatta Johnson,135,42
Total,135,42
,District Council 2nd District,43
,Kenyatta Johnson,43
Kenyatta Johnson,68,43
Total,68,43
,District Council 2nd District,44
,Kenyatta Johnson,44
Kenyatta Johnson,166,44
Total,166,44
,District Council 2nd District,45
,Kenyatta Johnson,45
Kenyatta Johnson,169,45
Total,169,45
,District Council 2nd District,46
,Kenyatta Johnson,46
Kenyatta Johnson,174,46
Total,174,46
,District Council 2nd District,47
,Kenyatta Johnson,47
Kenyatta Johnson,39,47
Total,39,47
,District Council 2nd District,48
,Kenyatta Johnson,48
Kenyatta Johnson,146,48
Total,146,48
,District Council 2nd District,49
,Kenyatta Johnson,49
Kenyatta Johnson,145,49
Total,145,49
,District Council 2nd District,50
,Kenyatta Johnson,50
Kenyatta Johnson,142,50
Total,142,50
,District Council 2nd District,51
,Kenyatta Johnson,51
Kenyatta Johnson,54,51
Total,54,51
,District Council 2nd District,All
,Kenyatta Johnson,All
Kenyatta Johnson,"4,629",All
Total,"4,629",All
