col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ken Powell,Tracy B Roman,Mia Roberts Perez,Abbe Fletman,Kai Scott,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Daine Grey Jr,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,All
Christine Hope,123,"2,064","2,016","2,112","2,157","2,058","2,036","1,996","1,939","1,881","1,836","1,740","1,724","1,734","1,637","1,384",All
Sharon Williams Losier,,27,"2,007","1,972","1,986","1,942","1,928","1,907","1,857","1,719","1,683","1,621","1,630","1,625","1,543",402,All
Joffie C Pittman,,,21,"1,907","1,924","1,917","1,932","1,913","1,841","1,723","1,707","1,651","1,646","1,614","1,567",389,All
Ken Powell,,,,38,"2,011","1,974","1,976","1,978","1,897","1,754","1,772","1,699","1,680","1,672","1,593",392,All
Tracy B Roman,,,,,19,"2,019","2,000","1,978","1,937","1,792","1,732","1,689","1,685","1,685","1,597",405,All
Mia Roberts Perez,,,,,,34,"1,976","1,981","1,923","1,753","1,705","1,677","1,680","1,623","1,595",354,All
Abbe Fletman,,,,,,,31,"1,994","1,926","1,762","1,729","1,692","1,683","1,632","1,607",383,All
Kai Scott,,,,,,,,15,"1,920","1,731","1,713","1,678","1,677","1,622","1,590",348,All
Lyris Younge,,,,,,,,,6,"1,675","1,659","1,634","1,632","1,600","1,558",339,All
Stephanie M Sawyer,,,,,,,,,,11,"1,785","1,733","1,746","1,691","1,634",419,All
Michael Fanning,,,,,,,,,,,19,"1,730","1,727","1,709","1,619",427,All
Chris Mallios,,,,,,,,,,,,6,"1,682","1,673","1,612",378,All
Daine Grey Jr,,,,,,,,,,,,,4,"1,632","1,590",349,All
Scott Diclaudio,,,,,,,,,,,,,,4,"1,545",382,All
Rainy Papademetriou,,,,,,,,,,,,,,,5,290,All
Vincent Furlong,,,,,,,,,,,,,,,,86,All
Total,"3,670","2,330","2,224","2,402","2,359","2,273","2,253","2,192","2,076","2,032","1,988","1,876","1,843","1,838","1,749","1,515",All
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ken Powell,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Kai Scott,Lyris Younge,Daine Grey Jr,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,1
Christine Hope,2,66,65,74,70,70,69,66,66,61,61,61,57,56,49,24,1
Sharon Williams Losier,,0,67,66,65,63,64,63,63,55,56,54,53,53,46,8,1
Joffie C Pittman,,,0,63,63,61,63,62,62,55,56,55,54,54,47,8,1
Ken Powell,,,,0,70,70,70,70,68,62,64,60,59,59,52,12,1
Mia Roberts Perez,,,,,1,70,68,68,67,59,60,58,56,57,50,10,1
Tracy B Roman,,,,,,1,68,68,68,59,61,58,59,58,51,11,1
Abbe Fletman,,,,,,,1,69,68,57,60,59,57,57,50,10,1
Kai Scott,,,,,,,,1,68,60,60,59,57,57,50,12,1
Lyris Younge,,,,,,,,,0,59,60,60,57,58,51,12,1
Daine Grey Jr,,,,,,,,,,0,65,62,61,60,53,12,1
Stephanie M Sawyer,,,,,,,,,,,0,62,61,61,54,12,1
Michael Fanning,,,,,,,,,,,,0,59,60,53,11,1
Chris Mallios,,,,,,,,,,,,,0,60,52,10,1
Scott Diclaudio,,,,,,,,,,,,,,0,52,10,1
Rainy Papademetriou,,,,,,,,,,,,,,,0,4,1
Vincent Furlong,,,,,,,,,,,,,,,,1,1
Total,105,73,70,85,78,77,75,73,71,68,68,66,63,61,54,27,1
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Abbe Fletman,Ken Powell,Tracy B Roman,Kai Scott,Stephanie M Sawyer,Vincent Furlong,Lyris Younge,Mia Roberts Perez,Chris Mallios,Michael Fanning,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,2
Christine Hope,3,41,39,41,42,43,40,42,42,40,39,36,35,32,35,30,2
Sharon Williams Losier,,0,40,41,38,39,41,38,13,37,36,30,33,33,32,27,2
Joffie C Pittman,,,0,40,36,37,36,36,13,37,34,30,32,31,32,26,2
Abbe Fletman,,,,1,39,39,41,39,13,40,37,32,34,32,32,29,2
Ken Powell,,,,,1,36,39,36,15,36,31,34,36,32,30,30,2
Tracy B Roman,,,,,,0,38,39,14,37,36,33,31,30,32,28,2
Kai Scott,,,,,,,0,38,13,37,34,33,34,31,33,29,2
Stephanie M Sawyer,,,,,,,,0,15,36,35,36,37,34,35,31,2
Vincent Furlong,,,,,,,,,2,13,10,15,12,11,14,9,2
Lyris Younge,,,,,,,,,,0,36,30,31,30,32,26,2
Mia Roberts Perez,,,,,,,,,,,0,28,28,27,30,22,2
Chris Mallios,,,,,,,,,,,,0,34,30,32,31,2
Michael Fanning,,,,,,,,,,,,,0,33,31,30,2
Daine Grey Jr,,,,,,,,,,,,,,0,30,26,2
Rainy Papademetriou,,,,,,,,,,,,,,,0,26,2
Scott Diclaudio,,,,,,,,,,,,,,,,0,2
Total,81,50,43,49,48,47,45,45,45,42,42,38,38,36,36,32,2
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Tracy B Roman,Kai Scott,Ken Powell,Abbe Fletman,Mia Roberts Perez,Stephanie M Sawyer,Lyris Younge,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Vincent Furlong,3
Christine Hope,1,39,37,40,37,37,35,35,35,34,33,32,31,28,27,22,3
Sharon Williams Losier,,0,38,38,38,37,35,34,33,34,32,31,30,28,27,10,3
Joffie C Pittman,,,0,37,37,34,35,33,32,34,31,30,29,29,27,9,3
Tracy B Roman,,,,0,36,37,35,36,32,34,32,33,30,28,28,10,3
Kai Scott,,,,,0,36,37,34,32,35,31,30,29,30,28,8,3
Ken Powell,,,,,,0,35,35,32,34,31,31,30,28,28,10,3
Abbe Fletman,,,,,,,0,33,30,34,30,29,27,29,27,7,3
Mia Roberts Perez,,,,,,,,0,30,33,30,31,28,27,27,8,3
Stephanie M Sawyer,,,,,,,,,0,30,33,32,32,29,28,10,3
Lyris Younge,,,,,,,,,,0,30,29,27,28,27,7,3
Daine Grey Jr,,,,,,,,,,,0,31,29,29,28,8,3
Michael Fanning,,,,,,,,,,,,1,30,28,28,9,3
Scott Diclaudio,,,,,,,,,,,,,0,26,26,9,3
Chris Mallios,,,,,,,,,,,,,,0,26,5,3
Rainy Papademetriou,,,,,,,,,,,,,,,0,6,3
Vincent Furlong,,,,,,,,,,,,,,,,0,3
Total,56,42,40,42,40,39,37,36,36,35,34,34,32,30,28,22,3
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Ken Powell,Abbe Fletman,Kai Scott,Mia Roberts Perez,Michael Fanning,Tracy B Roman,Stephanie M Sawyer,Vincent Furlong,Daine Grey Jr,Lyris Younge,Rainy Papademetriou,Chris Mallios,Scott Diclaudio,4
Christine Hope,3,38,35,44,40,39,40,35,35,36,32,32,32,31,28,28,4
Joffie C Pittman,,0,35,37,40,37,38,34,35,32,8,31,32,31,29,26,4
Sharon Williams Losier,,,0,35,33,31,33,28,34,28,8,27,29,28,25,26,4
Ken Powell,,,,0,40,40,39,37,33,36,10,33,33,32,30,28,4
Abbe Fletman,,,,,0,38,39,34,34,35,9,32,33,32,30,27,4
Kai Scott,,,,,,0,37,35,33,34,8,32,32,30,30,27,4
Mia Roberts Perez,,,,,,,0,33,33,34,8,32,31,33,30,27,4
Michael Fanning,,,,,,,,3,29,34,10,33,27,31,30,28,4
Tracy B Roman,,,,,,,,,0,28,7,28,31,28,26,27,4
Stephanie M Sawyer,,,,,,,,,,0,9,32,26,32,30,27,4
Vincent Furlong,,,,,,,,,,,4,7,4,7,5,7,4
Daine Grey Jr,,,,,,,,,,,,0,26,30,29,27,4
Lyris Younge,,,,,,,,,,,,,0,25,24,24,4
Rainy Papademetriou,,,,,,,,,,,,,,0,28,26,4
Chris Mallios,,,,,,,,,,,,,,,0,26,4
Scott Diclaudio,,,,,,,,,,,,,,,,0,4
Total,75,44,39,50,44,42,42,42,39,38,36,34,34,33,30,28,4
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,5
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Ken Powell,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Vincent Furlong,Lyris Younge,Kai Scott,Stephanie M Sawyer,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Chris Mallios,Daine Grey Jr,5
Christine Hope,1,43,40,40,41,41,41,41,40,36,36,36,33,33,32,31,5
Joffie C Pittman,,1,41,39,40,41,41,9,39,37,36,35,32,33,32,31,5
Sharon Williams Losier,,,0,39,38,41,38,8,36,35,35,33,31,33,31,30,5
Ken Powell,,,,0,38,38,38,6,37,37,33,33,31,31,31,30,5
Mia Roberts Perez,,,,,1,39,37,6,37,35,33,32,30,31,30,30,5
Tracy B Roman,,,,,,0,39,9,37,35,33,34,31,33,31,30,5
Abbe Fletman,,,,,,,0,9,37,36,35,34,34,32,32,31,5
Vincent Furlong,,,,,,,,1,7,6,8,8,7,7,6,4,5
Lyris Younge,,,,,,,,,0,36,32,33,32,31,32,30,5
Kai Scott,,,,,,,,,,1,32,32,31,31,31,29,5
Stephanie M Sawyer,,,,,,,,,,,0,31,31,30,30,30,5
Michael Fanning,,,,,,,,,,,,0,32,32,32,30,5
Rainy Papademetriou,,,,,,,,,,,,,0,31,31,29,5
Scott Diclaudio,,,,,,,,,,,,,,0,30,28,5
Chris Mallios,,,,,,,,,,,,,,,0,29,5
Daine Grey Jr,,,,,,,,,,,,,,,,1,5
Total,81,46,44,44,44,44,43,42,41,38,37,36,34,34,32,32,5
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,6
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ken Powell,Tracy B Roman,Abbe Fletman,Lyris Younge,Vincent Furlong,Mia Roberts Perez,Michael Fanning,Kai Scott,Scott Diclaudio,Stephanie M Sawyer,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,6
Christine Hope,5,86,85,91,92,85,86,80,82,81,83,81,81,75,75,67,6
Sharon Williams Losier,,2,87,86,88,82,82,18,79,79,81,78,75,72,74,69,6
Joffie C Pittman,,,1,81,84,82,81,19,80,77,79,76,74,71,73,65,6
Ken Powell,,,,2,87,84,81,18,79,75,80,75,73,70,73,65,6
Tracy B Roman,,,,,2,84,84,19,83,77,84,79,78,73,77,70,6
Abbe Fletman,,,,,,0,83,18,80,76,82,76,73,71,75,68,6
Lyris Younge,,,,,,,0,21,79,73,81,74,74,72,75,66,6
Vincent Furlong,,,,,,,,6,18,18,18,20,17,16,17,12,6
Mia Roberts Perez,,,,,,,,,1,71,80,73,71,70,73,65,6
Michael Fanning,,,,,,,,,,1,73,79,76,73,74,65,6
Kai Scott,,,,,,,,,,,0,74,74,71,75,67,6
Scott Diclaudio,,,,,,,,,,,,0,75,76,75,68,6
Stephanie M Sawyer,,,,,,,,,,,,,0,72,74,66,6
Chris Mallios,,,,,,,,,,,,,,2,73,65,6
Daine Grey Jr,,,,,,,,,,,,,,,0,68,6
Rainy Papademetriou,,,,,,,,,,,,,,,,0,6
Total,168,100,93,102,101,90,90,88,87,87,86,85,84,80,78,71,6
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,7
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Tracy B Roman,Ken Powell,Abbe Fletman,Mia Roberts Perez,Lyris Younge,Stephanie M Sawyer,Kai Scott,Chris Mallios,Michael Fanning,Daine Grey Jr,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,7
Christine Hope,10,79,76,87,81,81,78,79,77,77,75,74,70,66,67,64,7
Sharon Williams Losier,,0,74,72,73,73,69,69,65,70,64,64,62,61,59,17,7
Joffie C Pittman,,,1,71,73,72,69,69,65,70,65,65,63,61,59,16,7
Tracy B Roman,,,,1,77,80,79,80,75,77,73,72,70,67,67,21,7
Ken Powell,,,,,2,77,76,75,71,74,71,71,66,67,64,18,7
Abbe Fletman,,,,,,1,77,79,72,77,72,70,68,67,67,20,7
Mia Roberts Perez,,,,,,,1,78,72,74,71,69,66,67,64,18,7
Lyris Younge,,,,,,,,0,71,75,70,69,66,66,66,18,7
Stephanie M Sawyer,,,,,,,,,2,68,76,72,71,69,67,22,7
Kai Scott,,,,,,,,,,0,68,68,64,65,64,15,7
