col_1,col_2,col_3,col_4,col_5,division
,District Council 1st District,Judge Of The Municipal Court,,,All
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,All
Mark F Squilla,"2,252","3,669","3,175","3,132",All
Christine Hope,,387,"2,968","2,956",All
Sharon Williams Losier,,,30,"2,963",All
Joffie C Pittman,,,,46,All
Total,"6,393","4,148","3,296","3,267",All
,District Council 1st District,Judge Of The Municipal Court,,,1
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,1
Mark F Squilla,25,50,40,31,1
Christine Hope,,7,31,28,1
Sharon Williams Losier,,,0,29,1
Joffie C Pittman,,,,0,1
Total,84,57,40,31,1
,District Council 1st District,Judge Of The Municipal Court,,,2
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,2
Mark F Squilla,77,61,48,47,2
Christine Hope,,2,45,45,2
Joffie C Pittman,,,0,46,2
Sharon Williams Losier,,,,0,2
Total,142,63,48,47,2
,District Council 1st District,Judge Of The Municipal Court,,,3
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,3
Mark F Squilla,90,135,123,116,3
Christine Hope,,6,116,118,3
Sharon Williams Losier,,,1,114,3
Joffie C Pittman,,,,0,3
Total,234,144,125,119,3
,District Council 1st District,Judge Of The Municipal Court,,,4
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,4
Mark F Squilla,22,57,49,48,4
Christine Hope,,13,45,44,4
Joffie C Pittman,,,1,44,4
Sharon Williams Losier,,,,0,4
Total,88,72,51,50,4
,District Council 1st District,Judge Of The Municipal Court,,,5
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,5
Mark F Squilla,20,74,65,61,5
Christine Hope,,4,66,62,5
Sharon Williams Losier,,,3,62,5
Joffie C Pittman,,,,0,5
Total,98,82,72,63,5
,District Council 1st District,Judge Of The Municipal Court,,,6
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,6
Mark F Squilla,115,114,94,87,6
Christine Hope,,8,91,86,6
Sharon Williams Losier,,,1,87,6
Joffie C Pittman,,,,1,6
Total,238,125,98,91,6
,District Council 1st District,Judge Of The Municipal Court,,,7
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,7
Mark F Squilla,274,126,92,90,7
Christine Hope,,9,91,89,7
Joffie C Pittman,,,0,86,7
Sharon Williams Losier,,,,0,7
Total,408,139,95,94,7
,District Council 1st District,Judge Of The Municipal Court,,,8
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,8
Mark F Squilla,78,116,83,74,8
Christine Hope,,8,75,72,8
Sharon Williams Losier,,,0,73,8
Joffie C Pittman,,,,1,8
Total,205,125,84,76,8
,District Council 1st District,Judge Of The Municipal Court,,,9
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,9
Mark F Squilla,16,92,90,87,9
Christine Hope,,1,84,83,9
Joffie C Pittman,,,1,85,9
Sharon Williams Losier,,,,0,9
Total,118,95,92,89,9
,District Council 1st District,Judge Of The Municipal Court,,,10
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,10
Mark F Squilla,20,90,84,75,10
Christine Hope,,8,76,74,10
Sharon Williams Losier,,,3,76,10
Joffie C Pittman,,,,4,10
Total,119,99,89,81,10
,District Council 1st District,Judge Of The Municipal Court,,,11
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,11
Mark F Squilla,29,23,20,18,11
Christine Hope,,1,18,18,11
Joffie C Pittman,,,0,18,11
Sharon Williams Losier,,,,0,11
Total,54,25,20,19,11
,District Council 1st District,Judge Of The Municipal Court,,,12
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,12
Mark F Squilla,20,34,35,31,12
Christine Hope,,12,29,30,12
Sharon Williams Losier,,,0,30,12
Joffie C Pittman,,,,0,12
Total,62,47,36,32,12
,District Council 1st District,Judge Of The Municipal Court,,,13
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,13
Mark F Squilla,18,93,89,90,13
Christine Hope,,2,87,85,13
Joffie C Pittman,,,1,85,13
Sharon Williams Losier,,,,0,13
Total,120,97,93,92,13
,District Council 1st District,Judge Of The Municipal Court,,,15
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,15
Mark F Squilla,165,140,119,110,15
Christine Hope,,9,110,103,15
Sharon Williams Losier,,,0,106,15
Joffie C Pittman,,,,1,15
Total,321,151,121,112,15
,District Council 1st District,Judge Of The Municipal Court,,,16
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,16
Mark F Squilla,6,25,25,24,16
Christine Hope,,5,24,23,16
Sharon Williams Losier,,,1,23,16
Joffie C Pittman,,,,1,16
Total,36,32,28,26,16
,District Council 1st District,Judge Of The Municipal Court,,,17
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,17
Mark F Squilla,13,32,30,29,17
Christine Hope,,8,24,24,17
Sharon Williams Losier,,,0,27,17
Joffie C Pittman,,,,0,17
Total,53,40,30,29,17
,District Council 1st District,Judge Of The Municipal Court,,,18
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,18
Mark F Squilla,3,65,57,59,18
Christine Hope,,4,55,56,18
Joffie C Pittman,,,4,54,18
Sharon Williams Losier,,,,0,18
Total,73,69,61,59,18
,District Council 1st District,Judge Of The Municipal Court,,,19
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,19
Mark F Squilla,25,39,32,34,19
Christine Hope,,2,33,31,19
Joffie C Pittman,,,1,31,19
Sharon Williams Losier,,,,0,19
Total,67,42,34,34,19
,District Council 1st District,Judge Of The Municipal Court,,,20
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,20
Mark F Squilla,147,121,91,88,20
Christine Hope,,10,80,81,20
Sharon Williams Losier,,,1,82,20
Joffie C Pittman,,,,0,20
Total,289,134,95,91,20
,District Council 1st District,Judge Of The Municipal Court,,,21
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,21
Mark F Squilla,248,69,68,59,21
Christine Hope,,6,60,57,21
Sharon Williams Losier,,,1,58,21
Joffie C Pittman,,,,0,21
Total,331,78,72,61,21
,District Council 1st District,Judge Of The Municipal Court,,,22
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,22
Mark F Squilla,48,68,58,52,22
Christine Hope,,5,53,52,22
Sharon Williams Losier,,,2,53,22
Joffie C Pittman,,,,1,22
Total,127,78,64,57,22
,District Council 1st District,Judge Of The Municipal Court,,,23
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,23
Mark F Squilla,2,63,62,60,23
Christine Hope,,3,57,57,23
Joffie C Pittman,,,0,57,23
Sharon Williams Losier,,,,1,23
Total,72,66,62,61,23
,District Council 1st District,Judge Of The Municipal Court,,,24
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,24
Mark F Squilla,84,145,139,131,24
Christine Hope,,4,126,126,24
Sharon Williams Losier,,,2,125,24
Joffie C Pittman,,,,1,24
Total,248,150,141,133,24
,District Council 1st District,Judge Of The Municipal Court,,,25
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,25
Mark F Squilla,37,93,79,75,25
Christine Hope,,19,72,70,25
Sharon Williams Losier,,,0,69,25
Joffie C Pittman,,,,2,25
Total,146,114,81,79,25
,District Council 1st District,Judge Of The Municipal Court,,,26
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,26
Mark F Squilla,29,103,100,94,26
Christine Hope,,11,93,90,26
Joffie C Pittman,,,4,93,26
Sharon Williams Losier,,,,0,26
Total,152,120,111,101,26
,District Council 1st District,Judge Of The Municipal Court,,,27
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,27
Mark F Squilla,20,96,95,84,27
Christine Hope,,14,76,76,27
Joffie C Pittman,,,0,80,27
Sharon Williams Losier,,,,2,27
Total,140,111,97,88,27
,District Council 1st District,Judge Of The Municipal Court,,,28
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,28
Mark F Squilla,68,67,66,64,28
Christine Hope,,3,60,60,28
Sharon Williams Losier,,,0,63,28
Joffie C Pittman,,,,0,28
Total,144,71,67,65,28
,District Council 1st District,Judge Of The Municipal Court,,,29
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,29
Mark F Squilla,62,58,39,37,29
Christine Hope,,9,39,35,29
Joffie C Pittman,,,0,35,29
Sharon Williams Losier,,,,0,29
Total,124,68,40,38,29
,District Council 1st District,Judge Of The Municipal Court,,,30
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,30
Mark F Squilla,29,109,112,108,30
Christine Hope,,12,102,103,30
Joffie C Pittman,,,3,102,30
Sharon Williams Losier,,,,3,30
Total,158,124,118,114,30
,District Council 1st District,Judge Of The Municipal Court,,,31
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,31
Mark F Squilla,51,96,83,83,31
Christine Hope,,22,78,74,31
Sharon Williams Losier,,,0,76,31
Joffie C Pittman,,,,0,31
Total,160,119,84,83,31
,District Council 1st District,Judge Of The Municipal Court,,,32
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,32
Mark F Squilla,25,65,64,60,32
Christine Hope,,8,61,58,32
Sharon Williams Losier,,,1,58,32
Joffie C Pittman,,,,2,32
Total,98,75,67,64,32
,District Council 1st District,Judge Of The Municipal Court,,,33
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,33
Mark F Squilla,27,90,76,75,33
Christine Hope,,12,73,71,33
Joffie C Pittman,,,1,72,33
Sharon Williams Losier,,,,0,33
Total,123,102,77,75,33
,District Council 1st District,Judge Of The Municipal Court,,,34
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,34
Mark F Squilla,7,84,81,77,34
Christine Hope,,1,77,76,34
Sharon Williams Losier,,,1,76,34
Joffie C Pittman,,,,1,34
Total,98,86,83,79,34
,District Council 1st District,Judge Of The Municipal Court,,,35
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,35
Mark F Squilla,28,85,74,70,35
Christine Hope,,12,67,65,35
Joffie C Pittman,,,0,70,35
Sharon Williams Losier,,,,0,35
Total,128,101,80,75,35
,District Council 1st District,Judge Of The Municipal Court,,,37
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,37
Mark F Squilla,38,91,77,74,37
Christine Hope,,13,71,69,37
Joffie C Pittman,,,1,72,37
Sharon Williams Losier,,,,1,37
Total,143,108,85,79,37
,District Council 1st District,Judge Of The Municipal Court,,,38
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,38
Mark F Squilla,21,117,103,102,38
Christine Hope,,4,97,100,38
Joffie C Pittman,,,2,98,38
Sharon Williams Losier,,,,2,38
Total,148,123,107,106,38
,District Council 1st District,Judge Of The Municipal Court,,,39
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,39
Mark F Squilla,29,118,102,101,39
Christine Hope,,28,102,101,39
Joffie C Pittman,,,0,102,39
Sharon Williams Losier,,,,1,39
Total,152,149,105,105,39
,District Council 1st District,Judge Of The Municipal Court,,,40
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,40
Mark F Squilla,10,31,31,27,40
Christine Hope,,2,32,28,40
Joffie C Pittman,,,1,29,40
Sharon Williams Losier,,,,0,40
Total,44,36,35,30,40
,District Council 1st District,Judge Of The Municipal Court,,,42
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,42
Mark F Squilla,37,73,65,60,42
Christine Hope,,12,57,56,42
Sharon Williams Losier,,,1,57,42
Joffie C Pittman,,,,1,42
Total,123,86,68,63,42
,District Council 1st District,Judge Of The Municipal Court,,,43
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,43
Mark F Squilla,40,93,73,70,43
Christine Hope,,13,67,69,43
Sharon Williams Losier,,,0,68,43
Joffie C Pittman,,,,0,43
Total,143,108,75,72,43
,District Council 1st District,Judge Of The Municipal Court,,,44
,Mark F Squilla,Christine Hope,Sharon Williams Losier,Joffie C Pittman,44
Mark F Squilla,31,67,55,55,44
Christine Hope,,17,50,49,44
Sharon Williams Losier,,,1,51,44
Joffie C Pittman,,,,0,44
Total,109,85,57,56,44
,District Council 1st District,Judge Of The Municipal Court,,,45
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,45
Mark F Squilla,54,144,127,119,45
Christine Hope,,14,113,110,45
Joffie C Pittman,,,9,112,45
Sharon Williams Losier,,,,0,45
Total,223,163,140,123,45
,District Council 1st District,Judge Of The Municipal Court,,,46
,Mark F Squilla,Christine Hope,Joffie C Pittman,Sharon Williams Losier,46
Mark F Squilla,64,157,145,131,46
Christine Hope,,24,128,129,46
Joffie C Pittman,,,1,129,46
Sharon Williams Losier,,,,1,46
Total,250,189,153,140,46
