col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,All
Kevin M Dougherty,374,"3,114","3,099",45,26,35,27,"4,254",All
Christine Donohue,,36,"3,103",37,21,13,15,"2,993",All
David Wecht,,,47,25,18,7,18,"2,942",All
Judy Olson,,,,11,114,121,4,74,All
Mike George,,,,,7,102,3,51,All
Anne Covey,,,,,,4,6,48,All
Paul P Panepinto,,,,,,,2,32,All
Kenyatta Johnson,,,,,,,,59,All
Total,"5,006","3,412","3,382",199,155,152,45,"4,629",All
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,1
Kevin M Dougherty,8,37,32,2,0,0,0,53,1
David Wecht,,1,36,1,0,0,0,34,1
Christine Donohue,,,0,0,0,0,0,32,1
Judy Olson,,,,0,3,3,0,0,1
Mike George,,,,,1,3,0,0,1
Anne Covey,,,,,,0,0,0,1
Paul P Panepinto,,,,,,,0,0,1
Kenyatta Johnson,,,,,,,,2,1
Total,68,44,38,5,4,3,0,60,1
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Kenyatta Johnson,2
Kevin M Dougherty,8,76,75,1,1,1,0,91,2
Christine Donohue,,1,76,2,0,0,0,72,2
David Wecht,,,1,1,0,0,0,68,2
Mike George,,,,0,0,0,0,2,2
Anne Covey,,,,,0,1,0,1,2
Judy Olson,,,,,,0,0,1,2
Paul P Panepinto,,,,,,,0,0,2
Kenyatta Johnson,,,,,,,,2,2
Total,109,84,80,2,1,1,0,101,2
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,3
Kevin M Dougherty,18,128,121,0,0,1,0,139,3
Christine Donohue,,1,128,1,3,0,0,115,3
David Wecht,,,3,1,3,0,0,113,3
Judy Olson,,,,1,1,1,0,3,3
Mike George,,,,,0,1,0,3,3
Anne Covey,,,,,,0,0,2,3
Paul P Panepinto,,,,,,,1,0,3
Kenyatta Johnson,,,,,,,,3,3
Total,178,140,136,4,4,2,1,155,3
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,5
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Kenyatta Johnson,5
Kevin M Dougherty,11,81,78,0,1,0,0,146,5
David Wecht,,4,81,1,0,0,0,81,5
Christine Donohue,,,2,1,0,0,0,79,5
Judy Olson,,,,0,2,2,0,0,5
Mike George,,,,,0,2,0,0,5
Anne Covey,,,,,,0,0,0,5
Paul P Panepinto,,,,,,,0,0,5
Kenyatta Johnson,,,,,,,,1,5
Total,165,94,89,3,3,2,0,157,5
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,6
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Kenyatta Johnson,6
Kevin M Dougherty,4,40,39,0,0,0,0,59,6
David Wecht,,2,39,0,0,0,0,38,6
Christine Donohue,,,0,0,0,0,0,37,6
Mike George,,,,1,1,1,0,0,6
Anne Covey,,,,,0,1,0,0,6
Judy Olson,,,,,,0,0,0,6
Paul P Panepinto,,,,,,,0,0,6
Kenyatta Johnson,,,,,,,,0,6
Total,67,44,41,2,1,1,0,63,6
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,7
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Kenyatta Johnson,7
Kevin M Dougherty,12,73,72,2,1,0,0,98,7
Christine Donohue,,3,76,2,1,0,1,68,7
David Wecht,,,0,1,1,0,1,70,7
Judy Olson,,,,0,3,2,0,5,7
Anne Covey,,,,,0,2,0,3,7
Mike George,,,,,,0,0,2,7
Paul P Panepinto,,,,,,,0,1,7
Kenyatta Johnson,,,,,,,,2,7
Total,121,85,83,5,4,2,1,113,7
,Justice Of The Supreme Court,,,,,,,District Council 2nd District,8
