col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Kenyatta Johnson,Mia Roberts Perez,Abbe Fletman,Ken Powell,Kai Scott,Tracy B Roman,Stephanie M Sawyer,Lyris Younge,Rainy Papademetriou,Chris Mallios,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,All
Kenyatta Johnson,49,478,467,466,470,435,406,416,401,398,385,378,347,38,All
Mia Roberts Perez,,3,494,471,490,452,433,437,432,423,423,413,369,39,All
Abbe Fletman,,,3,475,491,445,425,436,430,435,417,416,372,35,All
Ken Powell,,,,6,474,444,417,436,409,406,408,409,364,32,All
Kai Scott,,,,,0,437,420,438,420,423,415,413,365,32,All
Tracy B Roman,,,,,,3,392,437,375,371,378,377,366,38,All
Stephanie M Sawyer,,,,,,,1,385,421,415,422,409,370,40,All
Lyris Younge,,,,,,,,1,371,373,374,373,361,30,All
Rainy Papademetriou,,,,,,,,,5,419,411,409,360,33,All
Chris Mallios,,,,,,,,,,0,407,407,364,33,All
Daine Grey Jr,,,,,,,,,,,0,412,367,34,All
Michael Fanning,,,,,,,,,,,,0,370,34,All
Scott Diclaudio,,,,,,,,,,,,,3,29,All
Vincent Furlong,,,,,,,,,,,,,,23,All
Total,631,546,545,535,528,491,466,464,463,452,439,428,383,77,All
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,9
,Kenyatta Johnson,Ken Powell,Abbe Fletman,Mia Roberts Perez,Kai Scott,Tracy B Roman,Lyris Younge,Stephanie M Sawyer,Daine Grey Jr,Rainy Papademetriou,Chris Mallios,Michael Fanning,Scott Diclaudio,Vincent Furlong,9
Kenyatta Johnson,14,91,87,90,91,80,78,76,74,67,65,64,60,5,9
Ken Powell,,2,84,79,82,79,80,68,66,64,63,64,60,6,9
Abbe Fletman,,,2,83,85,77,80,71,70,69,67,67,61,6,9
Mia Roberts Perez,,,,0,87,77,78,73,72,70,66,66,62,7,9
Kai Scott,,,,,0,74,77,72,72,69,65,66,60,5,9
Tracy B Roman,,,,,,1,80,63,62,58,55,59,60,6,9
Lyris Younge,,,,,,,0,63,62,60,58,61,61,6,9
Stephanie M Sawyer,,,,,,,,0,74,69,67,66,61,6,9
Daine Grey Jr,,,,,,,,,0,68,65,67,62,6,9
Rainy Papademetriou,,,,,,,,,,0,65,65,57,6,9
Chris Mallios,,,,,,,,,,,0,62,57,4,9
Michael Fanning,,,,,,,,,,,,0,60,5,9
Scott Diclaudio,,,,,,,,,,,,,1,5,9
Vincent Furlong,,,,,,,,,,,,,,3,9
Total,134,101,99,99,96,91,87,81,78,75,70,68,65,13,9
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,19
,Kenyatta Johnson,Abbe Fletman,Mia Roberts Perez,Kai Scott,Ken Powell,Stephanie M Sawyer,Tracy B Roman,Rainy Papademetriou,Lyris Younge,Chris Mallios,Michael Fanning,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,19
Kenyatta Johnson,13,101,101,101,97,90,92,88,92,87,82,80,77,14,19
Abbe Fletman,,0,115,117,109,104,106,102,101,102,101,95,93,12,19
Mia Roberts Perez,,,1,112,108,104,105,101,99,99,98,95,89,13,19
Kai Scott,,,,0,110,102,103,99,102,101,100,96,91,12,19
Ken Powell,,,,,1,102,102,98,103,96,96,94,87,12,19
Stephanie M Sawyer,,,,,,1,96,102,93,99,98,96,90,14,19
Tracy B Roman,,,,,,,1,91,99,88,92,89,90,15,19
Rainy Papademetriou,,,,,,,,2,87,98,97,92,88,10,19
Lyris Younge,,,,,,,,,1,89,88,87,88,12,19
Chris Mallios,,,,,,,,,,0,95,93,88,11,19
Michael Fanning,,,,,,,,,,,0,96,90,11,19
Daine Grey Jr,,,,,,,,,,,,0,87,11,19
Scott Diclaudio,,,,,,,,,,,,,2,10,19
Vincent Furlong,,,,,,,,,,,,,,5,19
Total,133,127,124,123,119,112,112,111,109,105,102,98,95,22,19
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,20
,Kenyatta Johnson,Ken Powell,Abbe Fletman,Mia Roberts Perez,Tracy B Roman,Lyris Younge,Kai Scott,Rainy Papademetriou,Chris Mallios,Daine Grey Jr,Michael Fanning,Stephanie M Sawyer,Scott Diclaudio,Vincent Furlong,20
Kenyatta Johnson,2,67,63,66,63,60,60,59,58,55,56,53,52,4,20
Ken Powell,,0,66,68,66,64,63,63,62,60,61,59,56,5,20
Abbe Fletman,,,0,67,63,65,64,62,63,61,60,59,55,4,20
Mia Roberts Perez,,,,0,66,64,64,63,63,60,60,58,55,4,20
Tracy B Roman,,,,,1,63,61,59,59,56,57,55,54,4,20
Lyris Younge,,,,,,0,63,59,60,58,58,58,54,4,20
Kai Scott,,,,,,,0,59,58,57,56,57,52,3,20
Rainy Papademetriou,,,,,,,,0,63,61,60,60,55,4,20
Chris Mallios,,,,,,,,,0,60,60,60,55,4,20
Daine Grey Jr,,,,,,,,,,0,59,58,54,3,20
Michael Fanning,,,,,,,,,,,0,58,56,4,20
Stephanie M Sawyer,,,,,,,,,,,,0,54,3,20
Scott Diclaudio,,,,,,,,,,,,,0,1,20
Vincent Furlong,,,,,,,,,,,,,,5,20
Total,77,76,72,72,70,67,66,66,65,62,61,60,56,11,20
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,21
,Kenyatta Johnson,Ken Powell,Kai Scott,Mia Roberts Perez,Abbe Fletman,Tracy B Roman,Lyris Younge,Stephanie M Sawyer,Chris Mallios,Michael Fanning,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,21
Kenyatta Johnson,8,90,91,89,84,84,81,78,73,73,72,71,68,7,21
Ken Powell,,2,89,87,85,83,81,77,75,76,75,74,67,4,21
Kai Scott,,,0,89,86,85,84,79,76,77,75,75,68,5,21
Mia Roberts Perez,,,,1,86,85,83,80,76,76,76,75,69,6,21
Abbe Fletman,,,,,0,81,80,76,77,76,75,74,68,5,21
Tracy B Roman,,,,,,0,83,74,71,72,70,70,68,5,21
Lyris Younge,,,,,,,0,72,70,71,69,69,66,3,21
Stephanie M Sawyer,,,,,,,,0,76,76,76,75,69,6,21
Chris Mallios,,,,,,,,,0,76,75,74,68,5,21
Michael Fanning,,,,,,,,,,0,75,74,68,5,21
Daine Grey Jr,,,,,,,,,,,0,73,67,4,21
Rainy Papademetriou,,,,,,,,,,,,1,66,5,21
Scott Diclaudio,,,,,,,,,,,,,0,5,21
Vincent Furlong,,,,,,,,,,,,,,4,21
Total,112,96,95,94,88,87,84,82,77,77,76,76,69,12,21
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,22
,Kenyatta Johnson,Abbe Fletman,Mia Roberts Perez,Kai Scott,Ken Powell,Chris Mallios,Rainy Papademetriou,Stephanie M Sawyer,Tracy B Roman,Daine Grey Jr,Michael Fanning,Lyris Younge,Scott Diclaudio,Vincent Furlong,22
Kenyatta Johnson,12,132,132,127,121,115,116,109,116,104,103,105,90,8,22
Abbe Fletman,,1,143,139,131,126,123,115,118,116,112,110,95,8,22
Mia Roberts Perez,,,1,138,129,119,123,118,119,120,113,113,94,9,22
Kai Scott,,,,0,130,123,118,110,114,115,114,112,94,7,22
Ken Powell,,,,,1,110,110,111,114,113,112,108,94,5,22
Chris Mallios,,,,,,0,119,113,98,114,114,96,96,9,22
Rainy Papademetriou,,,,,,,2,115,97,117,113,96,94,8,22
Stephanie M Sawyer,,,,,,,,0,104,118,111,99,96,11,22
Tracy B Roman,,,,,,,,,0,101,97,112,94,8,22
Daine Grey Jr,,,,,,,,,,0,115,98,97,10,22
Michael Fanning,,,,,,,,,,,0,95,96,9,22
Lyris Younge,,,,,,,,,,,,0,92,5,22
Scott Diclaudio,,,,,,,,,,,,,0,8,22
Vincent Furlong,,,,,,,,,,,,,,6,22
Total,175,159,157,148,143,135,135,131,131,125,120,117,98,19,22
