col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Mayor,,,,,District Council 3rd District,1
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Jannie L Blackwell,1
Jim Kenney,9,0,0,0,0,103,1
Melissa Murray Bailey,,2,0,0,0,1,1
Boris Kindij,,,0,0,0,0,1
James Foster,,,,0,0,0,1
Osborne Hart,,,,,0,0,1
Jannie L Blackwell,,,,,,4,1
Total,112,3,0,0,0,108,1
,Mayor,,,,,District Council 3rd District,2
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Jannie L Blackwell,2
Jim Kenney,15,0,0,0,0,86,2
Melissa Murray Bailey,,3,0,0,0,3,2
Osborne Hart,,,0,0,0,1,2
Boris Kindij,,,,0,0,0,2
James Foster,,,,,0,0,2
Jannie L Blackwell,,,,,,3,2
Total,101,6,1,0,0,93,2
,Mayor,,,,,District Council 3rd District,3
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Jannie L Blackwell,3
Jim Kenney,10,0,0,0,0,91,3
Melissa Murray Bailey,,0,0,0,0,2,3
Boris Kindij,,,0,0,0,1,3
James Foster,,,,0,0,1,3
Osborne Hart,,,,,0,0,3
Jannie L Blackwell,,,,,,4,3
Total,101,2,1,1,0,99,3
,District Council 3rd District,Mayor,,,,,4
,Jannie L Blackwell,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,4
Jannie L Blackwell,3,103,3,0,0,0,4
Jim Kenney,,4,0,0,0,0,4
Melissa Murray Bailey,,,2,0,0,0,4
Boris Kindij,,,,0,0,0,4
James Foster,,,,,0,0,4
Osborne Hart,,,,,,0,4
Total,109,107,5,0,0,0,4
,Mayor,,,,,District Council 3rd District,5
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Jannie L Blackwell,5
Jim Kenney,16,0,0,0,0,104,5
Melissa Murray Bailey,,1,0,0,0,2,5
Osborne Hart,,,1,0,0,1,5
Boris Kindij,,,,0,0,1,5
James Foster,,,,,0,1,5
Jannie L Blackwell,,,,,,10,5
Total,120,3,2,1,1,119,5
,Mayor,,,,,District Council 3rd District,6
,Jim Kenney,Osborne Hart,Melissa Murray Bailey,Boris Kindij,James Foster,Jannie L Blackwell,6
Jim Kenney,30,0,0,0,0,129,6
Osborne Hart,,2,0,0,0,5,6
Melissa Murray Bailey,,,1,0,0,4,6
Boris Kindij,,,,2,0,2,6
James Foster,,,,,0,0,6
Jannie L Blackwell,,,,,,3,6
Total,159,7,5,4,0,143,6
,District Council 3rd District,Mayor,,,,,7
,Jannie L Blackwell,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,7
Jannie L Blackwell,5,82,1,0,0,0,7
