col_1,col_2,division
,District Council 2nd District,1
,Kenyatta Johnson,1
Kenyatta Johnson,252,1
Total,252,1
,District Council 2nd District,2
,Kenyatta Johnson,2
Kenyatta Johnson,152,2
Total,152,2
,District Council 2nd District,3
,Kenyatta Johnson,3
Kenyatta Johnson,89,3
Total,89,3
,District Council 2nd District,4
,Kenyatta Johnson,4
Kenyatta Johnson,64,4
Total,64,4
,District Council 2nd District,5
,Kenyatta Johnson,5
Kenyatta Johnson,127,5
Total,127,5
,District Council 2nd District,6
,Kenyatta Johnson,6
Kenyatta Johnson,198,6
Total,198,6
,District Council 2nd District,7
,Kenyatta Johnson,7
Kenyatta Johnson,229,7
Total,229,7
,District Council 2nd District,8
,Kenyatta Johnson,8
Kenyatta Johnson,192,8
Total,192,8
,District Council 2nd District,9
,Kenyatta Johnson,9
Kenyatta Johnson,175,9
Total,175,9
,District Council 2nd District,10
,Kenyatta Johnson,10
Kenyatta Johnson,98,10
Total,98,10
,District Council 2nd District,11
,Kenyatta Johnson,11
Kenyatta Johnson,116,11
Total,116,11
,District Council 2nd District,12
,Kenyatta Johnson,12
Kenyatta Johnson,131,12
Total,131,12
,District Council 2nd District,13
,Kenyatta Johnson,13
Kenyatta Johnson,181,13
Total,181,13
,District Council 2nd District,14
,Kenyatta Johnson,14
Kenyatta Johnson,109,14
Total,109,14
,District Council 2nd District,15
,Kenyatta Johnson,15
Kenyatta Johnson,157,15
Total,157,15
,District Council 2nd District,16
,Kenyatta Johnson,16
Kenyatta Johnson,176,16
Total,176,16
,District Council 2nd District,17
,Kenyatta Johnson,17
Kenyatta Johnson,228,17
Total,228,17
,District Council 2nd District,All
,Kenyatta Johnson,All
Kenyatta Johnson,"2,674",All
Total,"2,674",All
