col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court,,,,,,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,All
Kevin M Dougherty,"44,900","144,382","142,635","4,997","2,921","2,447","2,492",All
Christine Donohue,,"6,929","145,813","7,104","1,632","1,437","2,546",All
David Wecht,,,"6,298","5,754","1,076","1,477","2,067",All
Judy Olson,,,,"1,289","16,489","15,581",912,All
Anne Covey,,,,,572,"14,288",547,All
Mike George,,,,,,988,622,All
Paul P Panepinto,,,,,,,544,All
Total,"200,177","162,612","159,722","27,590","19,518","19,441","5,559",All
