col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Commonwealth Court,,Sheriff,,All
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,All
Michael Wojcik,99,0,"1,284",47,All
Paul Lalley,,4,10,38,All
Jewell Williams,,,115,0,All
Christopher Sawyer,,,,15,All
Total,"1,430",52,"1,409",100,All
,Judge Of The Commonwealth Court,,Sheriff,,1
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,1
Michael Wojcik,6,0,46,6,1
Paul Lalley,,0,0,2,1
Jewell Williams,,,4,0,1
Christopher Sawyer,,,,2,1
Total,58,2,50,10,1
,Sheriff,,Judge Of The Commonwealth Court,,2
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,2
Jewell Williams,4,0,28,0,2
Christopher Sawyer,,0,0,0,2
Michael Wojcik,,,4,0,2
Paul Lalley,,,,0,2
Total,32,0,32,0,2
,Judge Of The Commonwealth Court,,Sheriff,,3
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,3
Michael Wojcik,10,0,135,14,3
Paul Lalley,,1,2,8,3
Jewell Williams,,,5,0,3
Christopher Sawyer,,,,2,3
Total,159,11,142,24,3
,Sheriff,,Judge Of The Commonwealth Court,,4
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,4
Jewell Williams,4,0,43,0,4
Christopher Sawyer,,0,0,4,4
Michael Wojcik,,,2,0,4
Paul Lalley,,,,0,4
Total,47,4,45,4,4
,Sheriff,,Judge Of The Commonwealth Court,,5
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,5
Jewell Williams,4,0,25,1,5
Christopher Sawyer,,0,0,0,5
Michael Wojcik,,,3,0,5
Paul Lalley,,,,0,5
Total,30,0,28,1,5
,Sheriff,,Judge Of The Commonwealth Court,,6
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,6
Jewell Williams,8,0,43,0,6
Christopher Sawyer,,0,0,2,6
Michael Wojcik,,,5,0,6
Paul Lalley,,,,0,6
Total,51,2,48,2,6
,Sheriff,,Judge Of The Commonwealth Court,,7
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,7
Jewell Williams,4,0,22,1,7
Christopher Sawyer,,0,0,0,7
Michael Wojcik,,,0,0,7
Paul Lalley,,,,0,7
Total,27,0,22,1,7
,Judge Of The Commonwealth Court,,Sheriff,,8
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,8
Michael Wojcik,3,0,49,2,8
Paul Lalley,,0,0,2,8
Jewell Williams,,,1,0,8
Christopher Sawyer,,,,1,8
Total,54,2,50,5,8
,Sheriff,,Judge Of The Commonwealth Court,,9
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,9
Jewell Williams,6,0,46,1,9
Christopher Sawyer,,0,2,0,9
Michael Wojcik,,,3,0,9
Paul Lalley,,,,0,9
Total,53,2,51,1,9
,Judge Of The Commonwealth Court,,Sheriff,,10
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,10
Michael Wojcik,9,0,137,7,10
Paul Lalley,,1,0,6,10
Jewell Williams,,,13,0,10
Christopher Sawyer,,,,0,10
Total,153,7,150,13,10
,Judge Of The Commonwealth Court,,Sheriff,,11
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,11
Michael Wojcik,8,0,80,2,11
Paul Lalley,,1,0,7,11
Jewell Williams,,,7,0,11
Christopher Sawyer,,,,1,11
Total,90,8,87,10,11
,Judge Of The Commonwealth Court,,Sheriff,,12
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,12
Michael Wojcik,10,0,106,1,12
Paul Lalley,,1,1,1,12
Jewell Williams,,,9,0,12
Christopher Sawyer,,,,1,12
Total,117,3,116,3,12
,Judge Of The Commonwealth Court,,Sheriff,,13
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,13
Michael Wojcik,9,0,114,4,13
Paul Lalley,,0,1,3,13
Jewell Williams,,,8,0,13
Christopher Sawyer,,,,2,13
Total,127,4,123,9,13
,Judge Of The Commonwealth Court,,Sheriff,,14
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,14
Michael Wojcik,6,0,62,3,14
Paul Lalley,,0,0,0,14
Jewell Williams,,,8,0,14
Christopher Sawyer,,,,0,14
Total,71,0,70,3,14
,Sheriff,,Judge Of The Commonwealth Court,,15
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,15
Jewell Williams,8,0,63,1,15
Christopher Sawyer,,0,2,2,15
Michael Wojcik,,,6,0,15
Paul Lalley,,,,0,15
Total,72,4,71,3,15
,Judge Of The Commonwealth Court,,Sheriff,,16
,Michael Wojcik,Paul Lalley,Jewell Williams,Christopher Sawyer,16
Michael Wojcik,7,0,102,3,16
Paul Lalley,,0,1,0,16
Jewell Williams,,,7,0,16
Christopher Sawyer,,,,1,16
Total,112,1,110,4,16
,Sheriff,,Judge Of The Commonwealth Court,,17
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,17
Jewell Williams,10,0,61,1,17
Christopher Sawyer,,3,0,0,17
Michael Wojcik,,,4,0,17
Paul Lalley,,,,0,17
Total,72,3,65,1,17
,Sheriff,,Judge Of The Commonwealth Court,,18
,Jewell Williams,Christopher Sawyer,Michael Wojcik,Paul Lalley,18
Jewell Williams,5,0,122,0,18
Christopher Sawyer,,2,1,1,18
Michael Wojcik,,,4,0,18
Paul Lalley,,,,0,18
Total,127,4,127,1,18
