col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ken Powell,Mia Roberts Perez,Kai Scott,Tracy B Roman,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,All
Anthony Clark,"4,772","122,769","4,402","129,189","124,921","124,037","124,155","121,071","120,156","107,366","104,396","103,673","104,897","102,870","101,386","9,428",All
Lisa M Deeley,,"2,414","10,492","129,283","129,699","128,240","125,828","127,167","121,929","113,600","109,935","110,336","109,814","109,130","104,071","11,913",All
Al Schmidt,,,"2,064","12,207","11,346","11,244","10,560","11,586","9,038","11,970","11,794","11,723","10,360","10,246","9,913","26,134",All
Ken Powell,,,,"1,964","132,532","132,905","129,959","131,448","127,090","115,556","114,150","113,677","113,455","111,561","107,983","12,782",All
Mia Roberts Perez,,,,,"1,183","133,677","130,128","131,733","127,381","116,853","112,467","113,539","114,190","112,589","107,246","12,086",All
Kai Scott,,,,,,705,"128,531","133,004","127,583","115,786","112,688","114,267","113,764","112,616","106,755","11,701",All
Tracy B Roman,,,,,,,"1,014","127,436","127,374","113,377","110,027","109,246","110,324","107,807","108,048","12,838",All
Abbe Fletman,,,,,,,,512,"126,068","114,539","112,234","114,187","112,598","112,353","106,637","11,568",All
Lyris Younge,,,,,,,,,468,"110,673","108,611","108,256","109,535","107,070","106,397","10,995",All
Stephanie M Sawyer,,,,,,,,,,280,"114,219","113,898","115,494","112,577","108,388","12,989",All
Michael Fanning,,,,,,,,,,,340,"112,888","112,843","110,716","108,201","12,773",All
Chris Mallios,,,,,,,,,,,,142,"112,317","112,205","107,923","12,002",All
Daine Grey Jr,,,,,,,,,,,,,149,"111,052","107,023","11,660",All
Rainy Papademetriou,,,,,,,,,,,,,,225,"105,548","10,059",All
Scott Diclaudio,,,,,,,,,,,,,,,307,"11,456",All
Vincent Furlong,,,,,,,,,,,,,,,,"1,729",All
Total,"153,487","152,130","37,239","152,041","146,975","144,696","142,533","141,199","134,584","125,951","120,884","120,789","120,181","118,709","113,585","36,377",All
