col_1,col_2,col_3,col_4,col_5,division
,Register Of Wills,,Sheriff,,1
,Ronald R Donatucci,Ross Feinberg,Jewell Williams,Christopher Sawyer,1
Ronald R Donatucci,7,0,48,4,1
Ross Feinberg,,1,1,3,1
Jewell Williams,,,6,0,1
Christopher Sawyer,,,,0,1
Total,59,5,55,7,1
,Sheriff,,Register Of Wills,,2
,Jewell Williams,Christopher Sawyer,Ronald R Donatucci,Ross Feinberg,2
Jewell Williams,6,0,92,0,2
Christopher Sawyer,,1,0,0,2
Ronald R Donatucci,,,5,0,2
Ross Feinberg,,,,0,2
Total,98,1,97,0,2
,Register Of Wills,,Sheriff,,3
,Ronald R Donatucci,Ross Feinberg,Jewell Williams,Christopher Sawyer,3
Ronald R Donatucci,9,0,148,3,3
Ross Feinberg,,0,1,0,3
Jewell Williams,,,9,0,3
Christopher Sawyer,,,,0,3
Total,160,1,158,3,3
,Register Of Wills,,Sheriff,,4
,Ronald R Donatucci,Ross Feinberg,Jewell Williams,Christopher Sawyer,4
Ronald R Donatucci,2,0,115,2,4
Ross Feinberg,,0,0,1,4
Jewell Williams,,,3,0,4
Christopher Sawyer,,,,0,4
Total,119,1,118,3,4
,Sheriff,,Register Of Wills,,5
,Jewell Williams,Christopher Sawyer,Ronald R Donatucci,Ross Feinberg,5
Jewell Williams,12,0,137,0,5
Christopher Sawyer,,1,0,3,5
Ronald R Donatucci,,,4,0,5
Ross Feinberg,,,,0,5
Total,149,4,141,3,5
,Sheriff,,Register Of Wills,,6
,Jewell Williams,Christopher Sawyer,Ronald R Donatucci,Ross Feinberg,6
Jewell Williams,7,0,53,0,6
Christopher Sawyer,,0,0,2,6
Ronald R Donatucci,,,4,0,6
Ross Feinberg,,,,0,6
Total,60,2,57,2,6
,Sheriff,,Register Of Wills,,7
,Jewell Williams,Christopher Sawyer,Ronald R Donatucci,Ross Feinberg,7
Jewell Williams,7,0,92,0,7
Christopher Sawyer,,0,0,3,7
Ronald R Donatucci,,,6,0,7
Ross Feinberg,,,,0,7
Total,99,3,98,3,7
,Sheriff,,Register Of Wills,,8
,Jewell Williams,Christopher Sawyer,Ronald R Donatucci,Ross Feinberg,8
Jewell Williams,6,0,72,1,8
Christopher Sawyer,,0,3,0,8
