col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 1st District,Council At Large,,,,,,,,,,,,,,All
,Mark F Squilla,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,David Oh,Daniel Tinney,Dennis M O Brien,Kristin Combs,Terry Tracy,Al Taubenberger,Sheila E Armstrong,John Staggs,All
Mark F Squilla,364,"1,819","1,595","1,575","1,514","1,457",598,330,242,254,364,236,193,135,94,All
Helen Gym,,21,"1,347","1,406","1,321","1,305",518,146,71,78,333,147,63,92,75,All
Allan Domb,,,21,"1,276","1,234","1,186",257,127,80,95,111,109,91,32,19,All
Derek S Green,,,,10,"1,269","1,258",294,81,53,58,183,102,41,31,31,All
William K Greenlee,,,,,12,"1,272",205,106,120,132,129,46,63,31,24,All
Blondell Reynolds Brown,,,,,,10,231,77,35,35,160,51,35,38,26,All
Andrew C Stober,,,,,,,13,56,62,31,291,119,54,110,77,All
David Oh,,,,,,,,16,234,264,35,241,242,23,3,All
Daniel Tinney,,,,,,,,,28,298,15,237,233,10,7,All
Dennis M O Brien,,,,,,,,,,11,16,234,245,7,3,All
Kristin Combs,,,,,,,,,,,4,48,24,119,94,All
Terry Tracy,,,,,,,,,,,,4,242,14,5,All
Al Taubenberger,,,,,,,,,,,,,2,17,8,All
Sheila E Armstrong,,,,,,,,,,,,,,0,54,All
John Staggs,,,,,,,,,,,,,,,0,All
Total,"3,010","1,998","1,715","1,669","1,643","1,536",747,517,507,456,440,439,377,160,116,All
,District Council 1st District,Council At Large,,,,,,,,,,,,,,1
,Mark F Squilla,Helen Gym,Allan Domb,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Andrew C Stober,Kristin Combs,Daniel Tinney,Terry Tracy,David Oh,Dennis M O Brien,Al Taubenberger,Sheila E Armstrong,John Staggs,1
Mark F Squilla,19,80,67,66,57,55,29,20,9,11,10,9,5,10,6,1
Helen Gym,,0,60,59,54,50,24,18,2,8,5,4,3,7,4,1
Allan Domb,,,0,52,48,51,15,7,3,4,5,3,3,1,2,1
Derek S Green,,,,0,51,51,11,10,0,5,1,1,2,1,2,1
Blondell Reynolds Brown,,,,,0,46,9,10,1,2,1,1,2,4,1,1
William K Greenlee,,,,,,1,4,6,0,1,2,2,2,1,1,1
Andrew C Stober,,,,,,,1,11,9,6,2,0,1,7,3,1
Kristin Combs,,,,,,,,0,0,3,1,1,0,9,6,1
Daniel Tinney,,,,,,,,,1,7,6,6,6,1,0,1
Terry Tracy,,,,,,,,,,0,7,7,6,2,0,1
David Oh,,,,,,,,,,,1,8,5,0,0,1
Dennis M O Brien,,,,,,,,,,,,0,6,0,0,1
Al Taubenberger,,,,,,,,,,,,,1,1,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,4,1
John Staggs,,,,,,,,,,,,,,,0,1
Total,129,85,73,69,60,58,41,21,20,16,14,12,11,10,6,1
,District Council 1st District,Council At Large,,,,,,,,,,,,,,2
,Mark F Squilla,Helen Gym,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Allan Domb,Andrew C Stober,Kristin Combs,Daniel Tinney,Al Taubenberger,Terry Tracy,David Oh,Dennis M O Brien,Sheila E Armstrong,John Staggs,2
Mark F Squilla,22,111,88,87,82,82,38,27,11,10,9,12,8,9,7,2
Helen Gym,,4,84,80,82,68,36,35,2,8,10,7,6,7,7,2
Derek S Green,,,1,75,76,70,19,14,5,5,2,3,3,3,2,2
William K Greenlee,,,,0,75,67,12,11,2,5,3,5,4,2,2,2
Blondell Reynolds Brown,,,,,0,65,15,10,2,2,3,2,4,2,0,2
Allan Domb,,,,,,0,7,6,4,7,0,2,1,2,0,2
Andrew C Stober,,,,,,,0,27,6,3,6,3,3,8,6,2
Kristin Combs,,,,,,,,0,0,2,5,1,0,7,8,2
Daniel Tinney,,,,,,,,,2,11,12,8,9,1,1,2
Al Taubenberger,,,,,,,,,,0,13,10,8,0,1,2
Terry Tracy,,,,,,,,,,,0,9,8,1,1,2
David Oh,,,,,,,,,,,,0,9,0,0,2
Dennis M O Brien,,,,,,,,,,,,,1,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,0,5,2
John Staggs,,,,,,,,,,,,,,,0,2
Total,167,127,93,91,87,85,50,39,27,22,21,19,16,11,9,2
,District Council 1st District,Council At Large,,,,,,,,,,,,,,3
,Mark F Squilla,Helen Gym,William K Greenlee,Allan Domb,Derek S Green,Blondell Reynolds Brown,Andrew C Stober,Terry Tracy,Dennis M O Brien,Daniel Tinney,David Oh,Kristin Combs,Al Taubenberger,John Staggs,Sheila E Armstrong,3
Mark F Squilla,33,121,99,96,97,85,51,21,30,21,17,27,10,7,8,3
Helen Gym,,0,78,86,93,82,51,22,6,4,5,25,4,6,3,3
William K Greenlee,,,2,67,74,73,18,2,21,19,3,10,0,2,3,3
Allan Domb,,,,1,75,66,24,16,3,1,5,10,2,2,2,3
Derek S Green,,,,,0,73,34,16,0,2,3,14,2,3,2,3
Blondell Reynolds Brown,,,,,,0,22,5,1,1,4,8,1,3,3,3
Andrew C Stober,,,,,,,0,20,2,2,2,23,5,6,5,3
Terry Tracy,,,,,,,,0,18,17,20,6,18,1,1,3
Dennis M O Brien,,,,,,,,,0,34,18,2,17,0,0,3
Daniel Tinney,,,,,,,,,,2,17,1,14,1,1,3
David Oh,,,,,,,,,,,1,0,18,0,2,3
Kristin Combs,,,,,,,,,,,,0,4,9,6,3
Al Taubenberger,,,,,,,,,,,,,0,1,0,3
John Staggs,,,,,,,,,,,,,,0,4,3
Sheila E Armstrong,,,,,,,,,,,,,,,0,3
Total,220,137,108,107,107,90,66,45,44,41,34,32,23,10,10,3
,District Council 1st District,Council At Large,,,,,,,,,,,,,,4
,Mark F Squilla,Helen Gym,Derek S Green,Allan Domb,William K Greenlee,Blondell Reynolds Brown,David Oh,Daniel Tinney,Dennis M O Brien,Terry Tracy,Andrew C Stober,Al Taubenberger,Kristin Combs,John Staggs,Sheila E Armstrong,4
Mark F Squilla,21,101,89,87,85,73,25,21,23,21,34,18,23,5,5,4
Helen Gym,,1,81,73,77,65,8,5,4,6,33,3,19,5,3,4
Derek S Green,,,0,71,75,65,4,4,4,8,20,3,12,3,0,4
Allan Domb,,,,2,64,57,9,7,2,6,15,4,5,3,3,4
William K Greenlee,,,,,0,67,3,1,3,4,16,1,9,2,1,4
Blondell Reynolds Brown,,,,,,0,3,1,2,5,8,2,8,2,2,4
David Oh,,,,,,,0,31,32,32,3,31,1,0,1,4
Daniel Tinney,,,,,,,,3,31,31,2,27,1,0,0,4
Dennis M O Brien,,,,,,,,,1,30,2,28,1,0,0,4
Terry Tracy,,,,,,,,,,0,1,29,0,0,0,4
Andrew C Stober,,,,,,,,,,,0,3,17,4,2,4
Al Taubenberger,,,,,,,,,,,,0,1,0,1,4
Kristin Combs,,,,,,,,,,,,,0,6,4,4
John Staggs,,,,,,,,,,,,,,0,2,4
Sheila E Armstrong,,,,,,,,,,,,,,,0,4
Total,173,110,94,92,89,74,45,43,43,41,39,38,24,7,5,4
,District Council 1st District,Council At Large,,,,,,,,,,,,,,5
,Mark F Squilla,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,David Oh,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Terry Tracy,Kristin Combs,Andrew C Stober,John Staggs,Sheila E Armstrong,5
Mark F Squilla,4,48,46,44,43,40,3,3,4,1,3,7,8,1,1,5
Helen Gym,,0,43,45,44,43,3,2,2,0,1,5,4,0,0,5
Derek S Green,,,1,43,41,43,1,0,1,1,0,2,3,0,0,5
Blondell Reynolds Brown,,,,0,46,44,1,1,1,1,1,4,4,0,0,5
William K Greenlee,,,,,1,43,2,1,1,1,1,3,5,0,0,5
Allan Domb,,,,,,1,1,1,1,1,0,2,4,0,0,5
David Oh,,,,,,,2,8,8,8,9,0,0,0,0,5
Daniel Tinney,,,,,,,,1,8,8,8,1,1,1,1,5
Dennis M O Brien,,,,,,,,,0,9,9,2,2,0,0,5
Al Taubenberger,,,,,,,,,,0,8,0,0,0,0,5
Terry Tracy,,,,,,,,,,,0,1,1,0,0,5
Kristin Combs,,,,,,,,,,,,1,5,1,1,5
Andrew C Stober,,,,,,,,,,,,,0,1,1,5
John Staggs,,,,,,,,,,,,,,0,1,5
Sheila E Armstrong,,,,,,,,,,,,,,,0,5
Total,64,55,52,51,51,48,13,12,12,10,10,9,8,1,1,5
,District Council 1st District,Council At Large,,,,,,,,,,,,,,6
,Mark F Squilla,Helen Gym,Allan Domb,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Kristin Combs,Andrew C Stober,David Oh,Sheila E Armstrong,Daniel Tinney,John Staggs,Dennis M O Brien,Terry Tracy,Al Taubenberger,6
Mark F Squilla,7,59,56,52,51,48,14,12,8,7,3,5,3,2,2,6
Helen Gym,,0,51,49,45,43,10,11,4,4,1,3,1,2,0,6
Allan Domb,,,1,48,46,44,5,7,2,4,1,1,2,2,2,6
Derek S Green,,,,0,48,46,5,5,4,2,3,1,1,2,1,6
Blondell Reynolds Brown,,,,,1,47,3,3,0,2,2,0,1,0,1,6
William K Greenlee,,,,,,0,1,0,2,1,2,0,3,0,1,6
Kristin Combs,,,,,,,0,10,3,6,0,4,0,0,0,6
Andrew C Stober,,,,,,,,0,2,5,0,3,0,2,0,6
David Oh,,,,,,,,,0,1,2,2,3,1,2,6
Sheila E Armstrong,,,,,,,,,,0,1,2,0,0,0,6
Daniel Tinney,,,,,,,,,,,0,0,2,1,1,6
John Staggs,,,,,,,,,,,,0,0,0,0,6
Dennis M O Brien,,,,,,,,,,,,,0,1,2,6
Terry Tracy,,,,,,,,,,,,,,0,1,6
Al Taubenberger,,,,,,,,,,,,,,,0,6
Total,89,63,60,56,55,51,14,13,9,7,5,5,4,4,3,6
,District Council 1st District,Council At Large,,,,,,,,,,,,,,7
,Mark F Squilla,Allan Domb,Derek S Green,Blondell Reynolds Brown,Helen Gym,William K Greenlee,David Oh,Daniel Tinney,Terry Tracy,Andrew C Stober,Kristin Combs,Al Taubenberger,Dennis M O Brien,John Staggs,Sheila E Armstrong,7
Mark F Squilla,11,41,41,37,37,32,4,6,6,10,9,0,1,3,1,7
Allan Domb,,0,34,30,34,30,2,1,5,7,7,0,1,2,0,7
Derek S Green,,,0,28,31,27,1,2,3,7,6,0,0,2,1,7
Blondell Reynolds Brown,,,,0,26,27,1,2,0,2,4,0,0,2,0,7
Helen Gym,,,,,0,28,3,2,5,8,3,0,1,1,0,7
William K Greenlee,,,,,,0,4,1,2,2,3,1,0,1,1,7
David Oh,,,,,,,2,10,10,2,3,8,7,0,1,7
Daniel Tinney,,,,,,,,0,10,2,1,7,7,0,0,7
Terry Tracy,,,,,,,,,0,5,2,7,7,0,0,7
Andrew C Stober,,,,,,,,,,0,4,0,0,1,1,7
Kristin Combs,,,,,,,,,,,0,1,0,2,2,7
Al Taubenberger,,,,,,,,,,,,0,7,0,1,7
Dennis M O Brien,,,,,,,,,,,,,0,0,0,7
John Staggs,,,,,,,,,,,,,,0,1,7
Sheila E Armstrong,,,,,,,,,,,,,,,0,7
Total,70,42,41,38,38,33,15,14,14,11,10,8,8,3,2,7
,District Council 1st District,Council At Large,,,,,,,,,,,,,,8
,Mark F Squilla,Helen Gym,Allan Domb,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Andrew C Stober,Daniel Tinney,Terry Tracy,Al Taubenberger,David Oh,Kristin Combs,Dennis M O Brien,Sheila E Armstrong,John Staggs,8
Mark F Squilla,7,57,51,49,45,41,16,8,12,11,10,12,5,6,3,8
Helen Gym,,0,47,48,43,40,19,2,5,4,3,13,0,4,1,8
Allan Domb,,,1,39,38,38,9,2,4,3,1,2,2,0,0,8
Blondell Reynolds Brown,,,,0,39,38,10,2,6,5,4,6,1,2,0,8
Derek S Green,,,,,0,38,9,4,2,3,2,6,2,2,2,8
William K Greenlee,,,,,,0,5,2,2,3,1,3,3,0,0,8
Andrew C Stober,,,,,,,0,2,4,2,2,12,0,5,2,8
Daniel Tinney,,,,,,,,3,11,9,10,3,9,0,0,8
Terry Tracy,,,,,,,,,0,10,10,1,7,1,0,8
Al Taubenberger,,,,,,,,,,0,8,0,6,1,0,8
David Oh,,,,,,,,,,,0,2,8,2,0,8
Kristin Combs,,,,,,,,,,,,0,1,5,2,8
Dennis M O Brien,,,,,,,,,,,,,0,0,0,8
Sheila E Armstrong,,,,,,,,,,,,,,0,1,8
John Staggs,,,,,,,,,,,,,,,0,8
Total,86,65,55,53,49,44,22,21,18,16,16,16,11,6,3,8
,District Council 1st District,Council At Large,,,,,,,,,,,,,,9
,Mark F Squilla,Helen Gym,William K Greenlee,Allan Domb,Derek S Green,Blondell Reynolds Brown,Andrew C Stober,Daniel Tinney,David Oh,Kristin Combs,Terry Tracy,Al Taubenberger,Dennis M O Brien,Sheila E Armstrong,John Staggs,9
Mark F Squilla,8,84,71,64,67,64,34,8,11,19,7,7,5,9,5,9
Helen Gym,,0,64,59,63,58,29,3,9,16,8,5,1,8,5,9
William K Greenlee,,,0,52,56,58,17,3,9,8,2,2,2,1,1,9
Allan Domb,,,,3,52,46,11,7,3,7,6,6,2,2,0,9
Derek S Green,,,,,0,51,15,1,5,9,4,1,0,0,0,9
Blondell Reynolds Brown,,,,,,1,16,2,6,8,2,0,1,2,1,9
Andrew C Stober,,,,,,,3,12,5,10,4,2,1,7,4,9
Daniel Tinney,,,,,,,,4,7,0,9,11,10,0,0,9
David Oh,,,,,,,,,4,3,7,7,7,1,0,9
Kristin Combs,,,,,,,,,,0,0,2,0,9,4,9
Terry Tracy,,,,,,,,,,,1,9,7,0,0,9
Al Taubenberger,,,,,,,,,,,,0,9,2,0,9
Dennis M O Brien,,,,,,,,,,,,,0,0,0,9
Sheila E Armstrong,,,,,,,,,,,,,,0,4,9
John Staggs,,,,,,,,,,,,,,,0,9
Total,116,91,72,71,69,65,54,31,22,19,18,14,11,9,5,9
,District Council 1st District,Council At Large,,,,,,,,,,,,,,10
,Mark F Squilla,Helen Gym,Derek S Green,Blondell Reynolds Brown,Allan Domb,William K Greenlee,Andrew C Stober,Kristin Combs,Terry Tracy,David Oh,Dennis M O Brien,Sheila E Armstrong,Al Taubenberger,Daniel Tinney,John Staggs,10
Mark F Squilla,14,95,80,74,70,69,43,20,17,17,9,11,6,4,5,10
Helen Gym,,2,70,66,58,63,37,20,12,8,3,10,1,1,4,10
Derek S Green,,,0,64,59,56,21,9,10,4,5,4,2,2,2,10
Blondell Reynolds Brown,,,,1,56,58,18,11,6,6,3,3,2,0,1,10
Allan Domb,,,,,1,51,13,2,8,6,6,0,3,1,0,10
William K Greenlee,,,,,,0,16,9,1,5,3,5,2,1,1,10
Andrew C Stober,,,,,,,1,18,12,4,0,8,0,0,5,10
