col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Justice Of The Supreme Court,,,,,,,Sheriff,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Paul P Panepinto,Mike George,Jewell Williams,Christopher Sawyer,1
Kevin M Dougherty,8,101,101,2,0,1,0,115,2,1
Christine Donohue,,0,100,1,1,0,0,99,1,1
David Wecht,,,1,1,0,0,0,96,1,1
Judy Olson,,,,0,2,1,1,2,3,1
Anne Covey,,,,,0,0,1,1,1,1
Paul P Panepinto,,,,,,1,0,0,1,1
Mike George,,,,,,,0,0,1,1
Jewell Williams,,,,,,,,3,0,1
Christopher Sawyer,,,,,,,,,1,1
Total,131,107,104,5,2,2,1,124,5,1
,Justice Of The Supreme Court,,,,,,,Sheriff,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Jewell Williams,Christopher Sawyer,2
Kevin M Dougherty,13,112,113,0,0,0,0,121,1,2
Christine Donohue,,1,111,0,0,0,0,108,0,2
David Wecht,,,0,0,0,0,0,109,0,2
Anne Covey,,,,0,0,0,0,0,0,2
Judy Olson,,,,,0,0,0,0,0,2
Mike George,,,,,,0,0,0,0,2
Paul P Panepinto,,,,,,,0,0,0,2
Jewell Williams,,,,,,,,2,0,2
Christopher Sawyer,,,,,,,,,0,2
Total,144,117,117,0,0,0,0,131,1,2
,Justice Of The Supreme Court,,,,,,,Sheriff,,3
,Kevin M Dougherty,David Wecht,Christine Donohue,Mike George,Paul P Panepinto,Anne Covey,Judy Olson,Jewell Williams,Christopher Sawyer,3
Kevin M Dougherty,12,125,127,0,1,0,0,146,1,3
David Wecht,,1,120,1,1,0,0,119,1,3
Christine Donohue,,,0,1,0,0,0,119,1,3
Mike George,,,,0,0,0,0,1,0,3
Paul P Panepinto,,,,,0,0,0,1,0,3
Anne Covey,,,,,,0,0,0,0,3
Judy Olson,,,,,,,0,0,0,3
Jewell Williams,,,,,,,,1,0,3
