col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Justice Of The Supreme Court,,,,,,,District Council 9th District,,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Cherelle Parker,Kevin Strickland,Bobbie T Curry,1
Kevin M Dougherty,9,133,132,1,1,0,0,145,1,0,1
David Wecht,,0,130,0,1,1,0,128,1,1,1
Christine Donohue,,,0,1,0,0,0,126,2,0,1
Judy Olson,,,,0,0,0,0,1,1,0,1
Mike George,,,,,0,0,0,1,0,0,1
Paul P Panepinto,,,,,,0,0,0,0,1,1
Anne Covey,,,,,,,0,0,0,0,1
Cherelle Parker,,,,,,,,1,0,0,1
Kevin Strickland,,,,,,,,,0,0,1
Bobbie T Curry,,,,,,,,,,0,1
Total,163,137,136,2,1,1,0,151,3,1,1
,Justice Of The Supreme Court,,,,,,,District Council 9th District,,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Cherelle Parker,Kevin Strickland,Bobbie T Curry,2
Kevin M Dougherty,20,170,168,1,0,0,0,188,0,0,2
Christine Donohue,,3,170,1,0,1,0,169,0,0,2
David Wecht,,,5,0,0,1,0,164,0,0,2
Anne Covey,,,,0,1,1,0,1,1,0,2
Judy Olson,,,,,1,1,0,0,1,0,2
Mike George,,,,,,0,0,1,1,0,2
Paul P Panepinto,,,,,,,0,0,0,0,2
Cherelle Parker,,,,,,,,3,0,0,2
Kevin Strickland,,,,,,,,,0,0,2
Bobbie T Curry,,,,,,,,,,0,2
Total,219,181,180,2,2,2,0,201,1,0,2
,Justice Of The Supreme Court,,,,,,,District Council 9th District,,,3
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Cherelle Parker,Kevin Strickland,Bobbie T Curry,3
Kevin M Dougherty,6,157,154,4,2,1,0,166,3,2,3
David Wecht,,0,156,1,1,4,0,150,2,3,3
Christine Donohue,,,0,1,0,3,0,149,3,3,3
Judy Olson,,,,0,3,0,1,3,2,0,3
Mike George,,,,,0,0,1,2,1,0,3
Paul P Panepinto,,,,,,0,0,2,0,1,3
Anne Covey,,,,,,,0,0,1,0,3
Cherelle Parker,,,,,,,,3,0,0,3
Kevin Strickland,,,,,,,,,0,0,3
Bobbie T Curry,,,,,,,,,,0,3
Total,183,163,161,5,4,4,1,176,4,3,3
,Justice Of The Supreme Court,,,,,,,District Council 9th District,,,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Cherelle Parker,Bobbie T Curry,Kevin Strickland,4
Kevin M Dougherty,6,121,116,2,1,0,0,142,0,0,4
Christine Donohue,,2,113,2,1,0,0,115,0,0,4
David Wecht,,,3,0,0,0,0,112,0,0,4
Judy Olson,,,,0,1,2,0,3,0,0,4
Anne Covey,,,,,0,1,0,2,0,0,4
Mike George,,,,,,0,0,1,0,0,4
Paul P Panepinto,,,,,,,0,0,0,0,4
Cherelle Parker,,,,,,,,4,0,0,4
Bobbie T Curry,,,,,,,,,0,0,4
Kevin Strickland,,,,,,,,,,0,4
Total,162,129,126,4,2,2,0,157,0,0,4
,Justice Of The Supreme Court,,,,,,,District Council 9th District,,,5
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Cherelle Parker,Kevin Strickland,Bobbie T Curry,5
Kevin M Dougherty,8,144,139,1,1,1,0,159,7,2,5
Christine Donohue,,0,136,1,2,1,0,139,3,2,5
David Wecht,,,1,0,1,0,0,134,2,2,5
Anne Covey,,,,0,1,2,0,0,3,0,5
Judy Olson,,,,,0,1,0,2,1,0,5
Mike George,,,,,,0,0,1,2,0,5
Paul P Panepinto,,,,,,,0,1,0,0,5
Cherelle Parker,,,,,,,,4,0,0,5
