col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,,,Register Of Wills,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Ronald R Donatucci,Ross Feinberg,All
Jim Kenney,"38,048",0,0,0,0,"153,043","10,157",All
Melissa Murray Bailey,,"4,672",0,0,0,"5,954","20,507",All
James Foster,,,391,0,0,690,597,All
Osborne Hart,,,,283,0,682,248,All
Boris Kindij,,,,,68,141,111,All
Ronald R Donatucci,,,,,,"4,257",0,All
Ross Feinberg,,,,,,,882,All
Total,"201,248","31,133","1,678","1,213",320,"164,767","32,502",All
