col_1,col_2,col_3,col_4,col_5,division
,District Attorney,,Controller,,All
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,All
R Seth Williams,95,0,"1,492",118,All
Daniel A Alvarez,,26,93,279,All
Alan Butkovitz,,,65,0,All
Terrence J Tracy Jr,,,,16,All
Total,"1,705",398,"1,650",413,All
,Controller,,District Attorney,,1
,Alan Butkovitz,Terrence J Tracy Jr,R Seth Williams,Daniel A Alvarez,1
Alan Butkovitz,5,0,69,15,1
Terrence J Tracy Jr,,2,9,13,1
R Seth Williams,,,7,0,1
Daniel A Alvarez,,,,1,1
Total,89,24,85,29,1
,District Attorney,,Controller,,2
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,2
R Seth Williams,1,0,45,3,2
Daniel A Alvarez,,0,1,3,2
Alan Butkovitz,,,0,0,2
Terrence J Tracy Jr,,,,0,2
Total,49,4,46,6,2
,Controller,,District Attorney,,3
,Alan Butkovitz,Terrence J Tracy Jr,R Seth Williams,Daniel A Alvarez,3
Alan Butkovitz,4,0,27,0,3
Terrence J Tracy Jr,,0,1,12,3
R Seth Williams,,,0,0,3
Daniel A Alvarez,,,,2,3
Total,31,13,28,14,3
,District Attorney,,Controller,,4
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,4
R Seth Williams,2,0,35,5,4
Daniel A Alvarez,,1,3,6,4
Alan Butkovitz,,,2,0,4
Terrence J Tracy Jr,,,,1,4
Total,42,10,40,12,4
,Controller,,District Attorney,,5
,Alan Butkovitz,Terrence J Tracy Jr,R Seth Williams,Daniel A Alvarez,5
Alan Butkovitz,4,0,54,3,5
Terrence J Tracy Jr,,0,0,5,5
R Seth Williams,,,2,0,5
Daniel A Alvarez,,,,5,5
Total,61,5,56,13,5
,District Attorney,,Controller,,6
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,6
R Seth Williams,0,0,51,6,6
Daniel A Alvarez,,1,2,13,6
Alan Butkovitz,,,2,0,6
Terrence J Tracy Jr,,,,1,6
Total,57,16,55,20,6
,Controller,,District Attorney,,7
,Alan Butkovitz,Terrence J Tracy Jr,R Seth Williams,Daniel A Alvarez,7
Alan Butkovitz,3,0,52,4,7
Terrence J Tracy Jr,,2,2,7,7
R Seth Williams,,,2,0,7
Daniel A Alvarez,,,,0,7
Total,59,11,56,11,7
,District Attorney,,Controller,,8
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,8
R Seth Williams,3,0,40,4,8
Daniel A Alvarez,,1,3,5,8
Alan Butkovitz,,,0,0,8
Terrence J Tracy Jr,,,,0,8
Total,47,9,43,9,8
,District Attorney,,Controller,,9
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,9
R Seth Williams,10,0,57,2,9
Daniel A Alvarez,,0,5,5,9
Alan Butkovitz,,,1,0,9
Terrence J Tracy Jr,,,,1,9
Total,69,10,63,8,9
,District Attorney,,Controller,,10
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,10
R Seth Williams,0,0,29,4,10
Daniel A Alvarez,,0,0,11,10
Alan Butkovitz,,,3,0,10
Terrence J Tracy Jr,,,,1,10
Total,33,11,32,16,10
,Controller,,District Attorney,,11
,Alan Butkovitz,Terrence J Tracy Jr,R Seth Williams,Daniel A Alvarez,11
Alan Butkovitz,4,0,39,8,11
Terrence J Tracy Jr,,0,1,11,11
R Seth Williams,,,4,0,11
Daniel A Alvarez,,,,2,11
Total,51,12,44,21,11
,Controller,,District Attorney,,12
,Alan Butkovitz,Terrence J Tracy Jr,R Seth Williams,Daniel A Alvarez,12
Alan Butkovitz,1,0,55,4,12
Terrence J Tracy Jr,,0,2,5,12
R Seth Williams,,,2,0,12
Daniel A Alvarez,,,,1,12
Total,60,7,59,10,12
,District Attorney,,Controller,,13
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,13
R Seth Williams,2,0,23,0,13
Daniel A Alvarez,,1,0,1,13
Alan Butkovitz,,,1,0,13
Terrence J Tracy Jr,,,,0,13
Total,25,2,24,1,13
,District Attorney,,Controller,,14
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,14
R Seth Williams,4,0,89,4,14
Daniel A Alvarez,,2,2,7,14
Alan Butkovitz,,,2,0,14
Terrence J Tracy Jr,,,,0,14
Total,97,11,93,11,14
,District Attorney,,Controller,,15
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,15
R Seth Williams,5,0,50,4,15
Daniel A Alvarez,,0,2,20,15
Alan Butkovitz,,,3,0,15
Terrence J Tracy Jr,,,,0,15
Total,59,22,55,24,15
,District Attorney,,Controller,,16
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,16
R Seth Williams,6,0,82,12,16
Daniel A Alvarez,,0,6,10,16
Alan Butkovitz,,,4,0,16
Terrence J Tracy Jr,,,,1,16
Total,100,16,92,23,16
,District Attorney,,Controller,,17
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,17
R Seth Williams,4,0,67,7,17
Daniel A Alvarez,,2,2,9,17
Alan Butkovitz,,,4,0,17
Terrence J Tracy Jr,,,,0,17
Total,78,13,73,16,17
,District Attorney,,Controller,,18
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,18
R Seth Williams,7,0,40,2,18
Daniel A Alvarez,,1,3,19,18
Alan Butkovitz,,,5,0,18
Terrence J Tracy Jr,,,,0,18
Total,49,23,48,21,18
,District Attorney,,Controller,,19
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,19
R Seth Williams,5,0,58,3,19
Daniel A Alvarez,,1,2,12,19
Alan Butkovitz,,,0,0,19
Terrence J Tracy Jr,,,,1,19
Total,66,15,60,16,19
,District Attorney,,Controller,,20
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,20
R Seth Williams,1,0,21,2,20
Daniel A Alvarez,,0,2,4,20
Alan Butkovitz,,,0,0,20
Terrence J Tracy Jr,,,,0,20
Total,24,6,23,6,20
,District Attorney,,Controller,,21
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,21
R Seth Williams,6,0,51,3,21
Daniel A Alvarez,,0,2,3,21
Alan Butkovitz,,,1,0,21
Terrence J Tracy Jr,,,,0,21
Total,60,5,54,6,21
,District Attorney,,Controller,,22
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,22
R Seth Williams,2,0,91,9,22
Daniel A Alvarez,,1,5,11,22
Alan Butkovitz,,,4,0,22
Terrence J Tracy Jr,,,,0,22
Total,102,17,100,20,22
,District Attorney,,Controller,,23
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,23
R Seth Williams,5,0,72,13,23
Daniel A Alvarez,,2,3,13,23
Alan Butkovitz,,,0,0,23
Terrence J Tracy Jr,,,,1,23
Total,90,18,75,27,23
,District Attorney,,Controller,,24
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,24
R Seth Williams,4,0,73,3,24
Daniel A Alvarez,,1,3,25,24
Alan Butkovitz,,,2,0,24
Terrence J Tracy Jr,,,,1,24
Total,80,29,78,29,24
,District Attorney,,Controller,,25
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,25
R Seth Williams,10,0,68,6,25
Daniel A Alvarez,,0,2,9,25
Alan Butkovitz,,,2,0,25
Terrence J Tracy Jr,,,,1,25
Total,84,11,72,16,25
,District Attorney,,Controller,,26
,R Seth Williams,Daniel A Alvarez,Alan Butkovitz,Terrence J Tracy Jr,26
R Seth Williams,1,0,88,9,26
Daniel A Alvarez,,1,3,21,26
Alan Butkovitz,,,3,0,26
Terrence J Tracy Jr,,,,2,26
Total,98,25,94,32,26
,Controller,,District Attorney,,27
,Alan Butkovitz,Terrence J Tracy Jr,R Seth Williams,Daniel A Alvarez,27
Alan Butkovitz,5,0,66,8,27
Terrence J Tracy Jr,,1,2,19,27
R Seth Williams,,,0,0,27
Daniel A Alvarez,,,,0,27
Total,79,22,68,27,27
