col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Superior Court,,Judge Of The Municipal Court,,,All
,Jack Mcvay Jr,Vic Stabile,Martin Coleman,Fran Shields,Henry Lewandowski,All
Jack Mcvay Jr,5,0,56,55,52,All
Vic Stabile,,4,6,6,4,All
Martin Coleman,,,2,58,54,All
Fran Shields,,,,0,54,All
Henry Lewandowski,,,,,1,All
Total,67,10,65,62,58,All
,Judge Of The Superior Court,,Judge Of The Municipal Court,,,6
,Jack Mcvay Jr,Vic Stabile,Martin Coleman,Fran Shields,Henry Lewandowski,6
Jack Mcvay Jr,5,0,56,55,52,6
Vic Stabile,,4,6,6,4,6
Martin Coleman,,,2,58,54,6
Fran Shields,,,,0,54,6
Henry Lewandowski,,,,,1,6
Total,67,10,65,62,58,6
