col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,All
,Sierra Thomas Street,Anne Marie Coyle,Timika Lane,Joe Fernandes,Daniel D Mccaffery,J Scott O Keefe,Giovanni Campbell,Kenneth J Powell Jr,Stephen Miller Miller,Martin Coleman,Henry Lewandowski,Fran Shields,All
Sierra Thomas Street,14,777,796,775,768,773,775,10,14,795,776,775,All
Anne Marie Coyle,,11,786,776,767,763,770,17,12,792,783,772,All
Timika Lane,,,3,782,777,765,781,9,18,790,786,780,All
Joe Fernandes,,,,7,768,762,777,9,14,777,773,768,All
Daniel D Mccaffery,,,,,6,757,764,9,15,765,768,758,All
J Scott O Keefe,,,,,,4,768,7,14,767,765,762,All
Giovanni Campbell,,,,,,,0,9,14,773,773,768,All
Kenneth J Powell Jr,,,,,,,,2,2,16,10,13,All
Stephen Miller Miller,,,,,,,,,3,16,17,18,All
Martin Coleman,,,,,,,,,,1,783,774,All
Henry Lewandowski,,,,,,,,,,,0,772,All
Fran Shields,,,,,,,,,,,,0,All
Total,862,847,845,814,804,802,801,27,25,850,811,810,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,1
,Sierra Thomas Street,Timika Lane,Giovanni Campbell,Anne Marie Coyle,Daniel D Mccaffery,J Scott O Keefe,Joe Fernandes,Kenneth J Powell Jr,Stephen Miller Miller,Martin Coleman,Fran Shields,Henry Lewandowski,1
Sierra Thomas Street,0,20,16,13,15,14,13,0,0,19,15,13,1
Timika Lane,,1,16,14,15,14,13,0,0,16,15,13,1
Giovanni Campbell,,,0,12,12,13,12,0,0,13,14,13,1
Anne Marie Coyle,,,,0,13,13,13,1,0,13,12,12,1
Daniel D Mccaffery,,,,,0,13,13,0,0,14,12,12,1
J Scott O Keefe,,,,,,0,13,0,0,14,13,13,1
Joe Fernandes,,,,,,,0,0,0,13,12,12,1
Kenneth J Powell Jr,,,,,,,,0,0,0,0,0,1
Stephen Miller Miller,,,,,,,,,0,0,0,0,1
Martin Coleman,,,,,,,,,,0,14,13,1
Fran Shields,,,,,,,,,,,0,13,1
Henry Lewandowski,,,,,,,,,,,,0,1
Total,23,22,16,15,15,14,13,1,0,19,15,13,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,2
,Anne Marie Coyle,Sierra Thomas Street,Daniel D Mccaffery,Joe Fernandes,Timika Lane,Giovanni Campbell,J Scott O Keefe,Kenneth J Powell Jr,Stephen Miller Miller,Henry Lewandowski,Martin Coleman,Fran Shields,2
Anne Marie Coyle,2,34,36,35,35,33,33,2,0,36,33,33,2
Sierra Thomas Street,,1,34,33,33,33,33,1,0,34,36,32,2
Daniel D Mccaffery,,,0,36,36,34,34,1,0,37,34,34,2
Joe Fernandes,,,,0,36,34,34,1,0,36,34,34,2
Timika Lane,,,,,0,34,34,1,0,36,34,34,2
Giovanni Campbell,,,,,,0,34,1,0,34,33,33,2
J Scott O Keefe,,,,,,,0,1,0,34,33,33,2
Kenneth J Powell Jr,,,,,,,,0,0,1,1,1,2
Stephen Miller Miller,,,,,,,,,1,0,0,0,2
Henry Lewandowski,,,,,,,,,,0,34,34,2
Martin Coleman,,,,,,,,,,,0,33,2
Fran Shields,,,,,,,,,,,,0,2
Total,41,39,37,36,36,34,34,3,1,37,37,34,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,3
,J Scott O Keefe,Anne Marie Coyle,Sierra Thomas Street,Timika Lane,Daniel D Mccaffery,Giovanni Campbell,Joe Fernandes,Kenneth J Powell Jr,Stephen Miller Miller,Henry Lewandowski,Fran Shields,Martin Coleman,3
J Scott O Keefe,2,23,24,22,22,22,22,0,0,23,23,22,3
Anne Marie Coyle,,0,22,22,22,22,22,1,0,24,21,23,3
Sierra Thomas Street,,,1,22,22,22,22,0,0,22,22,22,3
Timika Lane,,,,1,22,22,22,0,0,22,21,22,3
Daniel D Mccaffery,,,,,0,22,22,0,0,22,21,22,3
Giovanni Campbell,,,,,,0,22,0,0,22,21,22,3
Joe Fernandes,,,,,,,0,0,0,22,21,22,3
Kenneth J Powell Jr,,,,,,,,0,0,0,0,0,3
Stephen Miller Miller,,,,,,,,,0,0,0,0,3
Henry Lewandowski,,,,,,,,,,0,21,23,3
Fran Shields,,,,,,,,,,,0,21,3
Martin Coleman,,,,,,,,,,,,0,3
Total,28,25,25,23,22,22,22,1,0,24,23,23,3
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,4
,Martin Coleman,Fran Shields,Henry Lewandowski,Sierra Thomas Street,Timika Lane,Anne Marie Coyle,J Scott O Keefe,Joe Fernandes,Giovanni Campbell,Daniel D Mccaffery,Kenneth J Powell Jr,Stephen Miller Miller,4
Martin Coleman,0,22,21,24,24,23,23,23,22,20,0,0,4
Fran Shields,,0,23,23,24,23,24,23,24,22,0,0,4
Henry Lewandowski,,,0,22,23,23,23,22,23,22,0,0,4
Sierra Thomas Street,,,,1,24,23,24,23,23,21,0,0,4
Timika Lane,,,,,0,24,25,23,24,22,0,0,4
Anne Marie Coyle,,,,,,0,24,22,23,22,0,0,4
J Scott O Keefe,,,,,,,0,23,24,22,0,0,4
Joe Fernandes,,,,,,,,1,23,21,0,0,4
Giovanni Campbell,,,,,,,,,0,22,0,0,4
Daniel D Mccaffery,,,,,,,,,,0,0,0,4
Kenneth J Powell Jr,,,,,,,,,,,0,0,4
Stephen Miller Miller,,,,,,,,,,,,0,4
Total,27,24,23,26,26,25,25,25,24,22,0,0,4
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,5
,Sierra Thomas Street,Anne Marie Coyle,J Scott O Keefe,Daniel D Mccaffery,Giovanni Campbell,Joe Fernandes,Timika Lane,Stephen Miller Miller,Kenneth J Powell Jr,Martin Coleman,Fran Shields,Henry Lewandowski,5
Sierra Thomas Street,0,46,45,45,44,43,44,4,1,47,44,45,5
Anne Marie Coyle,,0,45,44,44,43,43,3,1,45,44,44,5
J Scott O Keefe,,,0,45,45,44,44,4,0,44,44,45,5
Daniel D Mccaffery,,,,0,44,43,44,4,0,44,43,45,5
Giovanni Campbell,,,,,0,43,43,3,0,43,43,44,5
Joe Fernandes,,,,,,1,42,3,0,42,42,43,5
Timika Lane,,,,,,,1,3,0,43,42,44,5
Stephen Miller Miller,,,,,,,,0,0,4,4,4,5
Kenneth J Powell Jr,,,,,,,,,0,2,1,0,5
Martin Coleman,,,,,,,,,,0,43,44,5
Fran Shields,,,,,,,,,,,0,43,5
