col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Controller,,All
,Anne Marie Coyle,Daniel D Mccaffery,Giovanni Campbell,J Scott O Keefe,Timika Lane,Joe Fernandes,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Alan Butkovitz,Terrence J Tracy Jr,All
Anne Marie Coyle,606,"48,851","47,357","47,998","45,616","46,550","42,814","12,857","4,223","49,087","12,271",All
Daniel D Mccaffery,,229,"47,444","48,052","45,544","46,582","42,936","5,475","3,521","47,885","3,959",All
Giovanni Campbell,,,126,"47,295","46,195","46,870","43,204","4,923","3,447","46,782","3,347",All
J Scott O Keefe,,,,109,"45,231","46,308","42,401","5,267","3,542","46,502","3,651",All
Timika Lane,,,,,279,"45,448","43,407","3,045","2,654","46,454","2,328",All
Joe Fernandes,,,,,,213,"42,833","4,203","3,034","45,930","2,914",All
Sierra Thomas Street,,,,,,,340,"2,156","2,055","43,688","2,039",All
Kenneth J Powell Jr,,,,,,,,186,"2,791","4,363","10,396",All
Stephen Miller Miller,,,,,,,,,88,"3,308","2,337",All
Alan Butkovitz,,,,,,,,,,"1,986",0,All
Terrence J Tracy Jr,,,,,,,,,,,757,All
Total,"63,312","53,227","51,374","51,233","50,298","50,014","47,241","15,290","5,874","58,561","15,258",All
