col_1,col_2,col_3,division
,District Attorney,,All
,R Seth Williams,Daniel A Alvarez,All
R Seth Williams,400,0,All
Daniel A Alvarez,,27,All
Total,400,27,All
,District Attorney,,1
,R Seth Williams,Daniel A Alvarez,1
R Seth Williams,22,0,1
Daniel A Alvarez,,5,1
Total,22,5,1
,District Attorney,,2
,R Seth Williams,Daniel A Alvarez,2
R Seth Williams,28,0,2
Daniel A Alvarez,,2,2
Total,28,2,2
,District Attorney,,3
,R Seth Williams,Daniel A Alvarez,3
R Seth Williams,73,0,3
Daniel A Alvarez,,2,3
Total,73,2,3
,District Attorney,,6
,R Seth Williams,Daniel A Alvarez,6
R Seth Williams,145,0,6
Daniel A Alvarez,,10,6
Total,145,10,6
,District Attorney,,7
,R Seth Williams,Daniel A Alvarez,7
R Seth Williams,41,0,7
Daniel A Alvarez,,0,7
Total,41,0,7
,District Attorney,,8
,R Seth Williams,Daniel A Alvarez,8
R Seth Williams,21,0,8
Daniel A Alvarez,,1,8
Total,21,1,8
,District Attorney,,9
,R Seth Williams,Daniel A Alvarez,9
R Seth Williams,23,0,9
Daniel A Alvarez,,2,9
Total,23,2,9
,District Attorney,,10
,R Seth Williams,Daniel A Alvarez,10
R Seth Williams,44,0,10
Daniel A Alvarez,,3,10
Total,44,3,10
,District Attorney,,11
,R Seth Williams,Daniel A Alvarez,11
R Seth Williams,3,0,11
Daniel A Alvarez,,2,11
Total,3,2,11
