col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,All
,Anne Marie Coyle,Daniel D Mccaffery,Giovanni Campbell,J Scott O Keefe,Timika Lane,Joe Fernandes,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Jack Mcvay Jr,Vic Stabile,All
Anne Marie Coyle,788,"48,851","47,357","47,998","45,616","46,550","42,814","12,857","4,223","48,108","12,493",All
Daniel D Mccaffery,,367,"47,444","48,052","45,544","46,582","42,936","5,475","3,521","47,425","3,693",All
Giovanni Campbell,,,158,"47,295","46,195","46,870","43,204","4,923","3,447","46,659","3,003",All
J Scott O Keefe,,,,123,"45,231","46,308","42,401","5,267","3,542","46,382","3,330",All
Timika Lane,,,,,316,"45,448","43,407","3,045","2,654","46,467","1,701",All
Joe Fernandes,,,,,,255,"42,833","4,203","3,034","45,878","2,555",All
Sierra Thomas Street,,,,,,,385,"2,156","2,055","43,628","1,526",All
Kenneth J Powell Jr,,,,,,,,223,"2,791","3,506","11,017",All
Stephen Miller Miller,,,,,,,,,145,"3,266","2,206",All
Jack Mcvay Jr,,,,,,,,,,981,0,All
Vic Stabile,,,,,,,,,,,557,All
Total,"63,312","53,227","51,374","51,233","50,298","50,014","47,241","15,290","5,874","56,139","14,866",All
