col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,All
,Anne Marie Coyle,Daniel D Mccaffery,Joe Fernandes,Giovanni Campbell,J Scott O Keefe,Timika Lane,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Martin Coleman,Fran Shields,Henry Lewandowski,All
Anne Marie Coyle,0,56,56,55,56,52,52,19,4,57,59,56,All
Daniel D Mccaffery,,1,58,59,58,55,55,8,4,60,57,57,All
Joe Fernandes,,,1,58,57,56,54,7,2,60,60,58,All
Giovanni Campbell,,,,0,56,56,54,6,3,57,57,57,All
J Scott O Keefe,,,,,0,53,53,8,4,58,58,57,All
Timika Lane,,,,,,0,53,4,2,56,57,54,All
Sierra Thomas Street,,,,,,,0,4,3,53,54,54,All
Kenneth J Powell Jr,,,,,,,,0,3,9,8,8,All
Stephen Miller Miller,,,,,,,,,1,3,5,4,All
Martin Coleman,,,,,,,,,,1,60,58,All
Fran Shields,,,,,,,,,,,0,59,All
Henry Lewandowski,,,,,,,,,,,,1,All
Total,73,64,62,60,60,59,56,21,8,67,65,61,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,16
,Anne Marie Coyle,J Scott O Keefe,Joe Fernandes,Daniel D Mccaffery,Giovanni Campbell,Sierra Thomas Street,Timika Lane,Kenneth J Powell Jr,Stephen Miller Miller,Fran Shields,Henry Lewandowski,Martin Coleman,16
Anne Marie Coyle,0,13,12,11,10,10,9,4,3,14,12,12,16
J Scott O Keefe,,0,12,11,10,10,9,3,3,13,12,12,16
Joe Fernandes,,,0,11,10,10,9,2,2,12,11,11,16
Daniel D Mccaffery,,,,0,10,10,9,2,2,11,11,10,16
Giovanni Campbell,,,,,0,9,9,1,1,10,10,9,16
Sierra Thomas Street,,,,,,0,9,1,1,10,10,9,16
Timika Lane,,,,,,,0,0,0,9,9,8,16
Kenneth J Powell Jr,,,,,,,,0,3,3,3,3,16
Stephen Miller Miller,,,,,,,,,0,3,3,3,16
Fran Shields,,,,,,,,,,0,12,12,16
Henry Lewandowski,,,,,,,,,,,0,11,16
Martin Coleman,,,,,,,,,,,,0,16
Total,15,13,12,11,10,10,9,4,3,14,12,12,16
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,17
,Anne Marie Coyle,Daniel D Mccaffery,Giovanni Campbell,Joe Fernandes,Timika Lane,J Scott O Keefe,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Martin Coleman,Fran Shields,Henry Lewandowski,17
Anne Marie Coyle,0,45,45,44,43,43,42,15,1,45,45,44,17
Daniel D Mccaffery,,1,49,47,46,47,45,6,2,50,46,46,17
Giovanni Campbell,,,0,48,47,46,45,5,2,48,47,47,17
Joe Fernandes,,,,1,47,45,44,5,0,49,48,47,17
Timika Lane,,,,,0,44,44,4,2,48,48,45,17
J Scott O Keefe,,,,,,0,43,5,1,46,45,45,17
Sierra Thomas Street,,,,,,,0,3,2,44,44,44,17
Kenneth J Powell Jr,,,,,,,,0,0,6,5,5,17
Stephen Miller Miller,,,,,,,,,1,0,2,1,17
Martin Coleman,,,,,,,,,,1,48,47,17
Fran Shields,,,,,,,,,,,0,47,17
Henry Lewandowski,,,,,,,,,,,,1,17
Total,58,53,50,50,50,47,46,17,5,55,51,49,17
