col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,All
,Anne Marie Coyle,Giovanni Campbell,J Scott O Keefe,Joe Fernandes,Daniel D Mccaffery,Timika Lane,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Jack Mcvay Jr,Vic Stabile,All
Anne Marie Coyle,20,"1,678","1,673","1,643","1,607","1,611","1,145",585,247,"1,642",468,All
Giovanni Campbell,,7,"1,688","1,675","1,610","1,625","1,146",326,196,"1,646",173,All
J Scott O Keefe,,,1,"1,653","1,598","1,602","1,120",321,196,"1,601",181,All
Joe Fernandes,,,,4,"1,582","1,599","1,129",289,190,"1,582",164,All
Daniel D Mccaffery,,,,,7,"1,526","1,138",303,186,"1,544",187,All
Timika Lane,,,,,,7,"1,127",232,158,"1,570",134,All
Sierra Thomas Street,,,,,,,3,106,106,"1,126",76,All
Kenneth J Powell Jr,,,,,,,,12,148,257,420,All
Stephen Miller Miller,,,,,,,,,7,199,108,All
Jack Mcvay Jr,,,,,,,,,,56,0,All
Vic Stabile,,,,,,,,,,,38,All
Total,"2,178","1,866","1,821","1,778","1,772","1,751","1,231",708,325,"1,974",569,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,1
,Anne Marie Coyle,Joe Fernandes,J Scott O Keefe,Giovanni Campbell,Daniel D Mccaffery,Timika Lane,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Jack Mcvay Jr,Vic Stabile,1
Anne Marie Coyle,2,113,109,107,104,103,76,46,13,103,37,1
Joe Fernandes,,1,115,111,104,106,79,27,12,103,16,1
J Scott O Keefe,,,0,107,104,106,77,25,12,101,16,1
Giovanni Campbell,,,,0,99,103,76,23,9,100,13,1
Daniel D Mccaffery,,,,,0,99,77,24,7,95,17,1
Timika Lane,,,,,,0,72,18,8,96,13,1
Sierra Thomas Street,,,,,,,0,13,7,71,10,1
Kenneth J Powell Jr,,,,,,,,0,12,13,39,1
Stephen Miller Miller,,,,,,,,,1,9,8,1
Jack Mcvay Jr,,,,,,,,,,4,0,1
Vic Stabile,,,,,,,,,,,5,1
Total,147,123,120,116,115,111,82,55,19,120,51,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,2
,Anne Marie Coyle,J Scott O Keefe,Giovanni Campbell,Daniel D Mccaffery,Timika Lane,Joe Fernandes,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Jack Mcvay Jr,Vic Stabile,2
Anne Marie Coyle,0,64,63,61,62,61,38,32,8,60,23,2
J Scott O Keefe,,0,62,59,60,60,37,18,5,58,8,2
Giovanni Campbell,,,0,57,59,60,34,16,4,57,7,2
Daniel D Mccaffery,,,,2,56,56,36,15,6,56,6,2
Timika Lane,,,,,0,56,36,14,4,56,6,2
Joe Fernandes,,,,,,0,33,16,5,55,7,2
Sierra Thomas Street,,,,,,,0,5,2,37,1,2
Kenneth J Powell Jr,,,,,,,,1,4,15,19,2
Stephen Miller Miller,,,,,,,,,0,7,2,2
Jack Mcvay Jr,,,,,,,,,,1,0,2
Vic Stabile,,,,,,,,,,,3,2
Total,84,66,65,64,63,62,38,35,9,65,27,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,3
,Anne Marie Coyle,Daniel D Mccaffery,J Scott O Keefe,Giovanni Campbell,Joe Fernandes,Timika Lane,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Jack Mcvay Jr,Vic Stabile,3
Anne Marie Coyle,2,112,105,106,103,103,68,39,12,100,42,3
Daniel D Mccaffery,,0,109,106,104,102,69,17,8,99,16,3
J Scott O Keefe,,,1,104,101,100,66,16,7,97,12,3
Giovanni Campbell,,,,0,103,102,68,16,8,98,10,3
Joe Fernandes,,,,,0,97,67,16,8,94,12,3
Timika Lane,,,,,,1,66,10,4,95,6,3
Sierra Thomas Street,,,,,,,0,4,2,61,8,3
Kenneth J Powell Jr,,,,,,,,1,9,14,33,3
Stephen Miller Miller,,,,,,,,,0,6,5,3
Jack Mcvay Jr,,,,,,,,,,4,0,3
Vic Stabile,,,,,,,,,,,6,3
Total,149,117,113,111,108,106,71,50,12,112,54,3
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,4
,Anne Marie Coyle,Giovanni Campbell,J Scott O Keefe,Timika Lane,Daniel D Mccaffery,Joe Fernandes,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Jack Mcvay Jr,Vic Stabile,4
Anne Marie Coyle,0,76,74,75,74,73,45,28,13,79,20,4
Giovanni Campbell,,0,73,73,73,72,41,18,10,74,7,4
J Scott O Keefe,,,0,71,72,71,39,16,9,70,8,4
Timika Lane,,,,0,71,70,41,13,9,69,6,4
Daniel D Mccaffery,,,,,0,72,39,15,8,70,7,4
Joe Fernandes,,,,,,0,38,15,8,68,7,4
Sierra Thomas Street,,,,,,,0,7,6,39,4,4
Kenneth J Powell Jr,,,,,,,,1,5,18,20,4
Stephen Miller Miller,,,,,,,,,0,13,3,4
Jack Mcvay Jr,,,,,,,,,,4,0,4
Vic Stabile,,,,,,,,,,,3,4
Total,102,82,79,79,78,76,46,40,17,94,29,4
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,5
,Anne Marie Coyle,Daniel D Mccaffery,J Scott O Keefe,Giovanni Campbell,Joe Fernandes,Timika Lane,Kenneth J Powell Jr,Sierra Thomas Street,Stephen Miller Miller,Jack Mcvay Jr,Vic Stabile,5
Anne Marie Coyle,3,65,66,64,64,57,40,36,9,63,18,5
Daniel D Mccaffery,,1,64,62,61,56,28,36,7,62,8,5
J Scott O Keefe,,,0,62,63,55,30,32,8,61,7,5
Giovanni Campbell,,,,1,65,58,31,36,7,62,7,5
Joe Fernandes,,,,,1,57,27,36,6,61,6,5
Timika Lane,,,,,,0,23,34,3,58,2,5
Kenneth J Powell Jr,,,,,,,3,4,7,28,19,5
Sierra Thomas Street,,,,,,,,0,1,36,2,5
Stephen Miller Miller,,,,,,,,,0,4,7,5
Jack Mcvay Jr,,,,,,,,,,5,0,5
Vic Stabile,,,,,,,,,,,2,5
Total,86,72,71,70,68,60,52,38,11,79,24,5
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,6
,Jack Mcvay Jr,Vic Stabile,Anne Marie Coyle,Giovanni Campbell,J Scott O Keefe,Joe Fernandes,Daniel D Mccaffery,Timika Lane,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,6
Jack Mcvay Jr,2,0,76,84,77,81,77,76,47,14,10,6
Vic Stabile,,0,17,8,10,7,10,8,4,18,8,6
Anne Marie Coyle,,,0,77,77,77,77,76,43,23,14,6
Giovanni Campbell,,,,0,79,82,80,78,46,17,11,6
J Scott O Keefe,,,,,0,79,80,76,44,14,13,6
Joe Fernandes,,,,,,0,78,77,47,13,11,6
Daniel D Mccaffery,,,,,,,0,76,47,13,13,6
Timika Lane,,,,,,,,0,47,12,12,6
Sierra Thomas Street,,,,,,,,,0,2,9,6
Kenneth J Powell Jr,,,,,,,,,,1,9,6
Stephen Miller Miller,,,,,,,,,,,1,6
Total,98,21,93,93,88,88,87,84,51,33,20,6
