col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Jack Mcvay Jr,Vic Stabile,Sierra Thomas Street,Timika Lane,Anne Marie Coyle,Daniel D Mccaffery,Giovanni Campbell,J Scott O Keefe,Joe Fernandes,Stephen Miller Miller,Kenneth J Powell Jr,All
Jack Mcvay Jr,10,0,686,676,675,657,651,643,645,28,15,All
Vic Stabile,,1,3,4,10,4,4,3,5,2,11,All
Sierra Thomas Street,,,18,669,659,652,649,640,639,24,10,All
Timika Lane,,,,6,653,649,653,639,638,26,10,All
Anne Marie Coyle,,,,,4,655,650,643,644,24,17,All
Daniel D Mccaffery,,,,,,3,644,638,646,17,11,All
Giovanni Campbell,,,,,,,1,636,639,19,9,All
J Scott O Keefe,,,,,,,,1,634,17,8,All
Joe Fernandes,,,,,,,,,2,18,8,All
Stephen Miller Miller,,,,,,,,,,1,7,All
Kenneth J Powell Jr,,,,,,,,,,,1,All
Total,767,19,739,716,710,686,680,668,667,33,27,All
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Jack Mcvay Jr,Vic Stabile,Anne Marie Coyle,Sierra Thomas Street,Joe Fernandes,Timika Lane,Daniel D Mccaffery,Giovanni Campbell,J Scott O Keefe,Stephen Miller Miller,Kenneth J Powell Jr,1
Jack Mcvay Jr,0,0,43,39,39,38,36,37,36,2,0,1
Vic Stabile,,0,0,0,0,0,0,0,0,0,0,1
Anne Marie Coyle,,,0,37,38,38,35,37,35,2,0,1
Sierra Thomas Street,,,,0,37,36,35,36,36,2,0,1
Joe Fernandes,,,,,0,36,36,36,36,2,0,1
Timika Lane,,,,,,0,34,35,33,2,0,1
Daniel D Mccaffery,,,,,,,1,34,34,1,0,1
Giovanni Campbell,,,,,,,,0,34,2,0,1
J Scott O Keefe,,,,,,,,,0,1,0,1
Stephen Miller Miller,,,,,,,,,,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,0,1
Total,45,0,43,40,39,39,37,37,36,2,0,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Superior Court,,2
,Timika Lane,Anne Marie Coyle,Sierra Thomas Street,Daniel D Mccaffery,J Scott O Keefe,Joe Fernandes,Giovanni Campbell,Stephen Miller Miller,Kenneth J Powell Jr,Jack Mcvay Jr,Vic Stabile,2
Timika Lane,1,40,40,39,40,40,38,2,0,39,0,2
Anne Marie Coyle,,0,38,39,39,38,35,2,1,37,1,2
Sierra Thomas Street,,,0,37,38,39,36,2,0,38,0,2
Daniel D Mccaffery,,,,1,38,37,34,1,0,36,0,2
J Scott O Keefe,,,,,0,38,36,2,0,37,0,2
Joe Fernandes,,,,,,0,37,2,0,38,0,2
Giovanni Campbell,,,,,,,0,1,0,35,0,2
Stephen Miller Miller,,,,,,,,0,0,3,0,2
Kenneth J Powell Jr,,,,,,,,,0,0,1,2
Jack Mcvay Jr,,,,,,,,,,2,0,2
Vic Stabile,,,,,,,,,,,0,2
Total,44,41,41,40,40,40,38,3,1,43,1,2
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,3
,Jack Mcvay Jr,Vic Stabile,Sierra Thomas Street,Daniel D Mccaffery,Timika Lane,Anne Marie Coyle,J Scott O Keefe,Joe Fernandes,Giovanni Campbell,Kenneth J Powell Jr,Stephen Miller Miller,3
Jack Mcvay Jr,0,0,23,21,23,20,20,19,20,2,2,3
Vic Stabile,,0,1,1,0,1,0,1,0,1,0,3
Sierra Thomas Street,,,0,22,20,22,21,20,17,3,2,3
Daniel D Mccaffery,,,,0,21,21,20,21,18,3,2,3
Timika Lane,,,,,0,20,19,19,19,2,2,3
Anne Marie Coyle,,,,,,0,19,19,17,3,2,3
J Scott O Keefe,,,,,,,0,18,17,1,1,3
Joe Fernandes,,,,,,,,0,18,2,1,3
Giovanni Campbell,,,,,,,,,0,0,0,3
Kenneth J Powell Jr,,,,,,,,,,0,2,3
Stephen Miller Miller,,,,,,,,,,,0,3
Total,27,1,26,23,23,22,21,21,20,3,2,3
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,4
,Jack Mcvay Jr,Vic Stabile,Sierra Thomas Street,Anne Marie Coyle,Daniel D Mccaffery,Giovanni Campbell,J Scott O Keefe,Joe Fernandes,Timika Lane,Kenneth J Powell Jr,Stephen Miller Miller,4
Jack Mcvay Jr,2,0,42,38,39,38,38,38,38,2,3,4
