col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,R Seth Williams,Daniel A Alvarez,Timika Lane,Sierra Thomas Street,Giovanni Campbell,Anne Marie Coyle,Joe Fernandes,Daniel D Mccaffery,J Scott O Keefe,Kenneth J Powell Jr,Stephen Miller Miller,All
R Seth Williams,30,0,926,926,889,877,874,871,858,20,29,All
Daniel A Alvarez,,0,21,17,20,22,14,12,12,14,5,All
Timika Lane,,,6,897,903,864,875,874,865,18,23,All
Sierra Thomas Street,,,,5,874,846,855,852,840,14,21,All
Giovanni Campbell,,,,,1,852,870,863,860,14,23,All
Anne Marie Coyle,,,,,,5,846,844,843,25,18,All
Joe Fernandes,,,,,,,0,857,854,16,21,All
Daniel D Mccaffery,,,,,,,,1,852,15,13,All
J Scott O Keefe,,,,,,,,,0,13,19,All
Kenneth J Powell Jr,,,,,,,,,,1,5,All
Stephen Miller Miller,,,,,,,,,,,0,All
Total,"1,046",37,969,957,923,912,897,893,876,36,34,All
,Judge Of The Court Of Common Pleas,,,,,,,,,District Attorney,,1
,Timika Lane,Sierra Thomas Street,Giovanni Campbell,Anne Marie Coyle,Joe Fernandes,Daniel D Mccaffery,J Scott O Keefe,Kenneth J Powell Jr,Stephen Miller Miller,R Seth Williams,Daniel A Alvarez,1
Timika Lane,2,52,52,44,45,45,42,1,0,50,5,1
Sierra Thomas Street,,0,49,44,45,44,41,1,0,47,5,1
Giovanni Campbell,,,0,43,43,44,41,1,0,46,4,1
Anne Marie Coyle,,,,0,41,41,41,1,0,44,2,1
Joe Fernandes,,,,,0,43,40,1,0,43,3,1
Daniel D Mccaffery,,,,,,0,39,1,0,43,2,1
J Scott O Keefe,,,,,,,0,0,0,40,2,1
Kenneth J Powell Jr,,,,,,,,0,0,1,0,1
Stephen Miller Miller,,,,,,,,,0,0,0,1
R Seth Williams,,,,,,,,,,0,0,1
Daniel A Alvarez,,,,,,,,,,,0,1
Total,59,53,52,46,46,45,42,1,0,53,5,1
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,2
,R Seth Williams,Daniel A Alvarez,Giovanni Campbell,Timika Lane,Joe Fernandes,Anne Marie Coyle,Daniel D Mccaffery,J Scott O Keefe,Sierra Thomas Street,Stephen Miller Miller,Kenneth J Powell Jr,2
R Seth Williams,2,0,60,58,57,54,55,55,55,6,2,2
Daniel A Alvarez,,0,1,1,1,1,1,1,1,0,1,2
Giovanni Campbell,,,0,60,59,55,57,56,55,6,1,2
Timika Lane,,,,0,57,53,56,54,54,6,1,2
Joe Fernandes,,,,,0,54,56,55,53,5,1,2
Anne Marie Coyle,,,,,,1,53,52,49,2,2,2
Daniel D Mccaffery,,,,,,,0,55,52,4,2,2
J Scott O Keefe,,,,,,,,0,52,5,2,2
Sierra Thomas Street,,,,,,,,,0,3,0,2
Stephen Miller Miller,,,,,,,,,,0,1,2
Kenneth J Powell Jr,,,,,,,,,,,0,2
Total,65,2,63,61,60,58,58,57,56,6,3,2
