col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Anne Marie Coyle,Daniel D Mccaffery,Giovanni Campbell,J Scott O Keefe,Timika Lane,Joe Fernandes,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,All
Anne Marie Coyle,"3,615","48,851","47,357","47,998","45,616","46,550","42,814","12,857","4,223",All
Daniel D Mccaffery,,"1,064","47,444","48,052","45,544","46,582","42,936","5,475","3,521",All
Giovanni Campbell,,,562,"47,295","46,195","46,870","43,204","4,923","3,447",All
J Scott O Keefe,,,,378,"45,231","46,308","42,401","5,267","3,542",All
Timika Lane,,,,,960,"45,448","43,407","3,045","2,654",All
Joe Fernandes,,,,,,595,"42,833","4,203","3,034",All
Sierra Thomas Street,,,,,,,"1,089","2,156","2,055",All
Kenneth J Powell Jr,,,,,,,,"1,305","2,791",All
Stephen Miller Miller,,,,,,,,,443,All
Total,"63,312","53,227","51,374","51,233","50,298","50,014","47,241","15,290","5,874",All
