col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,All
,Anne Marie Coyle,Daniel D Mccaffery,J Scott O Keefe,Joe Fernandes,Giovanni Campbell,Kenneth J Powell Jr,Timika Lane,Sierra Thomas Street,Stephen Miller Miller,Henry Lewandowski,Fran Shields,Martin Coleman,All
Anne Marie Coyle,171,"1,492","1,360","1,238","1,224","1,113","1,048",960,254,"1,409","1,418","1,336",All
Daniel D Mccaffery,,27,"1,374","1,225","1,245",434,"1,070",977,217,"1,335","1,351","1,291",All
J Scott O Keefe,,,4,"1,178","1,203",376,"1,038",959,206,"1,243","1,269","1,226",All
Joe Fernandes,,,,59,"1,159",297,"1,016",960,157,"1,170","1,209","1,178",All
Giovanni Campbell,,,,,3,288,"1,031",964,169,"1,168","1,200","1,175",All
Kenneth J Powell Jr,,,,,,84,135,122,208,378,396,351,All
Timika Lane,,,,,,,1,888,95,"1,012","1,048","1,048",All
Sierra Thomas Street,,,,,,,,5,70,958,959,954,All
Stephen Miller Miller,,,,,,,,,9,202,210,188,All
Henry Lewandowski,,,,,,,,,,18,"1,318","1,279",All
Fran Shields,,,,,,,,,,,8,"1,329",All
Martin Coleman,,,,,,,,,,,,2,All
Total,"2,581","1,691","1,484","1,430","1,328","1,280","1,134","1,034",326,"1,582","1,576","1,476",All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,1
,Anne Marie Coyle,J Scott O Keefe,Daniel D Mccaffery,Joe Fernandes,Giovanni Campbell,Timika Lane,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Henry Lewandowski,Martin Coleman,Fran Shields,1
Anne Marie Coyle,2,19,17,17,14,15,14,9,1,19,16,16,1
J Scott O Keefe,,0,19,17,16,15,14,4,1,18,17,17,1
Daniel D Mccaffery,,,0,16,15,16,14,3,1,17,18,16,1
Joe Fernandes,,,,0,14,14,14,3,1,16,15,16,1
Giovanni Campbell,,,,,0,13,14,2,0,15,14,14,1
Timika Lane,,,,,,0,13,1,1,15,14,14,1
Sierra Thomas Street,,,,,,,0,1,0,14,13,14,1
Kenneth J Powell Jr,,,,,,,,0,1,3,3,3,1
Stephen Miller Miller,,,,,,,,,0,1,1,1,1
Henry Lewandowski,,,,,,,,,,0,15,15,1
Martin Coleman,,,,,,,,,,,0,14,1
Fran Shields,,,,,,,,,,,,0,1
Total,28,22,21,17,16,16,14,10,1,21,18,17,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,2
,Anne Marie Coyle,Giovanni Campbell,J Scott O Keefe,Daniel D Mccaffery,Joe Fernandes,Timika Lane,Sierra Thomas Street,Kenneth J Powell Jr,Stephen Miller Miller,Martin Coleman,Fran Shields,Henry Lewandowski,2
Anne Marie Coyle,0,11,12,11,10,9,8,8,1,12,10,10,2
Giovanni Campbell,,0,12,11,11,10,9,2,1,11,11,11,2
J Scott O Keefe,,,0,11,11,10,9,2,1,12,11,11,2
Daniel D Mccaffery,,,,0,9,9,9,1,0,11,10,10,2
Joe Fernandes,,,,,0,10,9,1,1,11,10,10,2
Timika Lane,,,,,,0,9,1,1,10,10,10,2
Sierra Thomas Street,,,,,,,0,0,0,9,9,9,2
Kenneth J Powell Jr,,,,,,,,0,1,2,2,1,2
Stephen Miller Miller,,,,,,,,,0,1,1,1,2
Martin Coleman,,,,,,,,,,0,11,10,2
