col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Superior Court,,Controller,,All
,Jack Mcvay Jr,Vic Stabile,Alan Butkovitz,Terrence J Tracy Jr,All
Jack Mcvay Jr,32,0,618,51,All
Vic Stabile,,14,39,198,All
Alan Butkovitz,,,34,0,All
Terrence J Tracy Jr,,,,33,All
Total,701,251,691,282,All
,Controller,,Judge Of The Superior Court,,1
,Alan Butkovitz,Terrence J Tracy Jr,Jack Mcvay Jr,Vic Stabile,1
Alan Butkovitz,0,0,13,2,1
Terrence J Tracy Jr,,0,2,3,1
Jack Mcvay Jr,,,0,0,1
Vic Stabile,,,,0,1
Total,15,5,15,5,1
,Controller,,Judge Of The Superior Court,,2
,Alan Butkovitz,Terrence J Tracy Jr,Jack Mcvay Jr,Vic Stabile,2
Alan Butkovitz,0,0,9,1,2
Terrence J Tracy Jr,,1,0,2,2
Jack Mcvay Jr,,,0,0,2
Vic Stabile,,,,0,2
Total,10,3,9,3,2
,Controller,,Judge Of The Superior Court,,3
,Alan Butkovitz,Terrence J Tracy Jr,Jack Mcvay Jr,Vic Stabile,3
Alan Butkovitz,1,0,23,1,3
Terrence J Tracy Jr,,0,2,4,3
Jack Mcvay Jr,,,0,0,3
Vic Stabile,,,,2,3
Total,25,6,25,7,3
,Controller,,Judge Of The Superior Court,,4
,Alan Butkovitz,Terrence J Tracy Jr,Jack Mcvay Jr,Vic Stabile,4
Alan Butkovitz,1,0,33,4,4
Terrence J Tracy Jr,,3,2,11,4
Jack Mcvay Jr,,,2,0,4
Vic Stabile,,,,1,4
Total,38,16,37,16,4
,Judge Of The Superior Court,,Controller,,5
,Jack Mcvay Jr,Vic Stabile,Alan Butkovitz,Terrence J Tracy Jr,5
Jack Mcvay Jr,3,0,52,11,5
Vic Stabile,,1,0,6,5
Alan Butkovitz,,,4,0,5
Terrence J Tracy Jr,,,,1,5
Total,66,7,56,18,5
,Controller,,Judge Of The Superior Court,,6
,Alan Butkovitz,Terrence J Tracy Jr,Jack Mcvay Jr,Vic Stabile,6
Alan Butkovitz,4,0,18,1,6
