col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Alan Butkovitz,Terrence J Tracy Jr,Timika Lane,Sierra Thomas Street,Anne Marie Coyle,Giovanni Campbell,Joe Fernandes,Daniel D Mccaffery,J Scott O Keefe,Kenneth J Powell Jr,Stephen Miller Miller,All
Alan Butkovitz,27,0,"1,423","1,416","1,369","1,365","1,350","1,349","1,317",21,35,All
Terrence J Tracy Jr,,7,36,37,58,30,28,26,24,58,11,All
Timika Lane,,,16,"1,411","1,345","1,378","1,349","1,350","1,324",29,35,All
Sierra Thomas Street,,,,12,"1,338","1,363","1,337","1,334","1,313",28,31,All
Anne Marie Coyle,,,,,6,"1,321","1,326","1,322","1,307",63,34,All
Giovanni Campbell,,,,,,5,"1,342","1,329","1,307",32,31,All
Joe Fernandes,,,,,,,1,"1,335","1,307",30,27,All
Daniel D Mccaffery,,,,,,,,0,"1,313",34,28,All
J Scott O Keefe,,,,,,,,,1,28,24,All
Kenneth J Powell Jr,,,,,,,,,,1,12,All
Stephen Miller Miller,,,,,,,,,,,1,All
Total,"1,579",99,"1,514","1,507","1,459","1,428","1,397","1,389","1,360",81,51,All
,Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Alan Butkovitz,Terrence J Tracy Jr,Sierra Thomas Street,Timika Lane,Giovanni Campbell,Anne Marie Coyle,Daniel D Mccaffery,Joe Fernandes,J Scott O Keefe,Kenneth J Powell Jr,Stephen Miller Miller,1
Alan Butkovitz,2,0,75,73,73,70,70,70,66,3,2,1
Terrence J Tracy Jr,,0,4,5,1,4,3,2,2,3,1,1
Sierra Thomas Street,,,2,72,71,70,70,70,66,4,2,1
Timika Lane,,,,3,72,71,74,73,69,6,4,1
Giovanni Campbell,,,,,0,69,71,71,67,3,3,1
Anne Marie Coyle,,,,,,0,69,70,67,4,3,1
Daniel D Mccaffery,,,,,,,0,72,67,4,4,1
Joe Fernandes,,,,,,,,0,67,4,4,1
J Scott O Keefe,,,,,,,,,0,3,2,1
Kenneth J Powell Jr,,,,,,,,,,0,2,1
Stephen Miller Miller,,,,,,,,,,,1,1
Total,85,7,82,82,77,75,74,73,69,7,5,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Controller,,2
,Timika Lane,Anne Marie Coyle,Joe Fernandes,Sierra Thomas Street,Daniel D Mccaffery,Giovanni Campbell,J Scott O Keefe,Kenneth J Powell Jr,Stephen Miller Miller,Alan Butkovitz,Terrence J Tracy Jr,2
Timika Lane,2,41,44,44,43,43,41,2,1,45,2,2
Anne Marie Coyle,,0,41,39,41,40,40,3,2,41,3,2
Joe Fernandes,,,0,42,43,43,41,3,1,42,4,2
Sierra Thomas Street,,,,1,42,41,39,1,1,43,1,2
Daniel D Mccaffery,,,,,0,43,41,2,2,41,2,2
Giovanni Campbell,,,,,,0,41,2,1,41,2,2
J Scott O Keefe,,,,,,,0,2,1,39,2,2
Kenneth J Powell Jr,,,,,,,,0,0,0,4,2
Stephen Miller Miller,,,,,,,,,0,1,0,2
Alan Butkovitz,,,,,,,,,,1,0,2
Terrence J Tracy Jr,,,,,,,,,,,0,2
Total,50,46,46,46,44,43,41,4,2,48,5,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Controller,,3
,Timika Lane,Sierra Thomas Street,Anne Marie Coyle,Giovanni Campbell,J Scott O Keefe,Joe Fernandes,Daniel D Mccaffery,Stephen Miller Miller,Kenneth J Powell Jr,Alan Butkovitz,Terrence J Tracy Jr,3
Timika Lane,3,52,51,51,51,51,49,2,1,52,2,3
Sierra Thomas Street,,0,49,50,49,49,49,2,1,49,2,3
Anne Marie Coyle,,,0,49,48,49,47,1,1,48,2,3
Giovanni Campbell,,,,0,50,50,49,2,1,47,2,3
J Scott O Keefe,,,,,0,50,49,1,0,47,1,3
Joe Fernandes,,,,,,0,49,1,0,48,1,3
Daniel D Mccaffery,,,,,,,0,1,0,46,1,3
Stephen Miller Miller,,,,,,,,0,1,1,1,3
Kenneth J Powell Jr,,,,,,,,,0,0,1,3
Alan Butkovitz,,,,,,,,,,2,0,3
Terrence J Tracy Jr,,,,,,,,,,,1,3
Total,60,53,52,51,51,51,49,2,1,56,3,3
,Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,4
,Alan Butkovitz,Terrence J Tracy Jr,Sierra Thomas Street,Anne Marie Coyle,Timika Lane,Daniel D Mccaffery,J Scott O Keefe,Joe Fernandes,Giovanni Campbell,Kenneth J Powell Jr,Stephen Miller Miller,4
Alan Butkovitz,0,0,44,45,45,43,42,42,40,1,0,4
Terrence J Tracy Jr,,0,1,0,0,0,0,0,1,0,0,4
Sierra Thomas Street,,,1,42,44,42,41,40,40,1,0,4
Anne Marie Coyle,,,,1,43,41,42,41,40,1,0,4
Timika Lane,,,,,0,42,42,42,40,1,0,4
Daniel D Mccaffery,,,,,,0,40,40,39,1,0,4
J Scott O Keefe,,,,,,,0,40,39,0,0,4
Joe Fernandes,,,,,,,,0,40,1,0,4
Giovanni Campbell,,,,,,,,,0,1,0,4
Kenneth J Powell Jr,,,,,,,,,,0,0,4
Stephen Miller Miller,,,,,,,,,,,0,4
Total,48,1,47,46,46,43,42,42,41,1,0,4
,Judge Of The Court Of Common Pleas,,,,,,,,,Controller,,5
,Anne Marie Coyle,Sierra Thomas Street,Timika Lane,Giovanni Campbell,Daniel D Mccaffery,Joe Fernandes,J Scott O Keefe,Kenneth J Powell Jr,Stephen Miller Miller,Alan Butkovitz,Terrence J Tracy Jr,5
Anne Marie Coyle,0,44,44,43,43,42,42,5,2,43,5,5
Sierra Thomas Street,,0,42,43,42,41,41,3,2,41,4,5
Timika Lane,,,0,41,41,42,40,2,1,42,3,5
Giovanni Campbell,,,,0,42,40,41,2,2,41,2,5
Daniel D Mccaffery,,,,,0,41,42,3,2,41,2,5
Joe Fernandes,,,,,,0,40,1,1,41,2,5
J Scott O Keefe,,,,,,,0,3,1,40,2,5
Kenneth J Powell Jr,,,,,,,,0,1,1,4,5
Stephen Miller Miller,,,,,,,,,0,2,1,5
Alan Butkovitz,,,,,,,,,,3,0,5
Terrence J Tracy Jr,,,,,,,,,,,0,5
