col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,All
,Anne Marie Coyle,Daniel D Mccaffery,J Scott O Keefe,Kenneth J Powell Jr,Giovanni Campbell,Joe Fernandes,Timika Lane,Sierra Thomas Street,Stephen Miller Miller,Henry Lewandowski,Fran Shields,Martin Coleman,All
Anne Marie Coyle,84,535,516,470,469,419,386,364,99,553,491,499,All
Daniel D Mccaffery,,7,525,165,483,430,392,372,78,525,489,476,All
J Scott O Keefe,,,2,153,477,426,385,368,76,507,479,470,All
Kenneth J Powell Jr,,,,38,129,97,58,63,80,187,150,140,All
Giovanni Campbell,,,,,2,430,396,370,67,461,453,453,All
Joe Fernandes,,,,,,2,374,369,37,412,414,418,All
Timika Lane,,,,,,,0,332,35,381,377,386,All
Sierra Thomas Street,,,,,,,,1,24,368,360,367,All
Stephen Miller Miller,,,,,,,,,4,91,73,70,All
Henry Lewandowski,,,,,,,,,,15,494,483,All
Fran Shields,,,,,,,,,,,0,493,All
Martin Coleman,,,,,,,,,,,,2,All
Total,"1,012",621,574,551,517,455,414,393,133,652,552,551,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,1
,Anne Marie Coyle,Kenneth J Powell Jr,Daniel D Mccaffery,J Scott O Keefe,Giovanni Campbell,Timika Lane,Joe Fernandes,Sierra Thomas Street,Stephen Miller Miller,Henry Lewandowski,Martin Coleman,Fran Shields,1
Anne Marie Coyle,5,23,24,21,20,20,17,15,5,24,24,23,1
Kenneth J Powell Jr,,3,7,5,3,4,2,0,2,7,4,7,1
Daniel D Mccaffery,,,1,20,19,19,17,15,3,19,18,19,1
J Scott O Keefe,,,,0,19,19,16,14,3,20,18,19,1
Giovanni Campbell,,,,,0,19,17,15,4,19,18,18,1
Timika Lane,,,,,,0,17,15,3,19,18,18,1
Joe Fernandes,,,,,,,0,15,3,16,16,16,1
Sierra Thomas Street,,,,,,,,0,1,14,14,14,1
Stephen Miller Miller,,,,,,,,,1,4,4,4,1
Henry Lewandowski,,,,,,,,,,1,21,21,1
Martin Coleman,,,,,,,,,,,1,21,1
Fran Shields,,,,,,,,,,,,0,1
Total,49,28,26,22,20,20,19,15,6,26,25,24,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,2
,Anne Marie Coyle,J Scott O Keefe,Daniel D Mccaffery,Giovanni Campbell,Joe Fernandes,Sierra Thomas Street,Timika Lane,Kenneth J Powell Jr,Stephen Miller Miller,Henry Lewandowski,Fran Shields,Martin Coleman,2
Anne Marie Coyle,3,28,26,23,22,19,20,7,6,26,24,23,2
J Scott O Keefe,,0,28,26,24,21,21,4,5,28,25,24,2
Daniel D Mccaffery,,,0,25,23,22,21,3,5,27,23,23,2
Giovanni Campbell,,,,0,23,22,22,4,5,24,20,22,2
Joe Fernandes,,,,,0,20,20,3,4,22,20,23,2
Sierra Thomas Street,,,,,,0,20,2,2,20,17,19,2
Timika Lane,,,,,,,0,1,3,19,18,20,2
Kenneth J Powell Jr,,,,,,,,1,2,5,1,1,2
Stephen Miller Miller,,,,,,,,,1,5,2,3,2
Henry Lewandowski,,,,,,,,,,0,23,23,2
Fran Shields,,,,,,,,,,,0,23,2
Martin Coleman,,,,,,,,,,,,0,2
Total,39,32,30,27,25,22,22,10,8,30,27,26,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,,3
,Anne Marie Coyle,Kenneth J Powell Jr,Daniel D Mccaffery,J Scott O Keefe,Giovanni Campbell,Joe Fernandes,Timika Lane,Sierra Thomas Street,Stephen Miller Miller,Henry Lewandowski,Fran Shields,Martin Coleman,3
Anne Marie Coyle,4,64,59,50,44,42,32,33,11,55,47,48,3
Kenneth J Powell Jr,,4,30,21,19,19,9,12,13,28,23,21,3
Daniel D Mccaffery,,,4,53,47,45,34,33,14,55,48,50,3
J Scott O Keefe,,,,1,42,41,29,31,12,48,47,46,3
Giovanni Campbell,,,,,0,42,32,29,8,42,40,42,3
Joe Fernandes,,,,,,0,33,31,8,40,40,40,3
Timika Lane,,,,,,,0,25,3,32,29,31,3
Sierra Thomas Street,,,,,,,,0,2,33,30,31,3
Stephen Miller Miller,,,,,,,,,0,15,14,13,3
Henry Lewandowski,,,,,,,,,,0,47,48,3
Fran Shields,,,,,,,,,,,0,51,3
Martin Coleman,,,,,,,,,,,,0,3
