col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,All
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,All
Shirley M Kitchen,41,"3,349",63,All
Allyson Y Schwartz,,40,0,All
Joseph James Rooney,,,136,All
Total,"3,453","3,389",199,All
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,15
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,15
Shirley M Kitchen,2,442,11,15
Allyson Y Schwartz,,8,0,15
Joseph James Rooney,,,19,15
Total,455,450,30,15
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,16
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,16
Shirley M Kitchen,3,386,5,16
Allyson Y Schwartz,,4,0,16
Joseph James Rooney,,,16,16
Total,394,390,21,16
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,17
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,17
Shirley M Kitchen,7,337,4,17
Allyson Y Schwartz,,1,0,17
Joseph James Rooney,,,8,17
Total,348,338,12,17
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,18
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,18
Shirley M Kitchen,10,374,6,18
Allyson Y Schwartz,,2,0,18
Joseph James Rooney,,,23,18
Total,390,376,29,18
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,19
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,19
Shirley M Kitchen,5,391,11,19
Allyson Y Schwartz,,10,0,19
Joseph James Rooney,,,27,19
Total,407,401,38,19
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,20
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,20
Shirley M Kitchen,3,476,2,20
Allyson Y Schwartz,,3,0,20
Joseph James Rooney,,,12,20
Total,481,479,14,20
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,21
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,21
Shirley M Kitchen,4,255,4,21
Allyson Y Schwartz,,3,0,21
Joseph James Rooney,,,5,21
Total,263,258,9,21
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,24
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,24
Shirley M Kitchen,6,385,16,24
Allyson Y Schwartz,,6,0,24
Joseph James Rooney,,,18,24
Total,407,391,34,24
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,,25
,Shirley M Kitchen,Allyson Y Schwartz,Joseph James Rooney,25
Shirley M Kitchen,1,303,4,25
Allyson Y Schwartz,,3,0,25
Joseph James Rooney,,,8,25
Total,308,306,12,25
